lineage_id,row_type,version_order,item_type,item_label,source_id,locator,vn_ids,attributed_to,form_or_value,distortion_type,difference_vs_reference,verdict,original_in_corpus,prior_conflict_ids,cited_work_ids,status,scope,scale,confidence,notes
LIN-08,VERSION,2,parameter,"Размеры соляной линзы и калийной залежи ВКМ (8,2 тыс. км²; 206×56 км; 140×41 км; 3,7 тыс. км²)",VKM-SRC-040,pdf p.10-11,EV-VN-S040-0018;EV-VN-S040-0019;EV-VN-S040-0020,"[22,23] = Кудряшов 2001 и 2013 одновременно",те же числа дословно,NONE_VERBATIM;EDITION_AMBIGUITY,"неясно, из какого издания (2001 или 2013) взяты числа",,Y,,,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,"quote_check: EXACT,NOT_FOUND"
LIN-08,VERSION,3,parameter,"Размеры соляной линзы и калийной залежи ВКМ (8,2 тыс. км²; 206×56 км; 140×41 км; 3,7 тыс. км²)",VKM-SRC-023,pdf p.25,EV-VN-S023-0070,[12] Кудряшов 2013,"8,2 тыс. км²; 206 км; до 56 км",NONE_VERBATIM,,,Y,,,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-08,VERSION,4,parameter,"Размеры соляной линзы и калийной залежи ВКМ (8,2 тыс. км²; 206×56 км; 140×41 км; 3,7 тыс. км²)",VKM-SRC-014,pdf p.8,EV-VN-S014-0013,без ссылки,"калийная залежь 140 км × 40 км, ≈3,6 тыс. км²",VALUE_CHANGE,"40 vs 41 км; 3,6 vs 3,7 тыс. км²",,Y,,,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-08,VERSION,5,parameter,"Размеры соляной линзы и калийной залежи ВКМ (8,2 тыс. км²; 206×56 км; 140×41 км; 3,7 тыс. км²)",VKM-SRC-025,pdf p.5,EV-VN-S025-0006,§1.2 (автор раздела — Кудряшов),"калийная залежь ≈4 тыс. км², 140 км × до 40 км",VALUE_CHANGE,"≈4 vs 3,7 тыс. км²",,Y,,,FACT,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,quote_check: NOT_FOUND
LIN-08,VERSION,6,parameter,"Размеры соляной линзы и калийной залежи ВКМ (8,2 тыс. км²; 206×56 км; 140×41 км; 3,7 тыс. км²)",VKM-SRC-037,pdf p.3,EV-VN-S037-0008,собственный текст 1992,месторождение ≈3500 км²; залежь 140 км × до 40 км,VALUE_CHANGE,"иное определение площади (месторождения, не соляной линзы)",,Y,,,FACT,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,quote_check: FUZZY_76
LIN-09,SUMMARY,0,parameter,Мощность глинисто-ангидритовой толщи (ГАТ) 145–325 м (ср. 230 м),VKM-SRC-011;VKM-SRC-014;VKM-SRC-040,,,Воронова М.Л. [106 у Кудряшова] — НЕ в корпусе; ближайший в корпусе — VKM-SRC-011 p.9,,HIDDEN_DEPENDENCY,,"Цепочка Воронова → Кудряшов (со ссылкой [106]) → Соловьев–Секунцов 2013 (без ссылки: скрытая зависимость) и Жуков 2017 (ссылка на сводку [22,23,7,8,35]). Числа идентичны; первичные данные Вороновой не проверены.",N,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-09,VERSION,1,parameter,Мощность глинисто-ангидритовой толщи (ГАТ) 145–325 м (ср. 230 м),VKM-SRC-011,pdf p.9,EV-VN-S011-0123,[106] Воронова,"145 м (запад) – 325 м (восток), в среднем 230 м",REFERENCE,вторичная передача первоисточника,,N,,,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-09,VERSION,2,parameter,Мощность глинисто-ангидритовой толщи (ГАТ) 145–325 м (ср. 230 м),VKM-SRC-014,pdf p.12,EV-VN-S014-0116;EV-VN-S014-0117,без ссылки,"145–325 м, в среднем 230 м",HIDDEN_DEPENDENCY,"текст почти дословно совпадает с Кудряшовым, источник не указан",,N,,,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-09,VERSION,3,parameter,Мощность глинисто-ангидритовой толщи (ГАТ) 145–325 м (ср. 230 м),VKM-SRC-040,pdf p.11,EV-VN-S040-0023,"[22,23,7,8,35] общая сводка",145–325 м,NONE_VERBATIM,,,N,,,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-10,SUMMARY,0,monitoring_value,"Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: статья 2023 vs диссертация 2023",VKM-SRC-003;VKM-SRC-004;VKM-SRC-023,,,Одна и та же обработка группы ИФЗ РАН/ГИ УрО РАН; статья (VKM-SRC-004) и диссертация (VKM-SRC-003) — обе в корпусе,,CONTEXT_SHIFT;SCOPE_GENERALIZATION;TERM_SHIFT;VALUE_CHANGE,,"КОНФЛИКТ ЗНАЧЕНИЙ при почти дословном совпадении текста: «вокруг провала скорости оседаний достигают 320 мм/год» (статья) vs «…255 мм/год» (диссертация, подпись рисунка ссылается на ту же статью [2]); область севернее пр. Ленина 2021: 250 / точки 300 мм/год (статья) vs 200 / 230 мм/год (диссертация). Проверено по текстовому слою обеих PDF и визуально (рендер VKM-SRC-004 p.7 и VKM-SRC-003 p.62, 110 dpi, 26.09.2026 ~12:30 UTC): 320/250/300 и 255/200/230 напечатаны именно так; легенда рис.3.15 диссертации имеет верхний класс «>200 мм/год». Причина не объяснена (переобработка? иной порог/опорная точка?). Оба значения сохраняются, не усредняются; ВКР Филатовой пересказывает статью как «градиенты до 300–400 мм/год» (подмена термина скорость→градиент). Объект — Березники (БКПРУ-1), НЕ СКРУ-1.",Y,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-10,VERSION,1,monitoring_value,"Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: статья 2023 vs диссертация 2023",VKM-SRC-004,"pdf p.7, рис.2",EV-VN-S004-0039;EV-VN-S004-0040;EV-VN-S004-0041;EV-VN-S004-0042,собственная обработка (PS; суммирование интерферограмм),"провал: до 320 мм/год (2020 — по всей периферии, 2021 — только северный берег); севернее пр. Ленина 2021: 250, отдельные точки 300 мм/год; начало пр. Ленина (суммирование): 2020 до 300 → 2021 почти 400 мм/год",REFERENCE,,,Y,,,FACT,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,"quote_check: EXACT,FUZZY_87"
LIN-10,VERSION,2,monitoring_value,"Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: статья 2023 vs диссертация 2023",VKM-SRC-003,"pdf p.62, рис.3.15 [2,33]",EV-VN-S003-0221;EV-VN-S003-0222;EV-VN-S003-0223;EV-VN-S003-0225,[2] = статья ч.II 2023 (VKM-SRC-004); [33],"провал: до 255 мм/год (2020); 2022 — до 150; севернее пр. Ленина 2021: 200, отдельные точки 230 мм/год",VALUE_CHANGE,320→255 мм/год; 250/300→200/230 мм/год при идентичной формулировке,,Y,,,FACT,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,"quote_check: EXACT,FUZZY_87"
LIN-10,VERSION,3,monitoring_value,"Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: статья 2023 vs диссертация 2023",VKM-SRC-003,pdf p.63,EV-VN-S003-0227,собственная обработка (PS),между ул. Калийная и Котовского: 2021 — более 240 мм/год; 2020 — до 215; 2022 — до 180 мм/год,VALUE_CHANGE,в статье (004 p.7) для участка между ул. Рудничная и Котовского в 2021 г. — «более 300 мм/год»,,Y,,,FACT,OTHER_VKM_SITE,NOT_APPLICABLE,MEDIUM,quote_check: EXACT
LIN-10,VERSION,4,monitoring_value,"Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: статья 2023 vs диссертация 2023",VKM-SRC-003,pdf p.48,EV-VN-S003-0180,"собственная обработка (суммирование парных интерферограмм, 187 дней)",борта провала >400 (СВ) и 600 мм/год (ЮВ),CONTEXT_SHIFT,иной метод/набор пикселей → иной максимум; не «максимум мульды»,,Y,,,FACT,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-10,VERSION,5,monitoring_value,"Скорости оседаний PS (TerraSAR-X 2020–2021) вокруг провала и у пр. Ленина, Березники: статья 2023 vs диссертация 2023",VKM-SRC-023,pdf p.16 §1.2,EV-VN-S023-0045,[3]/[11] = статья ч.II 2023,«зоны интенсивных смещений с градиентами до 300–400 мм/год» (ВКМ),TERM_SHIFT;SCOPE_GENERALIZATION,скорость названа градиентом; Березники обобщены до «ВКМ»,,Y,,,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,quote_check: FUZZY_62
LIN-11,SUMMARY,0,claim,«Предел точности InSAR 10–15 мм»,VKM-SRC-003;VKM-SRC-017,,,"VKM-SRC-003 p.45 (порог для ПАРНЫХ интерферограмм); ссылка 017 ведёт на Бабаянц и др. 2021, ч.I (не в корпусе)",,SCOPE_GENERALIZATION,,"У Бабаянца 10–15 мм — предел надёжности смещений на ПАРНЫХ интерферограммах (11–33 дня), требующих верификации; Гусев Г.Н. и др. (ИМСС) переносят это как общий «предел точности метода», из чего делают вывод о непригодности InSAR для контроля неравномерных осадок зданий. Для оператора наблюдения WorldSpec точность — функция метода (pair/stack/PS) и интервала, не константа.",PARTIAL,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-11,VERSION,1,claim,«Предел точности InSAR 10–15 мм»,VKM-SRC-003,pdf p.45,EV-VN-S003-0166,собственный анализ,"смещения <10–15 мм на пределе точности парных интерферограмм, требуют верификации",REFERENCE,,,PARTIAL,,,FACT,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-11,VERSION,2,claim,«Предел точности InSAR 10–15 мм»,VKM-SRC-003,"pdf p.64, 68",EV-VN-S003-0234;EV-VN-S003-0246,собственный анализ,<10 мм на суммарных интерферограммах ≈ уровень помех (≈20–22 мм/год) — порог анализа скоростей 20 мм/год,REFERENCE,порог для суммирования иной (в скорости),,PARTIAL,,,FACT,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-11,VERSION,3,claim,«Предел точности InSAR 10–15 мм»,VKM-SRC-017,pdf p.2,EV-VN-S017-0008,"[10] = Бабаянц и др. 2021, ч.I",«в настоящий момент предел точности метода составляет 10–15 мм»,SCOPE_GENERALIZATION,порог парной интерферометрии выдан за точность InSAR вообще,,PARTIAL,,,FACT,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-12,SUMMARY,0,bibliographic,Барях–Красноштейн–Санфиров «Горнотехнические аварии: затопление БКПРУ-1» — год 2009 vs 2013,VKM-SRC-003;VKM-SRC-004;VKM-SRC-017,,,"статья, № 2, с. 40–49 — НЕ в корпусе",,BIBLIOGRAPHIC_ERROR,,"Одна и та же статья (№2, с.40–49) датирована 2009 (004, 017) и 2013 (003). Формат ссылки в 017 совпадает с 004 до знака (признак копирования ссылки). Название журнала «Вестник Пермского федерального исследовательского центра» во всех трёх — вероятно анахронизм для 2009 г. (ранее — «Вестник Пермского научного центра УрО РАН»); требуется внешняя проверка. На статью опирается дата затопления БКПРУ-1 (2006) — сама дата согласована.",N,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-12,VERSION,1,bibliographic,Барях–Красноштейн–Санфиров «Горнотехнические аварии: затопление БКПРУ-1» — год 2009 vs 2013,VKM-SRC-004,pdf p.16,EV-VN-S004-0072,,"2009, №2, с.40–49",REFERENCE,,,N,,CW-0013,FACT,BKPRU1,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-12,VERSION,2,bibliographic,Барях–Красноштейн–Санфиров «Горнотехнические аварии: затопление БКПРУ-1» — год 2009 vs 2013,VKM-SRC-017,"pdf p.8, [3]",EV-VN-S017-0053;EV-VN-S017-0004,,"2009, №2, с.40–49 (идентичная запись)",NONE_VERBATIM,вероятно скопировано из 004,,N,,CW-0013,FACT,BKPRU1,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-12,VERSION,3,bibliographic,Барях–Красноштейн–Санфиров «Горнотехнические аварии: затопление БКПРУ-1» — год 2009 vs 2013,VKM-SRC-003,"pdf p.118, [7]",EV-VN-S003-0412;EV-VN-S003-0103,,"2013, №2, с.40–49",BIBLIOGRAPHIC_ERROR,год 2013 при тех же выходных данных,,N,,CW-0013,FACT,BKPRU1,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-13,SUMMARY,0,parameter,Граничный угол δ0 и угол полных сдвижений ψ,VKM-SRC-003;VKM-SRC-023;VKM-SRC-037;VKM-SRC-039,,,"VKM-SRC-037 (1992, ВКМ): δ0=50°, ψ=55°, θ=90°",,ANALOGUE_TRANSFER;CONTEXT_SHIFT;VALUE_CHANGE,,"Для одной и той же формулы краевой части мульды L=H(ctgδ0+ctgψ) в корпусе встречаются δ0=50° (норматив ВКМ 1992), δ0=60° (Бабаянц 2023 — из белорусского норматива Старобинского м-ния [32], ANALOGUE), расчётные «условные граничные углы» 60–73° (Лобанов–Федосеев 2022, моделирование больших глубин, в т.ч. Гремячинское) и «углы сдвижения 35–49°» (Филатова — из испанской работы Sanmiquel et al. [7], ANALOGUE без пометки). Значения несопоставимы по происхождению; SKRU-1 значение — UNKNOWN вне норматива.",Y,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-13,VERSION,1,parameter,Граничный угол δ0 и угол полных сдвижений ψ,VKM-SRC-037,pdf p.169-170,EV-VN-S037-0922;EV-VN-S037-0933,собственный норматив,"δ0=50°, ψ=55°, θ=90°; L=H(ctgδ0+ctgψ)",REFERENCE,,,Y,,,FACT,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,quote_check: NOT_FOUND
LIN-13,VERSION,2,parameter,Граничный угол δ0 и угол полных сдвижений ψ,VKM-SRC-003,pdf p.87,EV-VN-S003-0330;EV-VN-S003-0331;EV-VN-S003-0332;EV-VN-S003-0333,"[32] Указания … Старобинского месторождения (Беларусь, 2001)","δ0=60°, ψ=55°; Ly=H(ctgδ0+ctgψ); Lx=H·ctgδ0+D0/2",ANALOGUE_TRANSFER;VALUE_CHANGE,δ0 60° (Старобин) vs 50° (ВКМ 1992) при той же формуле; применено к Березникам,,Y,,,ANALOGUE,NON_VKM,NOT_APPLICABLE,HIGH,quote_check: NOT_FOUND
LIN-13,VERSION,3,parameter,Граничный угол δ0 и угол полных сдвижений ψ,VKM-SRC-039,pdf p.3-4,EV-VN-S039-0015;EV-VN-S039-0019;EV-VN-S039-0022,собственное моделирование,"условный граничный угол 72–73° (ω=0,31), 60° (ω=0,45)",CONTEXT_SHIFT,расчётные (DERIVATION) углы по критериям наклонов/деформаций для больших глубин,,Y,,,DERIVATION,OTHER_POTASH_SITE,CALIBRATED_EFFECTIVE_MODEL,HIGH,"quote_check: EXACT,FUZZY_67"
LIN-13,VERSION,4,parameter,Граничный угол δ0 и угол полных сдвижений ψ,VKM-SRC-023,pdf p.19 §1.2,EV-VN-S023-0053,[7] Sanmiquel et al. (Испания),«углы сдвижения 35–49°»,ANALOGUE_TRANSFER,зарубежный аналог подан в обзоре без пометки о переносимости,,Y,,,ANALOGUE,NON_VKM,NOT_APPLICABLE,MEDIUM,quote_check: FUZZY_85
LIN-14,SUMMARY,0,stress_parameter,"Коэффициент бокового распора λ=0,71 (эффект Кайзера) и «гидростатическое» поле",VKM-SRC-012;VKM-SRC-029,,,Асанов–Токсаров 1999 (эксперимент ГИ УрО РАН) — НЕ в корпусе,,CITATION_NUMBERING_ERROR;OMISSION_OF_CONDITIONS,,"Бельтюков (029) передаёт λср=0,71 и оговаривает, что σ1 принято равным весу толщи, т.е. горизонтальные напряжения ВЫВЕДЕНЫ, а не измерены независимо. Лебедева (012) приводит ту же 0,71 рядом с утверждением о «близком к гидростатическому» поле и путает номер ссылки ([2], затем [1], где [1] — Doering). Вторичные версии усиливают статус числа.",N,CF-011,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-14,VERSION,1,stress_parameter,"Коэффициент бокового распора λ=0,71 (эффект Кайзера) и «гидростатическое» поле",VKM-SRC-029,"pdf p.44-45, рис.1.23",EV-VN-S029-0055;EV-VN-S029-0056;EV-VN-S029-0057,"[62] Токсаров, Асанов","λср=0,71 по керну вертикальных скважин (Кайзер); согласуется с щелевой разгрузкой; σv принято = γH",REFERENCE,ближайшая к первоисточнику версия,,N,CF-011,,DERIVATION,VKM_REGIONAL,LAB,HIGH,"quote_check: EXACT,NOT_FOUND"
LIN-14,VERSION,2,stress_parameter,"Коэффициент бокового распора λ=0,71 (эффект Кайзера) и «гидростатическое» поле",VKM-SRC-012,pdf p.27,EV-VN-S012-0071;EV-VN-S012-0072,"[2], затем [1] (ГИ УрО РАН); [8]","поле близко к гидростатическому (гидроразрыв, электрометрия, большая база); λср=0,71 (Кайзер)",CITATION_NUMBERING_ERROR;OMISSION_OF_CONDITIONS,допущение σv=γH не упомянуто; номер ссылки непоследователен,,N,CF-011,,FACT,VKM_REGIONAL,MASSIF,HIGH,"quote_check: FUZZY_60,FUZZY_86"
LIN-15,SUMMARY,0,parameter_table,Таблица 1 параметров модели ВЗТ (Беляков–Беликов 2022): атрибуция [29],VKM-SRC-016,,,текст: отчёт НИР СПГУ (не в списке литературы); список: [29] = Ермашов 2015 (автореферат),,ATTRIBUTION_MISMATCH,,"Несоответствие атрибуции: в тексте параметры (E=400 МПа для сильвинита, A=3·10^-10, n=1, m=−0,3 и др.) приписаны отчёту НИР СПГУ, а ссылка [29] указывает на диссертацию Ермашова (ПНИПУ/Пермь). Статус параметров — калиброванные эффективные параметры модели (решение D-01: DERIVATION, масштаб CALIBRATED_EFFECTIVE_MODEL) неясного происхождения; не использовать как свойства пород.",N,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-15,VERSION,1,parameter_table,Таблица 1 параметров модели ВЗТ (Беляков–Беликов 2022): атрибуция [29],VKM-SRC-016,pdf p.6 табл.1; p.12,EV-VN-S016-0035;EV-VN-S016-0036;EV-VN-S016-0040;EV-VN-S016-0041;EV-VN-S016-0042;EV-VN-S016-0114,[29] Ермашов 2015 vs «отчёт НИР СПГУ»,"сильвинит: E 400 МПа, ν 0,32, ρ 2500, φ 40°, τ 3,5 МПа, A 3·10^-10, n 1, m −0,3",ATTRIBUTION_MISMATCH,текст и библиография указывают разные первоисточники,,N,,,DERIVATION,BKPRU4,CALIBRATED_EFFECTIVE_MODEL,HIGH,"quote_check: EXACT,NOT_FOUND"
LIN-16,SUMMARY,0,publication_series,Серия Бабаянц и др. по Березникам: одни результаты в 5 публикациях,VKM-SRC-003;VKM-SRC-004;VKM-SRC-017,,,"VKM-SRC-003 (диссертация 2023) и VKM-SRC-004 (ч.II 2023) в корпусе; тезисы 2021, ч.I 2021, англ. версия 2023 — нет",,CONTEXT_SHIFT;SAME_AUTHOR_SERIES,,"Тезисы ДЗЗ-2021, статья ч.I (Геофиз. исследования 2021), ч.II (2023), английская статья (Izvestiya Physics of the Solid Earth 2023, 59(6)) и диссертация (2023) — одна авторская серия на одних снимках. Повторение в нескольких изданиях не является независимым подтверждением; при этом между версиями есть численные расхождения (LIN-10).",PARTIAL,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-16,VERSION,1,publication_series,Серия Бабаянц и др. по Березникам: одни результаты в 5 публикациях,VKM-SRC-003,pdf p.10-11 (публикации автора),EV-VN-S003-0027;EV-VN-S003-0028;EV-VN-S003-0033;EV-VN-S003-0440,собственный список,тезисы 2021; ч.I 2021; ч.II 2023; англ. версия 2023,SAME_AUTHOR_SERIES,,,PARTIAL,,CW-0012;CW-0035;CW-0127,FACT,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,"quote_check: EXACT,FUZZY_73,FUZZY_82"
LIN-16,VERSION,2,publication_series,Серия Бабаянц и др. по Березникам: одни результаты в 5 публикациях,VKM-SRC-004,"pdf p.2, 15, 16",EV-VN-S004-0008;EV-VN-S004-0067;EV-VN-S004-0071,"[Бабаянц и др., 2021] ч.I",сопоставление InSAR–геодезия дано в ч.I (не в корпусе),SAME_AUTHOR_SERIES,ключевая верификация InSAR по геодезии вынесена в недоступную ч.I,,PARTIAL,,CW-0039,FACT,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-16,VERSION,3,publication_series,Серия Бабаянц и др. по Березникам: одни результаты в 5 публикациях,VKM-SRC-017,pdf p.8,EV-VN-S017-0060;EV-VN-S017-0047;EV-VN-S017-0048,"[8],[9],[10] = ч.I, Samsonov–Baryakh 2020 и др.",результаты «согласуются с данными других авторов»,CONTEXT_SHIFT,внешнее согласие опирается на ту же серию,,PARTIAL,,CW-0039,FACT,OTHER_VKM_SITE,NOT_APPLICABLE,MEDIUM,"quote_check: EXACT,FUZZY_70,NOT_FOUND"
LIN-17,SUMMARY,0,citation_block,«Ритуальный» блок ссылок статей ГИ УрО РАН (Фадеев 1987; Зенкевич 1975; Малинин 1975; Кузнецов 1947; Барях–Самоделкина 2005),VKM-SRC-005;VKM-SRC-012;VKM-SRC-031;VKM-SRC-032;VKM-SRC-035;VKM-SRC-038;VKM-SRC-039,,,учебники/монографии общего метода — не в корпусе,,BOILERPLATE,,"5–6 статей школы ГИ УрО РАН (2009–2022) приводят один и тот же блок ссылок; у Фадеева и Зенкевича нет ни одной зависимой содержательной записи. Это признак шаблонного списка литературы, а не независимой опоры; для оценки независимости источников такие ссылки не учитывать.",N,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-17,VERSION,1,citation_block,«Ритуальный» блок ссылок статей ГИ УрО РАН (Фадеев 1987; Зенкевич 1975; Малинин 1975; Кузнецов 1947; Барях–Самоделкина 2005),VKM-SRC-005;VKM-SRC-012;VKM-SRC-031;VKM-SRC-032;VKM-SRC-035;VKM-SRC-039,списки литературы,EV-VN-S005-0051;EV-VN-S012-0694;EV-VN-S031-0039;EV-VN-S032-0034;EV-VN-S035-0027;EV-VN-S039-0037,Фадеев 1987,«Метод конечных элементов в геомеханике»,BOILERPLATE,0–3 зависимых записей,,N,,CW-0001,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,"quote_check: EXACT,NOT_FOUND"
LIN-17,VERSION,2,citation_block,«Ритуальный» блок ссылок статей ГИ УрО РАН (Фадеев 1987; Зенкевич 1975; Малинин 1975; Кузнецов 1947; Барях–Самоделкина 2005),VKM-SRC-005;VKM-SRC-031;VKM-SRC-035;VKM-SRC-038;VKM-SRC-039,списки литературы,EV-VN-S005-0054;EV-VN-S031-0038;EV-VN-S035-0026;EV-VN-S038-0046;EV-VN-S039-0035,Зенкевич 1975,«Метод конечных элементов в технике»,BOILERPLATE,,,N,,CW-0003,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,"quote_check: EXACT,NOT_FOUND"
LIN-17,VERSION,3,citation_block,«Ритуальный» блок ссылок статей ГИ УрО РАН (Фадеев 1987; Зенкевич 1975; Малинин 1975; Кузнецов 1947; Барях–Самоделкина 2005),VKM-SRC-005;VKM-SRC-035;VKM-SRC-039,списки литературы,EV-VN-S005-0050;EV-VN-S035-0025;EV-VN-S039-0036,Малинин 1975,«Прикладная теория пластичности и ползучести»,BOILERPLATE,,,N,,CW-0019,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,"quote_check: EXACT,NOT_FOUND"
LIN-18,SUMMARY,0,bibliographic,Искажения библиографических данных при переписывании ссылок (признаки цепочек копирования),VKM-SRC-001;VKM-SRC-002;VKM-SRC-007;VKM-SRC-008;VKM-SRC-011;VKM-SRC-023;VKM-SRC-031;VKM-SRC-037,,,—,,BIBLIOGRAPHIC_ERROR,,"Систематические мелкие искажения: инициалы (Hanssen R.N./R.F.; Kampes B.A./B.M.), фамилии соавторов (Турук/Турок; Янин/Яшин; Беликов→Беликова), порядок авторов (Кашников… vs Лысков… для статьи 2011), слова заглавия (складкообразования/складообразования), гибридные ссылки (русские страницы ФТПРПИ + DOI английского перевода). Для дедупликации нужен нечувствительный к этим вариантам ключ; при внешнем поиске опираться на DOI/выходные данные, а не на написание.",N,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-18,VERSION,1,bibliographic,Искажения библиографических данных при переписывании ссылок (признаки цепочек копирования),VKM-SRC-008,pdf p.10,EV-VN-S008-0027;EV-VN-S008-0032,Hanssen 2001; Kampes 2006,"«Hanssen R.N.»; «Kampes B.A.», «techniquue»",BIBLIOGRAPHIC_ERROR,в 003/007 — R.F. и B.M.,,N,,CW-0017;CW-0038,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-18,VERSION,2,bibliographic,Искажения библиографических данных при переписывании ссылок (признаки цепочек копирования),VKM-SRC-007;VKM-SRC-008,списки,EV-VN-S007-0049;EV-VN-S008-0029,Верба и др. 2010,Турук В.Э. (007) vs Турок В.Э. (008),BIBLIOGRAPHIC_ERROR,,,N,,CW-0041,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-18,VERSION,3,bibliographic,Искажения библиографических данных при переписывании ссылок (признаки цепочек копирования),VKM-SRC-001;VKM-SRC-002,p.21 / p.16,EV-VN-S001-0071;EV-VN-S002-0042,Маркшейдерский вестник 2011 №3,"001: Кашников, Лысков, Мусихин, Гилев; 002: Лысков, Мусихин, Кашников, Гилев",BIBLIOGRAPHIC_ERROR,разный порядок авторов одной статьи у одного автора-составителя,,N,,CW-0026,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-18,VERSION,4,bibliographic,Искажения библиографических данных при переписывании ссылок (признаки цепочек копирования),VKM-SRC-023,список,EV-VN-S023-0507,"Беляков, Беликов 2022 (=VKM-SRC-016)","«Беликова А.А.», год не указан",BIBLIOGRAPHIC_ERROR,,,N,,CW-1587,FACT,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,quote_check: EXACT
LIN-18,VERSION,5,bibliographic,Искажения библиографических данных при переписывании ссылок (признаки цепочек копирования),VKM-SRC-011;VKM-SRC-037,списки,EV-VN-S011-3608;EV-VN-S037-1224;EV-VN-S011-3196;EV-VN-S037-1218,Сапегин 1981; Копнин 1983,Янин (011) vs Яшин (037); «складкообразования» (011) vs «складообразования» (037),BIBLIOGRAPHIC_ERROR,,,N,,CW-0048;CW-0050,FACT,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,"quote_check: EXACT,FUZZY_80,NOT_FOUND"
LIN-18,VERSION,6,bibliographic,Искажения библиографических данных при переписывании ссылок (признаки цепочек копирования),VKM-SRC-031,pdf p.5 [10],EV-VN-S031-0040,Барях–Самоделкина 2005,ФТПРПИ 2005 №6 С.32-41 + DOI 10.1007/s10913-006-0015-x,BIBLIOGRAPHIC_ERROR,"DOI принадлежит английскому переводу (J. Min. Sci. 41(6) 522-530), страницы — русскому оригиналу",,N,,CW-0002,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,quote_check: EXACT
