path_or_item,kind,classification,reason_ru,depends_on_borehole75,reuse_plan
10_physics_evidence/physical_evidence_v1/review/orchestrator_checks/anisotropy_gate_RG2.md,review_doc,USEFUL_VERIFICATION,Проверка анизотропии эквивалентного слоя (изотропное масштабирование смягчает сдвиг).,Y,Урок для 3D-представления отработанных зон.
10_physics_evidence/physical_evidence_v1/review/orchestrator_checks/deactivation_semantics_gate2.md,review_doc,USEFUL_VERIFICATION,"Семантика деактивации OGS 6.5.9: камеры принадлежат сетке с t=0, деактивация при t_mine снимает их вес (MC1).",N,Регрессионный факт о солвере для локального 3D-этапа.
10_physics_evidence/physical_evidence_v1/review/orchestrator_checks/creep_unit_dependency_audit.md,review_doc,REUSABLE_GENERIC,"Аудит единиц скоростей ползучести СКРУ-3 (×10⁻² сут⁻¹ → с⁻¹): записи верны, метка PW была неверна.",N,Перенести как проверенную конверсию.
10_physics_evidence/physical_evidence_v1/review/orchestrator_checks/numerical_scope_rules.md,review_doc,USEFUL_VERIFICATION,Правила применимости Ричардсона/порядка сходимости.,N,Перенести в протокол численной верификации адаптеров.
10_physics_evidence/physical_evidence_v1/review/orchestrator_checks/representation_gate3_requirements.md,review_doc,SUPERSEDED_ASSUMPTION,"Требования к гейту 3 для R3b-U (не заблокирован, не запускался).",Y,Не выполнять в reset; как шаблон предрегистрации численных проверок.
10_physics_evidence/physical_evidence_v1/review/orchestrator_checks/domain_base_depth_trace.md,review_doc,LEGACY_ONLY,Трассировка глубины основания модели по проходам.,Y,История.
10_physics_evidence/physical_evidence_v1/review/orchestrator_checks/analysis_code_provenance.md,review_doc,LEGACY_ONLY,sha256 скриптов анализа CASE 12–22.,Y,История.
10_physics_evidence/physical_evidence_v1/review/orchestrator_checks/tooling_changes_after_figure_anomalies.md,review_doc,USEFUL_VERIFICATION,"Изменения инструментов после аномалий рисунков (snap_soft_points, κ_w, kink-флаг).",N,Перенести в библиотеку метрик мульды.
10_physics_evidence/physical_evidence_v1/review/orchestrator_checks/nu_1d_predictions.csv,review_doc,LEGACY_ONLY,1D-предсказания для CASE 12.,Y,История.
10_physics_evidence/physical_evidence_v1/review/orchestrator_checks/raw_output_cleanup.csv,review_doc,LEGACY_ONLY,Журнал удаления сырых VTU CASE 12–22.,Y,История.
10_physics_evidence/physical_evidence_v1/review/orchestrator_checks/raw_output_hashes/,review_doc,LEGACY_ONLY,Хеши сырых выходов.,Y,История.
10_physics_evidence/physical_evidence_v1/review/orchestrator_checks/disk_usage_before_cleanup.txt,review_doc,LEGACY_ONLY,Дисковый триаж.,N,История.
10_physics_evidence/physical_evidence_v1/review/orchestrator_checks/disk_usage_after_cleanup.txt,review_doc,LEGACY_ONLY,Дисковый триаж.,N,История.
10_physics_evidence/physical_evidence_v1/review/subagents/COMMON_RULES_PASS4.md,review_doc,REUSABLE_GENERIC,Правила владения файлами и неизменяемости для субагентов.,N,Шаблон governance.
10_physics_evidence/physical_evidence_v1/review/subagents/gap006_initial_stress_report.md,review_doc,REUSABLE_GENERIC,"Анализ доказательств λ: H60 (БКПРУ-2 изм.), H71 (производная, вторичная), HHYD (гипотеза), 1.2–1.5 (карьер).",N,Перенести как основу stress_measurement-записей и DISCRETE_SET λ.
10_physics_evidence/physical_evidence_v1/review/subagents/integrated_ogs_plan.md,review_doc,LEGACY_ONLY,План интегрального OGS-кейса + исходный FM-реестр.,Y,История; FM-концепция → REBUILD (scenario_identity).
10_physics_evidence/physical_evidence_v1/review/subagents/pillar_case11_report.md,review_doc,SUPERSEDED_ASSUMPTION,Отчёт по CASE 11/15 (R_load ≠ C).,Y,Вывод 'R_hom не C' перенести; числа — legacy.
10_physics_evidence/physical_evidence_v1/review/subagents/rd018_nu_report.md,review_doc,USEFUL_VERIFICATION,Разложение F5 (+62 %) по Шепли на ν/неявную λ/высвобождение.,Y,Урок; числа legacy.
10_physics_evidence/physical_evidence_v1/review/subagents/rd019_domain_report.md,review_doc,USEFUL_VERIFICATION,"Домен/сетка: роликовое основание = зеркало, нет плато, критерии до прогонов.",Y,Методика для будущих адаптеров.
10_physics_evidence/physical_evidence_v1/review/subagents/source_delta_report.md,review_doc,REUSABLE_GENERIC,Отчёт агента A по новым источникам VKM-SRC-029…041.,N,Перенести.
10_physics_evidence/physical_evidence_v1/review/subagents/source_delta_table.csv,review_doc,REUSABLE_GENERIC,Таблица дельты источников pass 4.,N,Перенести.
10_physics_evidence/physical_evidence_v1/ogs/README.md,ogs_doc,USEFUL_VERIFICATION,"Описание лестницы верификации CASE 00–22, конвенций (y вверх, settlement=−u_y, Kelvin [xx,yy,zz,xy], растяжение +), что работает/не работает в OGS 6.5.9.",Y,Разделы 'What works / does not work' и 'Numerical sensitivities' перенести в план локального 3D-этапа; результаты CASE 08–22 — legacy.
10_physics_evidence/physical_evidence_v1/ogs/install_receipt.json,receipt,REUSABLE_GENERIC,"pip 'ogstools[ogs]' → OGS 6.5.9 + ogstools 0.8.2, serial, MFront ON, без PETSc; все exit 0.",N,Рецепт установки для локального 3D-этапа; для 3D-масштаба проверить сборку с PETSc/MPI.
10_physics_evidence/physical_evidence_v1/ogs/environment_freeze.txt,receipt,REUSABLE_GENERIC,Замороженное окружение OGS-VM.,N,Использовать для воспроизведения регрессии.
10_physics_evidence/physical_evidence_v1/ogs/context7_doc_audit.md,ogs_doc,USEFUL_VERIFICATION,Context7 не индексирует официальную документацию OGS; синтаксис проверен через колесо и примеры ogstools; opengeosys.org был недоступен.,N,Учитывать ограничение документации; проверять синтаксис исполнением.
10_physics_evidence/physical_evidence_v1/ogs/ogs_capability_matrix.csv,ogs_registry,REUSABLE_GENERIC,"34 возможности OGS со статусом VERIFIED_EXECUTION/FAILED/NOT_TESTED (reactivation-backfill FAILED; contact, quadratic elements, Ehlers, GuentherSalzer NOT_TESTED; PETSc NOT_SUPPORTED_IN_BUILD).",N,"Стартовая матрица возможностей для 3D-адаптера: добавить 3D-строки (Hex/Tet, 3D gravity, 3D initial stress, PETSc) и перепроверить."
10_physics_evidence/physical_evidence_v1/ogs/ogs_test_registry.csv,ogs_registry,KEEP_AS_REGRESSION,"Реестр 26 прогонов/кейсов с командой, exit code, числом проверок и квитанцией.",Y,"Формат реестра — для регрессии; строки CASE 00–07 — регрессионный набор, CASE 08–22 — legacy."
10_physics_evidence/physical_evidence_v1/ogs/run_all.sh,pipeline,KEEP_AS_REGRESSION,Пересборка CASE 00–11 (~8 мин).,Y,Сократить до CASE 00–07 для регрессии солвера; 08–11 оставить legacy.
10_physics_evidence/physical_evidence_v1/ogs/historical_cases_frozen.json,receipt,LEGACY_ONLY,249 файлов CASE 00–11 с sha256 (V23).,Y,Хранить; регрессия CASE 00–07 сверяется с этими хешами.
10_physics_evidence/physical_evidence_v1/ogs/integrated_inputs_frozen.json,receipt,LEGACY_ONLY,Хеши интегральных входов v1/v2 и инструментов (V26).,Y,Хранить.
10_physics_evidence/physical_evidence_v1/ogs/figures/,figures,LEGACY_ONLY,"FIG-01…29 (+SVG, манифест, квитанции этапов 1–4): поля/мульды/сходимость/гейты 2D-кейсов на колонке скв.75 (кроме FIG-25 схемы ориентации).",Y,Хранить как иллюстрации legacy; не использовать в ВКР как результаты мира СКРУ-1; FIG-25 (ориентация e1/e2/e3) может служить схемой.
10_physics_evidence/physical_evidence_v1/ogs/figures/ANOMALIES_FOR_ORCHESTRATOR.md,ogs_doc,USEFUL_VERIFICATION,"Список численных опасностей: изломы 3-точечной кривизны (AN-01/S2-06), угловые сингулярности (AN-05/06), сырое поле суперпозиции ≈4 м (AN-07), усреднение узловых напряжений (AN-08), роликовые хвосты (AN-03/09).",Y,Перенести как чек-лист постпроцессинга для observation operator и метрик мульды.
10_physics_evidence/physical_evidence_v1/ogs/figures/VISUAL_REPORT_RU.md,ogs_doc,LEGACY_ONLY,Пояснения к рисункам legacy.,Y,История.
10_physics_evidence/physical_evidence_v1/ogs/inputs/pw_params_pass1.yaml,ogs_input,SUPERSEDED_ASSUMPTION,"Вход pass 1: отозванная синтетическая колонка медиан кровель 8 скважин (ПКС 190.75, СЗ 306.25 м; ADV-007) + блок 6; основание −500 м; weak superposition.",N,"Не использовать; хранить для квитанций CASE 03b/08/09 (errata B14, K6). Зависит не от скв.75, а от отозванной медианной колонки тех же 8 скважин."
10_physics_evidence/physical_evidence_v1/ogs/inputs/pw_params_pass2.yaml,ogs_input,LEGACY_ONLY,"Вход pass 2: колонка скв.75 (L1→−171.95, L2→−212.15, L3→−295.5, L4→−314.8, L5→−800), АБ −298.69…−295.5, КрII −309.89…−304.40, E_eq 4.304e8, ν_eq 0.2.",Y,Хранить для квитанций CASE 09–15 (errata B7/B8); не вход WorldSpec.
10_physics_evidence/physical_evidence_v1/ogs/inputs/pw_param_ranges_pass2.yaml,ogs_input,LEGACY_ONLY,"Диапазоны OFAT CASE 09 (F1…F8); содержит устаревшие метки (errata B13, K4, K5).",Y,История.
10_physics_evidence/physical_evidence_v1/ogs/inputs/pw_params_integrated_v1.yaml,ogs_input,LEGACY_ONLY,"Интегральный эталон записи (RD-024): колонка скв.75, домен −4800/±9000, explicit_release, H71, R3b, масса руды сохранена (RD-026). Неизменяем (V26). Паттерн 'provenance-блок у каждого значения' полезен.",Y,Хранить как замороженный legacy-эталон; паттерн provenance per value — перенять в адаптере WorldSpec→solver.
10_physics_evidence/physical_evidence_v1/ogs/inputs/pw_params_integrated_v1_H60.yaml,ogs_input,LEGACY_ONLY,Член λ H60 интегрального v1.,Y,История.
10_physics_evidence/physical_evidence_v1/ogs/inputs/pw_params_integrated_v1_HHYD.yaml,ogs_input,LEGACY_ONLY,"Член λ HHYD интегрального v1 (метка класса устарела, авторитетен scenario_identity: ENGINEERING_ASSUMPTION).",Y,История.
10_physics_evidence/physical_evidence_v1/ogs/inputs/pw_params_integrated_v2.yaml,ogs_input,LEGACY_ONLY,"Кандидат R3b-U (CANDIDATE_NOT_ACCEPTED, RD-025).",Y,История.
10_physics_evidence/physical_evidence_v1/ogs/inputs/pw_params_integrated_v2_H60.yaml,ogs_input,LEGACY_ONLY,"Кандидат R3b-U, член H60.",Y,История.
10_physics_evidence/physical_evidence_v1/ogs/inputs/pw_params_integrated_v2_HHYD.yaml,ogs_input,LEGACY_ONLY,"Кандидат R3b-U, член HHYD.",Y,История.
10_physics_evidence/physical_evidence_v1/ogs/inputs/build_integrated_input.py,ogs_tool,LEGACY_ONLY,Сборщик интегрального входа из PW-черновика + решений RD (скв.75 зашита через PW-поля).,Y,Не переиспользовать напрямую; идею 'каждое значение с provenance-записью' — в адаптер.
10_physics_evidence/physical_evidence_v1/ogs/inputs/build_integrated_input_v2.py,ogs_tool,LEGACY_ONLY,Сборщик кандидата v2 (f по unit cell).,Y,История.
10_physics_evidence/physical_evidence_v1/ogs/inputs/integrated_domain_decision.yaml,ogs_input,LEGACY_ONLY,"Численный домен эталона (−4800 м, ±9000 м, Q4, h_min 2.5/h_max 50) — решение CASE 13 для 2D-колонки скв.75; L5 продлён до основания (подсолевые свойства UNKNOWN).",Y,Не переносить числа; перенести вывод 'нет плато; роликовое основание — зеркало; подсолевая жёсткость UNKNOWN' в требования к 3D-домену.
10_physics_evidence/physical_evidence_v1/ogs/tools/ogs_case_utils.py,ogs_tool,REUSABLE_GENERIC,"Сетки с граничными мешами (bulk ids), запуск, парсинг pvd/log, квитанции, реестр.",N,Квитанции/реестр/парсинг — переиспользовать; генерацию 2D-квадов — заменить 3D-мешером в адаптере.
10_physics_evidence/physical_evidence_v1/ogs/tools/pw2d_generator.py,ogs_tool,REBUILD,"Прототип адаптера YAML→2D плоская деформация (слои, отработанные зоны weak/deactivate/array, explicit_release, orthotropic, snap_soft_points, B-bar); проверки: отказ при нехватке параметров, флаги единиц.",N,"Прототип solver-adapter: сохранить как 2D-адаптер для регрессии; спроектировать 3D-адаптер WorldSpec→OGS с теми же контрактами (refuse on missing params, unit flags, provenance passthrough)."
10_physics_evidence/physical_evidence_v1/ogs/tools/basin_metrics.py,ogs_tool,REUSABLE_GENERIC,"Метрики мульды: s_max, d10/d5/d1, W50, наклон, κ_w (±25 м), kink-флаг, u_x.",N,Перенести в observation/validation-библиотеку; d1/W1 оставить DIAGNOSTIC; 3-точечную кривизну не использовать.
10_physics_evidence/physical_evidence_v1/ogs/tools/equivalent_layer.py,ogs_tool,USEFUL_VERIFICATION,"Замкнутые формулы правил эквивалентного слоя R1/R2/R3a/R3b (E_eq, ν_eq, доли высвобождения); по умолчанию параметры блока 6.",N,"Кандидат модуля process-model для 2D/2.5D-сокращений; геометрию (a,b) брать из WorldSpec, а не из констант."
10_physics_evidence/physical_evidence_v1/ogs/tools/unit_cell_homogenisation.py,ogs_tool,USEFUL_VERIFICATION,Периодическая элементарная ячейка камера/целик → коэффициент податливости f (только вертикальная); конфиг блока 6 на глубине скв.75.,N,"Сохранить как инструмент гомогенизации для адаптера; входы (a,b,h,глубина) — из WorldSpec по блоку."
10_physics_evidence/physical_evidence_v1/ogs/tools/mfront_introspect.py,ogs_tool,REUSABLE_GENERIC,Список 23 предкомпилированных MFront-поведений и имён свойств колеса.,N,Переиспользовать при проверке нового колеса/сборки.
10_physics_evidence/physical_evidence_v1/ogs/tools/run_ogs_cli.py,ogs_tool,REUSABLE_GENERIC,Обёртка запуска ogs с таймингом.,N,Переиспользовать.
10_physics_evidence/physical_evidence_v1/ogs/cases/case00_install_sanity,ogs_case,KEEP_AS_REGRESSION,Официальный пример ogstools simple_mechanics.prj; σ_yy=Eε/(1−ν²) и u_x до 1e-15 (7/7). TOY.,N,Первый тест любой локальной установки OGS; добавить аналогичный официальный 3D-пример.
10_physics_evidence/physical_evidence_v1/ogs/cases/case01_elastic_plane_strain,ogs_case,KEEP_AS_REGRESSION,"Замкнутые решения плоской деформации (одноосное/двуосное, Дирихле+Нейман) до округления; σ_zz=ν(σ_xx+σ_yy) (18/18). TOY.",N,Сохранить; добавить 3D-аналог (однородное напряжённое состояние куба).
10_physics_evidence/physical_evidence_v1/ogs/cases/case02_gravity_layered,ogs_case,KEEP_AS_REGRESSION,"3 TOY-слоя: реакция = вес (1e-9), K0=ν/(1−ν) по слоям, ошибка узлового σ_yy у поверхности = ρg·dy/2, геостатическое initial_stress ⇒ |u|<1e-16 (36/36).",N,"Критический регрессионный тест для 3D (слоистая колонна, σv=Σρgh, K0/λ по слоям, равновесное начальное напряжение)."
10_physics_evidence/physical_evidence_v1/ogs/cases/case03_material_mapping,ogs_case,KEEP_AS_REGRESSION,"Генератор YAML→сетка+prj: 4 закона в одной сетке, MaterialIDs пересчитаны независимо, отказ при нехватке параметров, флаги ошибок МПа/г·см⁻³ (12/12). TOY.",N,"Контрактный тест адаптера WorldSpec→OGS (refuse-on-missing, unit flags, verbatim values)."
10_physics_evidence/physical_evidence_v1/ogs/cases/case03b_evidence_mapping,ogs_case,USEFUL_VERIFICATION,Вход EVIDENCE_PASS1 (отозванная медианная колонка): σv(306.25 м)=6.5546 МПа точно; находка 'weak_material + равновесное геостатическое начальное напряжение ⇒ нулевой отклик' (16/16).,N,Числа legacy; находку о семантике weak_material+initial_stress закрепить отдельным TOY-регрессионным тестом.
10_physics_evidence/physical_evidence_v1/ogs/cases/case04_creep,ogs_case,KEEP_AS_REGRESSION,"CreepBGRa, Lubby2 (встроенный и MFront), MFront PowerLawLinearCreep: формула шага до 3e-14, установившаяся скорость, ODE Бюргерса <1e-4, сходимость BE по dt (36/36). TOY-параметры.",N,Ключевая регрессия ползучести для 3D+time; нужна process-level reference_temperature; параметры ВКМ не подставлять без evidence.
10_physics_evidence/physical_evidence_v1/ogs/cases/case04b_plasticity_mfront_mc,ogs_case,KEEP_AS_REGRESSION,MFront Mohr–Coulomb (AbboSloan): плато = UCS = 2c·cosφ/(1−sinφ) до 1e-14; углы в градусах (5/5). TOY.,N,Сохранить как регрессию пластичности (целики/междупластья).
10_physics_evidence/physical_evidence_v1/ogs/cases/case05_mined_region,ogs_case,KEEP_AS_REGRESSION,"Выемка: (a) weak material, (b) stiffness switch (не выемка — LinearElastic инкрементален), (c) деактивация; чувствительность к расстоянию до границы (+39 % при 3a) и сетке (32/32). TOY.",N,"Сохранить как регрессию представлений выемки и численных уроков (граница ≥2.5×глубины, h_min ≤2.5 м)."
10_physics_evidence/physical_evidence_v1/ogs/cases/case06_backfill,ogs_case,KEEP_AS_REGRESSION,"Закладка: R1 реактивация деактивированной зоны — FAILED (восстанавливает запомненное геостатическое напряжение, ложный подъём 6.6 из 14 мм); R2 мягкое включение без напряжений + E(t) — работает (21/23, PARTIAL по замыслу).",N,Сохранить как отрицательный регрессионный тест (известный отказ R1) + положительный (R2); критично для закладки СКРУ-1 во времени.
10_physics_evidence/physical_evidence_v1/ogs/cases/case07_surface_observation,ogs_case,KEEP_AS_REGRESSION,"Извлечение u_x/u_y(x,t) в CSV, точечные ряды, наклон/деформация; адаптивный vs фиксированный шаг ≤0.34 %; фиксированный шаг с локальным допуском 1e-8 обрывается (16/16).",N,"Регрессия observation operator (выгрузка поверхности, временные ряды реперов) для 3D+time."
10_physics_evidence/physical_evidence_v1/ogs/cases/case08_reference_skeleton,ogs_case,LEGACY_ONLY,"Первый упругий скелет pass 1 (медианная колонка, блок 6, 3×400 м, основание −500): s_max 57.5 мм; деактивация широкой панели нефизична (взаимопроникновение, закрытие КрII 5147 м); soft inclusion ×2.16 = структурная альтернатива (19/21).",N,Числа legacy; урок 'деактивация без контакта нефизична для широких выемок' — в capability matrix. Зависит от отозванной медианной колонки тех же 8 скважин.
10_physics_evidence/physical_evidence_v1/ogs/cases/case09_physical_sensitivity,ogs_case,LEGACY_ONLY,"OFAT F1–F8 на базах pass 1 и pass 2 (P2 = скв.75): ранжирование заменено (F5 +62 % — артефакт формулировки, F1/F2 сдвигали основание модели, F6 — шаг семейства, не ω).",Y,Не цитировать ранжирование; сохранить как пример артефактов связанных факторов (errata F1/F2/F5).
10_physics_evidence/physical_evidence_v1/ogs/cases/case10_pass2_reference_skeleton,ogs_case,LEGACY_ONLY,"Упругий скелет pass 2 на колонке скв.75 (основание −800): s_max 54.4 мм, |u_x| 19.9 мм, d10/d1 226/480 м; σv(СЗ 295.5 м)=6.3343 МПа (18/18). Домен смещён (CASE 13).",Y,Legacy; проверка σv=Σγh — перенести как TOY-тест.
10_physics_evidence/physical_evidence_v1/ogs/cases/case11_pillar_load_postcheck,ogs_case,SUPERSEDED_ASSUMPTION,"Пост-проверка нагрузки целиков: 'полоса C 0.24–0.71' оказалась не C (лаб. UCS при h/d=h/b, а не k_f·σm); R_load — диагностика гомогенизированного слоя (=1 по равновесию) (34/38).",Y,Не использовать; вывод 'R_hom ≠ C' переносится (CASE 15).
10_physics_evidence/physical_evidence_v1/ogs/cases/case12_nu_decoupling,ogs_case,USEFUL_VERIFICATION,"127 прогонов на домене pass 2 (скв.75): F5 +62 % = ν −1.0 п.п., неявная λ −8.2 п.п., представление высвобождения +71.4 п.п.; физический эффект ν соли +0.1…+0.7 %; B-bar/Q8 не меняют (≤0.04 п.п.) (43/43).",Y,Числа legacy; методика развязки факторов и проверка отсутствия запирания при ν≤0.45 — в протокол адаптера; B-bar-проверку вынести в TOY-регрессию.
10_physics_evidence/physical_evidence_v1/ogs/cases/case13_domain_convergence,ogs_case,USEFUL_VERIFICATION,"161 прогон, критерии зафиксированы до прогонов: домен −4800/±9000 м, нет плато, остаточная полоса s_max 0.41 %, d10 2.3 %, d5 3.3 %; сетка в пределах 0.05 % от Ричардсона; Q4→Q8 ≤0.8 % (14/14). Колонка скв.75.",Y,"Числа legacy; методика (предрегистрация критериев, Ричардсон, отдельные серии глубина/ширина) — обязательна для 3D-адаптера; вывод 'подсолевая жёсткость UNKNOWN определяет дальнее поле' — в WorldSpec gaps."
10_physics_evidence/physical_evidence_v1/ogs/cases/case14_initial_stress_hypotheses,ogs_case,LEGACY_ONLY,"λ H60/H71/HHYD на домене pass 2 (DIAGNOSTIC, эффекты s_max в основном усечение); проверки инициализации (равновесие 3e-14, σv по ячейкам, аффинность по λ) (281/281).",Y,Числа legacy; проверку 'explicit initial stress с K0=λ по слоям в равновесии' вынести в TOY-регрессию (3D: анизотропное горизонтальное напряжение).
10_physics_evidence/physical_evidence_v1/ogs/cases/case15_pillar_engineering_postcheck,ogs_case,USEFUL_VERIFICATION,"R_hom (не C) vs C=P/Q по корпусной несущей способности (метод УФ ВНИИГ 1992 + пример 2014): C_INDICATIVE АБ 0.234–0.387, КрII 0.257–0.380; явная ячейка: сходимость пласта 2.25–2.56× (АБ) / 1.51–1.68× (КрII) правила 'только целики' (30/30). Блок 6 на глубине скв.75 (FM-04).",Y,"Методика C=P/Q и различение R_hom/C — в validation-слой (пост-проверка, не калибровка); числа — legacy (глубина скв.75 × геометрия блока 6)."
10_physics_evidence/physical_evidence_v1/ogs/cases/case16_integrated_reference/v1_R3b,ogs_case,LEGACY_ONLY,"Интегральный эталон записи: колонка скв.75, explicit_release, H71, R3b/PAR, домен −4800/±9000: s_max 68.5 мм, |u_x| 29.4 мм, d10/d5 260/375 м; H60/HHYD 66.7/73.4 мм; R2 53.3; ACR 68.9 (283/283). Условен на RD-025/RD-026.",Y,"Заморожен как финальный legacy-эталон 2D; не benchmark truth, не прогноз, не величина оседания СКРУ-1."
10_physics_evidence/physical_evidence_v1/ogs/cases/case16_integrated_reference/v2_R3bU,ogs_case,LEGACY_ONLY,Кандидат R3b-U: s_max 128.4 мм (+87.5 % к v1) (283/283); CANDIDATE_NOT_ACCEPTED.,Y,"История; разница v1/v2 — мера неопределённости представления, не физики."
10_physics_evidence/physical_evidence_v1/ogs/cases/case17_integrated_sensitivity/v1_R3b,ogs_case,LEGACY_ONLY,"OFAT вокруг v1 по блокам: физические — модули солей (лаб.) −28.4 %, мощность покрывающих +26.1 %, ν (F5c) +16.4 % (артефакт представления); структурные — семейство камер/целиков +57.7 %, ширина панели −27.7 % (112/112).",Y,Правило 'ранжировать только внутри блоков physical/structural/numerical' — перенести; числа legacy.
10_physics_evidence/physical_evidence_v1/ogs/cases/case17_integrated_sensitivity/v2_R3bU,ogs_case,LEGACY_ONLY,"Кандидатное ранжирование R3b-U (семейство +138.9 %, ν ≤3 %) (112/112).",Y,История.
10_physics_evidence/physical_evidence_v1/ogs/cases/case18_equivalent_layer_panel_check,ogs_case,USEFUL_VERIFICATION,"In-sample численный бенчмарк: 100 явных камер (поперечное сечение, блок 6) vs слой 'только целики' — ~54–58 % осадки явной модели; R3a-U +3.3…+3.5 % (39/39). Колонка скв.75.",Y,Вывод 'гомогенизация только целиков теряет податливость кровли/почвы' — в knowledge base process-model; числа legacy; ~6 ГБ RSS на 100 периодов (serial) — ограничение для 3D.
10_physics_evidence/physical_evidence_v1/ogs/cases/case19_representation_gates,ogs_case,USEFUL_VERIFICATION,"Гейт 1 (лок 4b7b0b6): вне выборки, масштаб, пласты, λ, численность эталона; широкие панели s_max 1.001–1.015, узкие 0.938–0.977, наклон 0.912–0.984; все конфигурации INCONCLUSIVE_NUMERICS → REVIEW_REQUIRED (403/407). Тест T0: LinearElasticOrthotropic = изотропный до 2.2e-15.",Y,Протокол предрегистрации гейтов и тест T0 (ортотропия) — сохранить; вердикты — legacy; ограничение масштаба/края (L≲1.4H) — знание о гомогенизации.
10_physics_evidence/physical_evidence_v1/ogs/cases/case20_representation_gate2_true_voids,ogs_case,USEFUL_VERIFICATION,"Гейт 2: истинные пустоты (деактивация при t_mine из геостатики), EH1–EH4 84/84; поверхность не like-for-like (эталон снимает вес камер, MC1 не выполнено); сходимость пластов −3.2…+0.9 % (540/556).",Y,Регрессионный факт: история выемки деактивацией работает (EH1–EH4) — вынести в TOY-тест; урок 'сравнивать при одинаковом соглашении о массе'.
10_physics_evidence/physical_evidence_v1/ogs/cases/case21_geometry_family_decomposition,ogs_case,USEFUL_VERIFICATION,"ω недостаточно: при фиксированном ω разброс s_max кандидата 9.4–85.8 %; сходимость ячейки ×2.5 при масштабе 0.5→3; семейство задаётся парой (a,b) (84/84).",Y,"Прямое требование к WorldSpec: хранить геометрию камер/целиков как (a,b,h,ориентация) по пласту и блоку, не как ω."
10_physics_evidence/physical_evidence_v1/ogs/cases/case22_ore_mass_convention,ogs_case,USEFUL_VERIFICATION,Масса руды: сохранена 67.1–68.7 мм (устойчиво по домену) vs снята 4.4 мм с зависимым от домена подъёмом дальнего поля 12.5→63.6 мм; 2D не может ограничить отскок (54/54).,Y,Требование к process-model: соглашение о массе вынутой руды объявлять явно; ограничить отскок можно только 3D + подсолевая стратиграфия (UNKNOWN).
physical_world_v1_draft.yaml#parameters.geometry.domain_x_extent,pw_parameter,LEGACY_ONLY,"PW status=ASSUMPTION; transferability=ENGINEERING_ASSUMPTION_REQUIRED; evidence_ids=0; decisions=RD-006,RD-019; EVIDENCE_BACKING: NOT_EVIDENCE_BACKED (NUMERICAL, CASE 13).",N,"Не world-величина: параметр численного домена адаптера; урок 'нет плато, ролики дают плато C/hw' — в требования к 3D-адаптеру."
physical_world_v1_draft.yaml#parameters.geometry.domain_base_depth,pw_parameter,LEGACY_ONLY,"PW status=ASSUMPTION; transferability=ENGINEERING_ASSUMPTION_REQUIRED; evidence_ids=1; decisions=RD-006,RD-019; EVIDENCE_BACKING: PARTIALLY (EV-GEO-0030 контекст; значение — NUMERICAL, CASE 13; L5 продлён, подсолевые свойства UNKNOWN).",Y,"Не world-величина; в WorldSpec нужна подсолевая стратиграфия (ПдКС-подошва, ГАТ, карбонаты) — сейчас UNKNOWN."
physical_world_v1_draft.yaml#parameters.geometry.L1_bottom_depth_PKS_roof,pw_parameter,SUPERSEDED_ASSUMPTION,"PW status=RANGED; transferability=ACCEPT_RANGE; evidence_ids=9; decisions=RD-021; EVIDENCE_BACKING: EVIDENCE_BACKED значение одной скважины (EV-GEO-0202), выбор скважины — MODEL_CHOICE RD-021; диапазон 8 скважин.",Y,"Заменить 3D-поверхностью кровли ПКС, интерполированной по всем 29+ скважинам (INTERPOLATION с методом и входами); скв.75 — одна точка данных."
physical_world_v1_draft.yaml#parameters.geometry.L2_bottom_depth_SKZ_roof,pw_parameter,SUPERSEDED_ASSUMPTION,PW status=RANGED; transferability=ACCEPT_RANGE; evidence_ids=9; decisions=RD-021; EVIDENCE_BACKING: как L1: значение скв.75 + выбор MODEL_CHOICE.,Y,3D-поверхность кровли КЗ/СКЗ по всем скважинам.
physical_world_v1_draft.yaml#parameters.geometry.L3_bottom_depth_SZ_roof,pw_parameter,SUPERSEDED_ASSUMPTION,PW status=RANGED; transferability=ACCEPT_RANGE; evidence_ids=9; decisions=RD-021; EVIDENCE_BACKING: как L1; конвенция отбивки СЗ относительно пласта Б UNKNOWN (ADV-015).,Y,3D-поверхность кровли СЗ; конвенцию отбивки хранить как UNKNOWN/атрибут пика.
physical_world_v1_draft.yaml#parameters.geometry.L4_bottom_depth_PDKS_roof,pw_parameter,SUPERSEDED_ASSUMPTION,PW status=RANGED; transferability=ACCEPT_RANGE; evidence_ids=9; decisions=RD-021; EVIDENCE_BACKING: как L1.,Y,3D-поверхность кровли ПдКС по всем скважинам.
physical_world_v1_draft.yaml#parameters.geometry.seam_AB_extraction_height,pw_parameter,REBUILD,"PW status=ASSUMPTION; transferability=SCENARIO_TRANSFER; evidence_ids=2; decisions=RD-013; EVIDENCE_BACKING: EVIDENCE_BACKED для блока 6 (1 СЗП, СЗ часть СКРУ-1; EV-MIN-0302/0303), перенос на разрез — SCENARIO_TRANSFER/ASSUMPTION; положение кровли АБ = кровля СЗ скв.75 — ENGINEERING_ASSUMPTION (ADV-015).",N,"Хранить как mining_geometry блока 6 (spatial_support=block), не как параметр мира; положение пласта — из 3D-стратиграфии."
