path,kind,size_bytes,n_files,classification,reason_ru,reusable_parts,depends_on,referenced_by
scripts/bootstrap_repo.ps1,script,199,1,MOVE_TO_LEGACY,запускает verify_inputs по retired input_manifest; 'Open Codex',,,.gitattributes;artifacts/research/r2_adversarial_audit/source_inventory.csv
scripts/bootstrap_repo.sh,script,186,1,MOVE_TO_LEGACY,то же для bash,,,.gitattributes;artifacts/research/r2_adversarial_audit/source_inventory.csv
scripts/build_gate_a1_notebook.py,script,8648,1,MOVE_TO_LEGACY,notebook Gate A1,,artifacts/data_quality/gate_a1_report,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
scripts/build_gate_b0_b1_notebook.py,script,13265,1,MOVE_TO_LEGACY,notebook Gate B0/B1,,artifacts/model_selection/t1_b0_b1_v1,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
scripts/build_gate_b2_notebook.py,script,14194,1,MOVE_TO_LEGACY,notebook Gate B2,,artifacts/model_selection/t1_b2_v1,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
scripts/build_gate_b3_notebook.py,script,17188,1,FROZEN_REFERENCE,Gate B3 historical baseline @ ce8e57e,,artifacts/model_selection/t1_b3_v1,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
scripts/build_scenario_constraints.py,script,17533,1,MOVE_TO_LEGACY,"строит constraints v1 (не хешируется в closure, но выход scenario_constraints_v1 хешируется)",,configs/scenario_constraints_v1.json,artifacts/reconstruction/scenario_constraints_v1/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923_RU.md
scripts/build_scenario_constraints_v2.py,script,722,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d,,artifacts/reconstruction/scenario_constraints_v2;configs/scenario_constraints_v2.json;src/skru1/empirical_constraints_v2.py,.gitattributes;artifacts/reconstruction/scenario_constraints_v2/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/DATA_FOUNDATION_V2_RU.md;src/skru1/empirical_constraints_v2.py
scripts/build_scenario_representation_v2_1.py,script,10109,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d,,artifacts/data_quality/scenario_simulation_v2_1;configs/scenario_adapter_v2_1.json;configs/scenario_sequences_v2_1.json;src/skru1/scenario_adapter_v2_1.py;src/skru1/scenario_boundary_v2_1.py;src/skru1/scenario_preprocessing_v2_1.py;src/skru1/scenario_sequences_v2_1.py;src/skru1/scenario_splits_v2_1.py,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;artifacts/splits/scenario_representation_v2_1/representation_manifest.json;docs/reports/SCENARIO_V2_1_ADAPTER_ACCEPTANCE_RU.md
scripts/capture_environment.py,script,6994,1,REUSE_GENERIC,"снимок окружения; часть PowerShell/Windows-специфична, список пакетов под старый стек","run_command, package_versions, total_memory_bytes → receipt окружения для каждого нового преобразования (без powershell_json/torch_snapshot)",artifacts/environment/pip_freeze,artifacts/research/r2_adversarial_audit/source_inventory.csv
scripts/export_worldspec_schema.py,script,430,1,KEEP_CURRENT,детерминированная генерация schemas/worldspec_vnext.schema.json (commit e9f3a57),,src/vkm_world;src/vkm_world/worldspec/io.py,docs/governance/DATA_AND_PATH_POLICY_RU.md;tests/world/test_foundation.py
scripts/build_public_catalogues.py,script,3313,1,KEEP_CURRENT,"сборка public-safe каталогов из PRIVATE canonical (удаление quote-колонок + manifest, d95344e)",,src/vkm_world;src/vkm_world/governance/leakage.py,docs/reset_2026_09/NIGHT_RUN_LEDGER_RU.md
scripts/finalize_scenario_representation_v2_1.py,script,8094,1,MOVE_TO_LEGACY,двухстадийная приёмка representation v2.1 (не в closure),"two-stage acceptance: core proof, затем receipts",artifacts/data_quality/scenario_representation_v2_1;artifacts/data_quality/scenario_simulation_v2_1;artifacts/splits/scenario_representation_v2_1;configs/scenario_adapter_v2_1.json;src/skru1/scenario_adapter_v2_1.py;src/skru1/scenario_boundary_v2_1.py;src/skru1/scenario_splits_v2_1.py,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/SCENARIO_V2_1_ADAPTER_ACCEPTANCE_RU.md
scripts/finalize_scenario_v2_1_erratum.py,script,7306,1,MOVE_TO_LEGACY,заморозка QA erratum v2.1 (не в closure),,artifacts/data_quality/scenario_representation_v2;artifacts/data_quality/scenario_simulation_v2_1;data/scenario_simulation_v2_1,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/SCENARIO_SIMULATION_V2_1_ERRATUM_RU.md
scripts/generate_scenario_v2.py,script,664,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d,,configs/scenario_simulation_v2.json;data/scenario_simulation_v2;src/skru1/scenario_simulation_v2.py,.gitattributes;artifacts/data_quality/scenario_representation_v2/independent_validation.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;data/scenario_simulation_v2/manifest.json;docs/reports/DATA_FOUNDATION_V2_RU.md;src/skru1/scenario_simulation_v2.py
scripts/generate_scenario_v2_1.py,script,670,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d,,configs/scenario_simulation_v2_1.json;data/scenario_simulation_v2_1;src/skru1/scenario_simulation_v2_1.py,artifacts/data_quality/scenario_representation_v2_1/acceptance_receipt.json;artifacts/data_quality/scenario_representation_v2_1/independent_origin_validation.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;data/scenario_simulation_v2_1/manifest.json;docs/reports/SCENARIO_SIMULATION_V2_1_ERRATUM_RU.md;scripts/finalize_scenario_v2_1_erratum.py;src/skru1/scenario_simulation_v2_1.py
scripts/prepare_gate_a0.py,script,16607,1,MOVE_TO_LEGACY,распаковка retired inputs/bootstrap ZIP (Gate A0),"safe_relative_path + assert_inside (защита от zip-slip), compare_inventories (сравнение двух независимых прогонов), inventory_tree",configs/input_manifest.csv;configs/source_manifest.csv;data/artifact_manifest;data/dataset_manifest;inputs/bootstrap,artifacts/research/r2_adversarial_audit/source_inventory.csv;tests/test_prepare_gate_a0.py
scripts/reconstruct_filatova_figure13b.py,script,23736,1,MOVE_TO_LEGACY,воспроизведение рис.13б Филатовой требует retired reproduce_v3.py/plan_units_reconstructed.csv (невоспроизводимо в текущем дереве),метод сегментации красного контура + threshold sensitivity; re-derive в новом evidence-пайплайне VKM-SRC-023,configs/filatova_figure13b_geometry_v1.json,artifacts/reconstruction/filatova_figure13b_geometry_v1/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
scripts/reconstruct_musikhin_line1.py,script,27795,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d; читает retired SKRU1_ACTUAL…/reconstruction_config.json → сейчас невоспроизводим,повторное считывание (repeat_readings) как оценка повторяемости оцифровки,SKRU1_ACTUAL_DATA_TABLES_v1;configs/musikhin_line1_digitization_v1.json;data/reconstruction_config;data/reconstruction_research_v1,artifacts/reconstruction/musikhin_line1_2011_2016_v1/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923_RU.md
scripts/reconstruct_musikhin_profiles.py,script,28092,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d; воспроизводим без retired-данных (нужен только VKM-SRC-002),"калибровка осей по подписям, категориальная ось X, явные unresolved без интерполяции",configs/musikhin_profiles_v1.json,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;data/published_figure_digitization_v1/README.md;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923_RU.md
scripts/repair_reconstruction_data.py,script,636,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d,,src/skru1/reconstruction_data.py,artifacts/research/r2_adversarial_audit/source_inventory.csv;data/reconstruction_research_v1/README.md;data/reconstruction_research_v1/manifest.json;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json;src/skru1/reconstruction_data.py
scripts/run_gate_a1.py,script,56077,1,MOVE_TO_LEGACY,аудит Gate A1 на retired v3.2,,artifacts/data_quality/gate_a1_report;artifacts/data_quality/membership_inconsistency_mapping;artifacts/splits/spatial_quadrants_v1;src/skru1/data_contracts.py;src/skru1/leakage.py;src/skru1/preprocessing.py;src/skru1/splits.py,artifacts/research/r2_adversarial_audit/source_inventory.csv;scripts/build_gate_a1_notebook.py
scripts/run_gate_b0_b1.py,script,21481,1,MOVE_TO_LEGACY,Gate B0/B1,,src/skru1/data_contracts.py;src/skru1/evaluation.py;src/skru1/leakage.py;src/skru1/model_selection.py;src/skru1/splits.py,artifacts/model_selection/t1_b0_b1_v1/validation_report.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
scripts/run_gate_b2.py,script,1625,1,MOVE_TO_LEGACY,Gate B2,,src/skru1/gate_b2.py,artifacts/model_selection/t1_b2_v1/development_candidate.json;artifacts/model_selection/t1_b2_v1/validation_report.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;scripts/build_gate_b2_notebook.py
scripts/run_gate_b3.py,script,1612,1,FROZEN_REFERENCE,Gate B3 historical baseline @ ce8e57e,,src/skru1/gate_b3.py,artifacts/model_selection/t1_b3_v1/development_candidate.json;artifacts/model_selection/t1_b3_v1/validation_report.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
scripts/run_gate_b3_audit.py,script,694,1,FROZEN_REFERENCE,Gate B3 historical baseline @ ce8e57e,,src/skru1/gate_b3.py;src/skru1/gate_b3_audit.py,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
scripts/smoke_scenario_v2_1_interfaces.py,script,3983,1,MOVE_TO_LEGACY,smoke-конструирование моделей (Kalman/IMM/GRU) на v2.1,,configs/scenario_sequences_v2_1.json;src/skru1/adaptive_kalman.py;src/skru1/baselines.py;src/skru1/gate_c1_models.py;src/skru1/imm_kalman.py;src/skru1/robust_imm.py;src/skru1/scenario_adapter_v2_1.py;src/skru1/scenario_boundary_v2_1.py;…(+1),artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/SCENARIO_V2_1_ADAPTER_ACCEPTANCE_RU.md
scripts/validate_scenario_representation_v2_1.py,script,9647,1,MOVE_TO_LEGACY,независимая приёмка representation v2.1,,artifacts/reconstruction/scenario_constraints_v2;src/skru1/scenario_boundary_v2_1.py;src/skru1/scenario_scorer_v2_1.py,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/SCENARIO_V2_1_ADAPTER_ACCEPTANCE_RU.md
scripts/validate_scenario_v2_1_erratum.py,script,8922,1,MOVE_TO_LEGACY,дифференциальный аудит v2→v2.1,,artifacts/data_quality/scenario_representation_v2;artifacts/reconstruction/scenario_constraints_v2;data/scenario_simulation_v2;data/scenario_simulation_v2_1,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/SCENARIO_SIMULATION_V2_1_ERRATUM_RU.md;scripts/finalize_scenario_v2_1_erratum.py
scripts/verify_canonical_repository.py,script,10928,1,REBUILD,проверяет 197 файлов v2.1-closure + 12 файлов PRIVATE через legacy-путь 08_data_archives/main_repo_snapshots; после выноса v2/v2.1 станет FAIL (missing) — нужен новый verifier,"sha256/manifest-рекурсия, классификация retired-ссылок, проверка Markdown-ссылок; новая версия: pinned SHA через `git show legacy:<path>` и LFS-oid, источники по PRIVATE SOURCE_REGISTER",SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/data_quality/scenario_simulation_v2_1;artifacts/reconstruction/scenario_constraints_v2;artifacts/splits/scenario_representation_v2_1;data/scenario_simulation_v2_1;inputs/bootstrap;inputs/sources,CLOUD_TO_LOCAL_HANDOFF_RU.md;README.md;README_FIRST.md;artifacts/repository_cleanup/canonical_cleanup_receipt.json;docs/CANONICAL_RESEARCH_STATE_RU.md;docs/LEGACY_DATA_RETIREMENT_2026-09-25_RU.md;docs/REPOSITORY_CONSOLIDATION_2026-09-25_RU.md;docs/reset_2026_09/PREFLIGHT_REPORT_RU.md
scripts/verify_inputs.py,script,2150,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d; проверяет retired input_manifest и пишет INPUT_VERIFICATION.json в корень,verify_manifest (size+sha256 по CSV),configs/input_manifest.csv;configs/source_manifest.csv,.gitattributes;artifacts/reconstruction/musikhin_line1_2011_2016_v1/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/musikhin_line1_digitization_v1.json;data/reconstruction_research_v1/manifest.json;scripts/bootstrap_repo.sh;src/skru1/reconstruction_data.py
scripts/research/r2_checks.py,script,4250,1,FROZEN_REFERENCE,R2 data-only проверки v2.1 (пишет в work/),,artifacts/reconstruction/scenario_constraints_v2;data/scenario_simulation_v2_1,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/audit_receipt.json;docs/research/r2_adversarial_audit/02_SOURCE_RECONSTRUCTION_ADVERSARIAL_AUDIT_RU.md
scripts/research/r2_independent_digitization.py,script,2887,1,FROZEN_REFERENCE,R2 независимая оцифровка профилей Мусихина,"вторая независимая оцифровка (цветовые маски, gridline fit) как QA для observation evidence VKM-SRC-002",data/published_figure_digitization_v1,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/audit_receipt.json;docs/research/r2_adversarial_audit/02_SOURCE_RECONSTRUCTION_ADVERSARIAL_AUDIT_RU.md
tests/world,test_dir,14783,2,KEEP_CURRENT,test_provenance (10) + test_foundation (19) — 29 passed,,src/vkm_world,CLOUD_TO_LOCAL_HANDOFF_RU.md;docs/architecture/REPOSITORY_ARCHITECTURE_RU.md;docs/governance/DATA_AND_PATH_POLICY_RU.md;docs/governance/SCIENTIFIC_RULES_RU.md;docs/reset_2026_09/NIGHT_RUN_LEDGER_RU.md;docs/reset_2026_09/run_kit/MATH_PROTOCOL.md;docs/reset_2026_09/run_kit/workflows/math_foundation_wave1.js;docs/worldspec/WORLD_SPEC_VNEXT_RU.md
tests/test_benchmark_metrics.py,test,2731,1,REUSE_GENERIC,4 passed; без данных,ручные фикстуры для interval score/WIS/CRPS/conformal — переносить вместе с метриками,src/skru1/benchmark_metrics.py,artifacts/research/r2_adversarial_audit/source_inventory.csv
tests/test_data_foundation_v2.py,test,8016,1,MOVE_TO_LEGACY,3 passed / 17 error: фикстура foundation читает retired SKRU1_ACTUAL…/survey_points.csv,,artifacts/reconstruction/scenario_constraints_v2;configs/scenario_simulation_v2.json;data/scenario_simulation_v2;inputs/sources;src/skru1/empirical_constraints_v2.py;src/skru1/scenario_simulation_v2.py,.gitattributes;artifacts/data_quality/scenario_simulation_v2_1/test_execution_receipt.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/DATA_FOUNDATION_V2_RU.md;scripts/finalize_scenario_v2_1_erratum.py
tests/test_feature_contract.py,test,2730,1,MOVE_TO_LEGACY,6 error: load_canonical_bundle → retired Gate A1 inputs,,src/skru1/data_contracts.py;src/skru1/leakage.py,artifacts/research/r2_adversarial_audit/source_inventory.csv
tests/test_gate_b0_b1_models.py,test,4900,1,MOVE_TO_LEGACY,9 error: retired Gate A1 inputs,,src/skru1/baselines.py;src/skru1/data_contracts.py;src/skru1/evaluation.py;src/skru1/leakage.py;src/skru1/model_selection.py;src/skru1/splits.py,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
tests/test_gate_b0_b1_protocol.py,test,4443,1,MOVE_TO_LEGACY,3 passed / 1 failed (retired Gate A1 inputs),test_test_access_ledger_refuses_second_claim (перенести с model_selection),artifacts/model_selection/frozen_candidate;src/skru1/data_contracts.py;src/skru1/evaluation.py;src/skru1/model_selection.py;src/skru1/splits.py,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
tests/test_gate_b2_adaptive_kalman.py,test,4245,1,MOVE_TO_LEGACY,4 error: retired Gate A1 inputs,,src/skru1/adaptive_kalman.py;src/skru1/evaluation.py;src/skru1/gate_b2.py;src/skru1/leakage.py;src/skru1/splits.py;src/skru1/transition_validation.py,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
tests/test_gate_b2_protocol.py,test,5141,1,MOVE_TO_LEGACY,5 passed / 1 failed (retired Gate A1 inputs),test_scaled_conformal_uses_finite_sample_higher_quantile,src/skru1/adaptive_kalman.py;src/skru1/data_contracts.py;src/skru1/evaluation.py;src/skru1/gate_b2.py;src/skru1/splits.py;src/skru1/uncertainty.py,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
tests/test_gate_b3_imm.py,test,4406,1,FROZEN_REFERENCE,Gate B3 historical baseline @ ce8e57e; 4 error: retired Gate A1 inputs,,src/skru1/adaptive_kalman.py;src/skru1/evaluation.py;src/skru1/gate_b3.py;src/skru1/imm_kalman.py;src/skru1/leakage.py;src/skru1/splits.py,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
tests/test_gate_b3_protocol.py,test,5145,1,FROZEN_REFERENCE,Gate B3 historical baseline @ ce8e57e; 5 passed / 1 failed (retired Gate A1 inputs),,src/skru1/adaptive_kalman.py;src/skru1/data_contracts.py;src/skru1/evaluation.py;src/skru1/gate_b3.py;src/skru1/gate_b3_audit.py;src/skru1/splits.py,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
tests/test_gate_b4_robust_imm.py,test,5012,1,MOVE_TO_LEGACY,1 passed / 3 error (retired Gate A1 inputs),,src/skru1/adaptive_kalman.py;src/skru1/evaluation.py;src/skru1/leakage.py;src/skru1/robust_imm.py;src/skru1/splits.py,artifacts/research/r2_adversarial_audit/source_inventory.csv
tests/test_gate_c1_models.py,test,5335,1,MOVE_TO_LEGACY,1 skipped (нужен gate_c_torch),,src/skru1/gate_c1_models.py;src/skru1/gate_c1_probabilistic.py,artifacts/research/r2_adversarial_audit/source_inventory.csv
tests/test_gate_c1_probabilistic.py,test,1418,1,MOVE_TO_LEGACY,2 passed,,src/skru1/gate_c1_probabilistic.py,artifacts/research/r2_adversarial_audit/source_inventory.csv
tests/test_leakage_guards.py,test,4397,1,REUSE_GENERIC,3 passed / 4 error (retired Gate A1 inputs),"test_cross_split_overlap_is_rejected, test_source_scanner_finds_forbidden_split_calls, test_repository_model_sources_have_no_forbidden_split_calls — без данных, переносить с leakage",src/skru1/data_contracts.py;src/skru1/leakage.py;src/skru1/preprocessing.py;src/skru1/splits.py,artifacts/research/r2_adversarial_audit/source_inventory.csv
tests/test_prepare_gate_a0.py,test,2062,1,MOVE_TO_LEGACY,3 passed; тестирует Gate A0,"test_zip_traversal_is_rejected, test_inventory_comparison_is_order_independent",scripts/prepare_gate_a0.py,artifacts/research/r2_adversarial_audit/source_inventory.csv
tests/test_reconstruction_atlas.py,test,5324,1,REBUILD,4 passed; проверяет целостность атласа Мусихина/Филатовой по manifest,assert_manifest_outputs (size+sha по manifest) → тесты нового observation evidence,,artifacts/data_quality/scenario_simulation_v2_1/test_execution_receipt.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/DATA_FOUNDATION_V2_RU.md;scripts/finalize_scenario_v2_1_erratum.py
tests/test_reconstruction_data.py,test,5275,1,REUSE_GENERIC,12 passed; синтетические фикстуры,"test_unknown_or_future_source_is_unavailable, test_known_source_at_origin_is_available, test_a_known_future_timestamp_is_checked…, test_next_successful_observation_cannot_replace_failed_planned_target → тесты availability-семантики TemporalSupport/ObservationDataset",src/skru1/reconstruction_data.py,artifacts/data_quality/scenario_simulation_v2_1/test_execution_receipt.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/DATA_FOUNDATION_V2_RU.md;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923_RU.md;scripts/finalize_scenario_v2_1_erratum.py
tests/test_scenario_representation_v2_1.py,test,16111,1,MOVE_TO_LEGACY,29 passed; требует v2/v2.1 payload,,SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/reconstruction/scenario_constraints_v2;configs/scenario_adapter_v2_1.json;data/scenario_simulation_v1;data/scenario_simulation_v2;data/scenario_simulation_v2_1;src/skru1/adaptive_kalman.py;src/skru1/baselines.py;…(+9),artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/SCENARIO_V2_1_ADAPTER_ACCEPTANCE_RU.md
tests/test_scenario_v2_1_erratum.py,test,3259,1,MOVE_TO_LEGACY,15 passed; требует v2/v2.1 payload,,configs/scenario_simulation_v2.json;configs/scenario_simulation_v2_1.json;data/scenario_simulation_v2;data/scenario_simulation_v2_1;src/skru1/scenario_simulation_v2_1.py,artifacts/data_quality/scenario_simulation_v2_1/test_execution_receipt.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;scripts/finalize_scenario_v2_1_erratum.py
tests/test_split_contract.py,test,5708,1,REUSE_GENERIC,6 passed / 8 error (retired Gate A1 inputs),"test_unsafe_row_split_guards_raise, test_unsafe_splitter_names_raise — без данных",src/skru1/data_contracts.py;src/skru1/leakage.py;src/skru1/splits.py,artifacts/research/r2_adversarial_audit/source_inventory.csv
tests/test_target_contract.py,test,2834,1,MOVE_TO_LEGACY,5 error: retired Gate A1 inputs,,src/skru1/data_contracts.py;src/skru1/leakage.py;src/skru1/splits.py,artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/DATA_FOUNDATION_V2_RU.md
configs/.gitattributes,config,116,1,REMOVE_FROM_NEW_MAIN,"правила -text для v2.1 configs/docs, которые уходят",,,artifacts/research/r2_adversarial_audit/source_inventory.csv
configs/acceptance_criteria.yaml,config,801,1,MOVE_TO_LEGACY,критерии B1/B6/deep learning/LLM layer старого benchmark,absolute_host_paths_in_runtime_config: 0; tuning_uses_test: false,,AGENTS.md;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv
configs/experiment_protocol.yaml,config,1867,1,MOVE_TO_LEGACY,dataset SKRU1_Data_Foundation_v3_2_1; stage_3..5 LSTM/GRU/Transformer/foundation models,"блок forbidden: random_row_split, test_hyperparameter_tuning, hidden_truth_as_feature, generator_parameters_as_feature, future_campaign_information, raw_point_id_memorization → новая VALIDATION_POLICY",,AGENTS.md;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv
configs/filatova_figure13b_geometry_v1.json,config,2993,1,MOVE_TO_LEGACY,входы включают retired v3.2 файлы,,SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/reconstruction/filatova_figure13b_geometry_v1;inputs/sources,artifacts/reconstruction/filatova_figure13b_geometry_v1/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;scripts/reconstruct_filatova_figure13b.py
configs/final_holdout_v2.yaml,config,1456,1,MOVE_TO_LEGACY,политика holdout T1 (PENDING_DATA),"схема eligibility нового holdout (target_date строго после границы, schema frozen before labels)",,artifacts/governance/final_holdout_v2_status.json;artifacts/model_selection/t1_b2_v1/development_candidate.json;artifacts/model_selection/t1_b2_v1/gate_b2_report.json;artifacts/model_selection/t1_b2_v1/validation_report.json;artifacts/model_selection/t1_b3_v1/development_candidate.json;artifacts/model_selection/t1_b3_v1/gate_b3_report.json;artifacts/model_selection/t1_b3_v1/validation_report.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;…(+4)
configs/gate_a1.yaml,config,2230,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d; canonical bundle указывает на SKRU1_ACTUAL_DATA_TABLES_v1/**,,SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/model_selection/frozen_candidate,artifacts/reconstruction/musikhin_line1_2011_2016_v1/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/musikhin_line1_digitization_v1.json;src/skru1/data_contracts.py
configs/gate_b0_b1.yaml,config,3234,1,MOVE_TO_LEGACY,Gate B0/B1,,artifacts/model_selection/frozen_candidate;artifacts/model_selection/t1_b0_b1_v1,artifacts/model_selection/frozen_candidate.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;src/skru1/model_selection.py
configs/gate_b2.yaml,config,4585,1,MOVE_TO_LEGACY,Gate B2,,artifacts/governance/final_holdout_v2_status;artifacts/model_selection/frozen_candidate;artifacts/model_selection/t1_b0_b1_v1;artifacts/model_selection/t1_b2_v1;configs/final_holdout_v2.yaml,artifacts/model_selection/t1_b2_v1/development_candidate.json;artifacts/model_selection/t1_b2_v1/validation_report.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;src/skru1/gate_b2.py
configs/gate_b3.yaml,config,6346,1,FROZEN_REFERENCE,Gate B3 historical baseline @ ce8e57e,,artifacts/model_selection/frozen_candidate;artifacts/model_selection/t1_b0_b1_v1;artifacts/model_selection/t1_b2_v1;artifacts/model_selection/t1_b3_v1;configs/final_holdout_v2.yaml,artifacts/model_selection/t1_b3_v1/development_candidate.json;artifacts/model_selection/t1_b3_v1/validation_report.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/GATE_B3_IMM_RU.md;src/skru1/gate_b3.py
