row_id,catalog,category,subcategory,item,value_as_printed,unit,site_attribution,scope,spatial_level,depth_or_unit_context,time_context,status,evidence_type,scale,skru1_transfer,evidence_strength,confidence,relevance_normal_skru1,relevance_accident_scenario,worldspec_role,source_ids,locator,vn_ids,prev_evidence_ids,extraction_method,quote_check,visual_recheck,conflict_ref,notes
HYD-032,hydro_evidence_catalog,PERMEABILITY,,Анизотропия проницаемости соляной толщи: прослои соленосных глин — система субпараллельных флюидопроводников; «практически нулевая» проницаемость справедлива лишь для образцов без глин или поперёк напластования; проницаемость глин по рассолу и пресной воде различается до 100 раз,k∥ >> k⊥ (качественно); глины: до 100× различие рассол/пресная вода,,соляная толща ВКМС,VKM_REGIONAL,geological_element,,,FACT,INTERPRETATION,UNSTATED,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,HIGH,PARAMETER_PRIOR,VKM-SRC-011,"VKM-SRC-011 p.119 (§3.8, p.236-237) | VKM-SRC-011 p.184 (English SUMMARY 3.8 Role of ground waters in deposit epigenesis) | VKM-SRC-011 p.116 (§3.7, p.231, Рис. 3.13) | VKM-SRC-011 p.122 (Рис. 3.31, стр. 242)",EV-VN-S011-2021;EV-VN-S011-3965;EV-VN-S011-1992;EV-VN-S011-2047,,TEXT_LAYER,EXACT,,,Ключевой результат для постановки гидро-модели ВЗТ: изотропная «нулевая» проницаемость солей — неверное упрощение для массива со слоистыми глинами. Числовых k∥/k⊥ в корпусе нет (GAP). scale UNSTATED: масштаб значения (образец / массив / поле) источником не установлен или стороны сравнения разного масштаба; как параметр — только через явный Transfer (правило 26.09.2026).
HYD-033,hydro_evidence_catalog,PERMEABILITY,,Микрорасслоения на контакте с глинистыми прослоями в калийных солях: проницаемость порядка нескольких десятков и сотен миллидарси (газовая фильтрация); поперёк напластования — ничтожная,десятки–сотни мД,мД,калийные пласты ВКМКС,VKM_REGIONAL,seam,,,FACT,DESCRIPTIVE,UNSTATED,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,MEDIUM,PARAMETER_PRIOR,VKM-SRC-014;VKM-SRC-037,VKM-SRC-014 p.24 (§1.5) | VKM-SRC-037 p.15 (§1.2.2),EV-VN-S014-0310;EV-VN-S014-0309;EV-VN-S037-0176,,TEXT_LAYER,EXACT,,,Относится к газопроницаемости (контекст ГДЯ); для воды/рассола значения не даны. Совпадение формулировок SRC-014 (2013) и SRC-037 (1992) — вероятно общий первоисточник (не независимые данные). scale UNSTATED: масштаб значения (образец / массив / поле) источником не установлен или стороны сравнения разного масштаба; как параметр — только через явный Transfer (правило 26.09.2026).
HYD-034,hydro_evidence_catalog,PERMEABILITY,,Лабораторная связь дилатансии и проницаемости каменной соли (рис. 4.3 из [90]): k растёт от ~1e-20…1e-19 до ~1e-15 м² при осевой деформации ~4–16 % (сжатие Кармана); при растяжении Беккера существенного изменения нет,"~1e-20…1e-19 → ~1e-15 м² (прибл., оцифровка графика)",м²,образцы каменной соли зарубежного источника [90],NON_VKM,specimen,,,FACT,LITERATURE_CITED,LAB,NON_VKM_ANALOGUE,WEAK,LOW,LOW,MEDIUM,RESEARCH_REQUIRED,VKM-SRC-029,"VKM-SRC-029 p.114 (Рис. 4.3 (reproduced from [90])) | VKM-SRC-029 p.115 (§4.1.2, Рис. 4.4, refs [89,90])",EV-VN-S029-0202;EV-VN-S029-0204,,GRAPH_DIGITIZED_APPROX,EXACT,,,"Значения — приблизительное чтение графика; только механизм «дилатансия → проницаемость» (EDZ, целостность ВЗТ). Не использовать как параметры ВКМ."
HYD-035,hydro_evidence_catalog,PERMEABILITY,,В прошлые геологические эпохи ВЗТ (по крайней мере большая её часть) была проницаема для инфильтрационных вод: гипергенная сильвинитизация до 83 м ниже соляного зеркала (скв. 888),до 83 м ниже соляного зеркала,м,ВКМС (скв. 888),VKM_REGIONAL,borehole,,,FACT,INTERPRETATION,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,LOW,MEDIUM,CONTEXT_ONLY,VKM-SRC-011,"VKM-SRC-011 p.112 (§3.5, p.223)",EV-VN-S011-1828,,TEXT_LAYER,EXACT,,,Палеогидрогеология; не описывает современное состояние ВЗТ над СКРУ-1.
HYD-036,hydro_evidence_catalog,PATHWAY_CHANNELS,,"Трубчатые каналы (пустоты) в мощных глинисто-ангидритовых прослоях — впервые обнаружены на СКРУ-2 (Поповский купол, район подземной скв. 2081); природа неясна, образованы из открытых трещин",трубчатые каналы в прослоях (размеры см. источник),,"СКРУ-2, Поповский купол",SKRU2,seam,,,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,NEIGHBOUR_MINE_ANALOGUE,MODERATE,HIGH,MEDIUM,HIGH,RESEARCH_REQUIRED,VKM-SRC-011,"VKM-SRC-011 p.119 (§3.8, p.237, Рис. 3.19) | VKM-SRC-011 p.120 (p.237-239)",EV-VN-S011-2024;EV-VN-S011-2030,,TEXT_LAYER,FUZZY_83,,,Соседний рудник. Есть ли такие каналы в поле СКРУ-1 и в его ВЗТ — UNKNOWN (EV-VN-S011-2030).
HYD-037,hydro_evidence_catalog,CAPROCK,,Гипсово-глинистая «шляпа» ~20 м на соляном зеркале «спасла» СКРУ-2 от затопления при обрушении 1995 г.,≈20 м глин,м,"СКРУ-2, 1–2 СВП (место обрушения 1995 г.)",SKRU2,site,,1995,FACT,LITERATURE_CITED,NOT_APPLICABLE,NEIGHBOUR_MINE_ANALOGUE,MODERATE,HIGH,MEDIUM,HIGH,INITIAL_CONDITION,VKM-SRC-012,"VKM-SRC-012 p.33 (§1.4.2, [42]) | VKM-SRC-012 p.33 (§1.4.2 (pp.31-33))",EV-VN-S012-0157;EV-VN-S012-0166,,TEXT_LAYER,EXACT,,,Интерпретация («видимо … спасла») — оценочное суждение источника [42]. Для СКРУ-1 мощность гипсово-глинистой шляпы UNKNOWN.
HYD-038,hydro_evidence_catalog,CAPROCK,,"Мощность гипсово-глинистой шляпы (остаток растворения) в среднем 10–15 м, на севере до 75 м и более",10–15 м (средн.); север ≥75 м,м,ВКМС,VKM_REGIONAL,geological_element,,,FACT,MEASURED,FIELD,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,HIGH,PARAMETER_PRIOR,VKM-SRC-011,"VKM-SRC-011 p.111 (§3.5, p.221)",EV-VN-S011-1813,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: REGIONAL_PRIOR; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
HYD-039,hydro_evidence_catalog,PATHWAY_LIST,,Возможные источники проникновения надсолевых вод в выработки: стволы шахт; разведочные скважины; тектонические трещины и зоны ослабления в ВЗТ; техногенные трещины в ВЗТ от деформирования подработанного массива; нефтяные скважины,5 классов путей,,ВКМКС,VKM_REGIONAL,deposit,,,FACT,LITERATURE_CITED,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,HIGH,HIGH,CONSTRAINT_CHECK,VKM-SRC-023;VKM-SRC-026,"VKM-SRC-026 p.9 (§2, ссылка [1]) | VKM-SRC-023 p.13 (rendered p.13; §1.1.1)",EV-VN-S026-0042;EV-VN-S023-0036;EV-VN-S023-0037,,TEXT_LAYER,NOT_FOUND,,,"Каждый класс — пространственный объект 3D-мира (стволы, скважины с охранными целиками, разломы, зоны техногенной трещиноватости). Для СКРУ-1 известны стволы 1, 2, 2-бис, 3 (координаты UNKNOWN в этом потоке)."
HYD-040,hydro_evidence_catalog,PATHWAY_BOREHOLES,,Каждая скважина с поверхности — потенциальный канал пресных вод; тампонаж по специальной технологии; охранные целики вокруг геологоразведочных скважин диаметром до 200 м,охранный целик Ø до 200 м,м,все поля ВКМКС,VKM_REGIONAL,borehole,,,FACT,NORMATIVE,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,HIGH,HIGH,CONSTRAINT_CHECK,VKM-SRC-025,VKM-SRC-025 p.17 (§1.3) | VKM-SRC-025 p.21 (§1.3),EV-VN-S025-0133;EV-VN-S025-0150,,OCR_VISUALLY_CONFIRMED,EXACT,,,Следствие: сеть скважин редкая по замыслу (каждая скважина — риск) → ограничение наблюдаемости геологии ВЗТ (SRC-025 p.21).
HYD-041,hydro_evidence_catalog,PATHWAY_SHAFTS,,"Стволы СКРУ-1: ствол 1 — 307 м, Ø5 м; ствол 2 — 289 м, чугунные тюбинги 3,2—134,4 м, кирпич 134,4—250 м; ствол 2-бис — тюбинги 12,8—266,1 м, бетон 266,1—395,9 м","интервалы тюбинговой (водонепроницаемой) крепи: ств.2 3,2—134,4 м; ств.2-бис 12,8—266,1 м",м,СКРУ-1 (СКПРУ-1),SKRU1,working,,,FACT,DESIGN_VALUE,NOT_APPLICABLE,SITE_SPECIFIC,MODERATE,MEDIUM,MEDIUM,HIGH,INITIAL_CONDITION,VKM-SRC-037;VKM-SRC-040,"VKM-SRC-037 p.18 (Табл. 1.7, СКПРУ-1) | VKM-SRC-037 p.19 (§1.3.1 + Табл. 1.7 (связка)) | VKM-SRC-040 p.19 (рис. 1.4)",EV-VN-S037-0192;EV-VN-S037-0204;EV-VN-S040-0056,,VISUAL_READ,NOT_FOUND,"таблица 1.7 повернута, прочитана визуально 280 dpi в sweep (не перепроверялась этим потоком)",HYD-CF11,"Глубина ствола 2-бис: 295,6 м в табл. 1.7 SRC-037 vs 395,9 м (схема крепи SRC-040 рис. 1.4 и интервал бетона 266,1—395,9 в той же табл.) — HYD-CF11. Интервал тюбингов — косвенный индикатор мощности водоносной надсолевой толщи у ствола (ИНТЕРПРЕТАЦИЯ, не утверждение источника)."
HYD-042,hydro_evidence_catalog,PATHWAY_SHAFTS,,Стволы проходятся замораживанием (23 из 24; 17 из 18 по данным 1992 г.) с тюбинговой крепью и кейль-кранцами в обводнённых породах,замораживание; тюбинги; кейль-кранцы,,ВКМКС,VKM_REGIONAL,working,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,LOW,MEDIUM,CONTEXT_ONLY,VKM-SRC-014;VKM-SRC-037;VKM-SRC-040,"VKM-SRC-014 p.29 (§2.1) | VKM-SRC-037 p.19 (§1.3.1, проходка стволов) | VKM-SRC-040 p.17 (§1.2.1-1.2.2, p.17-26)",EV-VN-S014-0346;EV-VN-S037-0203;EV-VN-S040-0121,,TEXT_LAYER,EXACT,,,"Разные счётчики стволов (24 в 2017 г.; 18 в 1992 г.) — отражают разные даты, не конфликт."
HYD-043,hydro_evidence_catalog,FAULT_HYDRO,,"Проявление разломов в гидрогеологии надсолевой толщи: на площади исследований 350 водопунктов (200 родников, 150 скважин), 20 гидрометрических створов, 45 водообильных зон",350 / 200 / 150 / 20 / 45,шт.,ВКМС (площадь гидрогеологических съёмок),VKM_REGIONAL,deposit,,,FACT,LITERATURE_CITED,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,LOW,MEDIUM,CONTEXT_ONLY,VKM-SRC-011,VKM-SRC-011 p.30 (текст с.58),EV-VN-S011-0537,,TEXT_LAYER,EXACT,,,"Источник — фондовые материалы (Иконников 1985–1995 и др.), в корпусе отсутствуют."
HYD-044,hydro_evidence_catalog,FAULT_HYDRO,,Зырянская зона разломов: около 20 родников и 12 скважин с повышенными водопротоками,~20 родников; 12 скважин,,"Зырянская зона (юг БКПРУ-1, север БКПРУ-2)",OTHER_VKM_SITE,district,,,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,NONE,MEDIUM,CONTEXT_ONLY,VKM-SRC-011,VKM-SRC-011 p.32 (текст с.62) | VKM-SRC-011 p.32 (текст с.62; рис. 1.56а),EV-VN-S011-0575;EV-VN-S011-0574,,TEXT_LAYER,EXACT,,,"Березниковский район, не СКРУ-1."
HYD-045,hydro_evidence_catalog,FAULT_HYDRO,,"Поглощение бурового раствора в подсолевой ГАТ в зоне разлома: скв. 175 — 12 м³/ч (−571,5…−659,5 м); скв. 183 — 4–5 м³/ч",12 м³/ч; 4–5 м³/ч,м³/ч,"скв. 175, 183",OTHER_VKM_SITE,borehole_interval,ГАТ (подсолевая),,FACT,MEASURED,NOT_APPLICABLE,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,NONE,LOW,CONTEXT_ONLY,VKM-SRC-011,VKM-SRC-011 p.34 (табл. 1.15),EV-VN-S011-0619,,OCR_VISUALLY_CONFIRMED,NOT_FOUND,,,Подсолевой этаж; к нормальному сценарию СКРУ-1 не относится.
HYD-046,hydro_evidence_catalog,FAULT_HYDRO,,Нисходящая фильтрация по субвертикальным линейным зонам трещиноватости к кровле солей → карст; в периоды активизации деформаций соляной толщи раскрытие глинисто-закольматированных нижних частей зон → доступ агрессивных вод к соли,механизм (качественно),,ВКМС,VKM_REGIONAL,geological_element,,,FACT,INTERPRETATION,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,HIGH,RESEARCH_REQUIRED,VKM-SRC-011,VKM-SRC-011 p.38 (текст с.75),EV-VN-S011-0703;EV-VN-S011-0712;EV-VN-S011-0713,,TEXT_LAYER,EXACT,,,Связывает деформацию (в т.ч. горнотехническую) с раскрытием путей фильтрации — ключевая связь механика→гидро для аварийного сценария.
HYD-047,hydro_evidence_catalog,FRACTURE_FLUIDS,,"Трещины отслоения (по глинисто-ангидритовым прослоям) часто на участках интенсивной складчатости шахтных полей СКРУ-1, СКРУ-2, БКПРУ-1; раскрытие первые см…до 20 см; заполнены газом, реже бурыми внутрисолевыми рассолами","длина первые метры; раскрытие обычно первые см, до 20 см; 1–2 м в массив",м; см,"СКРУ-1, СКРУ-2, БКПРУ-1 (параметры не разделены по рудникам)",VKM_REGIONAL,seam,,,FACT,FIELD_OBSERVATION,FIELD,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,MEDIUM,PARAMETER_PRIOR,VKM-SRC-011,VKM-SRC-011 p.67 (стр. 132) | VKM-SRC-011 p.67 (стр. 132-135) | VKM-SRC-011 p.68 (стр. 132-135),EV-VN-S011-1414;EV-VN-S011-1416;EV-VN-S011-1435,,TEXT_LAYER,EXACT,,,"СКРУ-1 явно назван, но численные параметры общие для трёх рудников → скоуп VKM_REGIONAL. Объёмы/давления рассолов не даны."
HYD-048,hydro_evidence_catalog,FRACTURE_FLUIDS,,"СКРУ-3, трещина скалывания № 1 (панель 8, блоки 9–10): незначительные проявления рассолов при проходке; повышенное содержание горючих газов в рудничной атмосфере 2–3 сут",длительность 2–3 сут; концентрации не даны,,"СКРУ-3, восточный фланг",SKRU3,working,,,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,NEIGHBOUR_MINE_ANALOGUE,WEAK,MEDIUM,LOW,LOW,CONTEXT_ONLY,VKM-SRC-011,VKM-SRC-011 p.69 (стр. 137),EV-VN-S011-1438;EV-VN-S011-1437,,TEXT_LAYER,FUZZY_80,,,Источник — устное свидетельство старшего геолога рудника (В.А. Шабакин).
HYD-049,hydro_evidence_catalog,TECHNOGENIC_FRACTURES,,"Затопления, как правило, вызваны формированием/развитием техногенных водопроводящих трещин в подработанном массиве, приуроченных к зонам с ослабленными свойствами; над межшахтными целиками «двойное влияние» соседних полей повышает риск",механизм,,"ВКМКС; межшахтные целики СКРУ-1–СКРУ-2, СКРУ-2–СКРУ-3",VKM_REGIONAL,intermine_pillar,,,FACT,INTERPRETATION,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,HIGH,HIGH,CONSTRAINT_CHECK,VKM-SRC-012,"VKM-SRC-012 p.5 (Введение, Актуальность) | VKM-SRC-012 p.14 (§1.1) | VKM-SRC-012 p.13 (§1.1)",EV-VN-S012-0003;EV-VN-S012-0025;EV-VN-S012-0020,,TEXT_LAYER,EXACT,,,Межшахтный целик СКРУ-1–СКРУ-2 — граница модели СКРУ-1; «двойное влияние» — аргумент для включения соседнего поля в домен.
HYD-050,hydro_evidence_catalog,TECHNOGENIC_FRACTURES,,"Модельный прогноз: до 2031 г. опасности нарушения пород ВЗТ и водопроводящих трещин в районе межшахтных целиков СКРУ-1–СКРУ-2 и СКРУ-2–СКРУ-3 нет (упругая КЭ-модель, критерий Kt)",нет опасности до 2031 г. (модель),,межшахтные целики СКРУ-1–СКРУ-2 и СКРУ-2–СКРУ-3 (оба; SRC-012),SOLIKAMSK_GROUP,intermine_pillar,,прогноз до 2031,DERIVATION,CALCULATED_BY_AUTHOR,CALIBRATED_EFFECTIVE_MODEL,GROUP_INCLUDES_SKRU1,WEAK,HIGH,MEDIUM,MEDIUM,CONTEXT_ONLY,VKM-SRC-012,"VKM-SRC-012 p.113 (§4.3 p.113) | VKM-SRC-012 p.117 (Заключение п.6 p.117) | VKM-SRC-012 p.113 (p.113, p.117, Прил. А) | VKM-SRC-012 p.95 (§4.1)",EV-VN-S012-0599;EV-VN-S012-0612;EV-VN-S012-0745;EV-VN-S012-0502,,TEXT_LAYER,EXACT,,,"MODEL OUTPUT, не наблюдение: упругая постановка без ползучести и без гидро-сопряжения; на с.113 оговорено, что ослабление у провала 1995 г. не учтено (в выводах оговорка опущена). Не является доказательством целостности ВЗТ. Область (D-17, 26.09.2026): вывод (с.113, Заключение п.6 с.117) относится сразу к обоим целикам, СКРУ-1–СКРУ-2 и СКРУ-2–СКРУ-3 → SOLIKAMSK_GROUP (прежняя совместная метка СКРУ-1/СКРУ-2 упразднена); для СКРУ-1 — только зона целика с СКРУ-2 и только через явный Transfer."
HYD-051,hydro_evidence_catalog,TECHNOGENIC_FRACTURES,,Высота зоны водопроводящих трещин при одной и той же вынимаемой мощности зависит от литологии подрабатываемой толщи (меньше глин — выше зона) — по полевым данным (угольная литература),качественно,,угольные месторождения (цит. [12–14]),NON_VKM,unstated,,,FACT,LITERATURE_CITED,NOT_APPLICABLE,NON_VKM_ANALOGUE,WEAK,MEDIUM,LOW,MEDIUM,RESEARCH_REQUIRED,VKM-SRC-016,"VKM-SRC-016 p.3 (Введение, refs [12-14])",EV-VN-S016-0014,,TEXT_LAYER,EXACT,,,Надёжность ссылок статьи низкая (EV-VN-S016-0115). Отчёт «Галургии» 2009 о методах расчёта высоты водопроводящих трещин над калийными пластами — в корпусе нет (EV-VN-S014-1276).
HYD-052,hydro_evidence_catalog,TECHNOGENIC_FRACTURES,,"БКПРУ-4, КЭ-прогноз на 150 лет: гидравлически связанная система водопроводящих трещин в ВЗТ (зоны на −30 и −365 м одна над другой), в левой части модели нетронутый интервал 17 м — недостаточен по «Указаниям»",нетронутый интервал 17 м; зона 8 м вдоль блока,м,БКПРУ-4 (блок),BKPRU4,block,,прогноз на 150 лет,DERIVATION,CALCULATED_BY_AUTHOR,CALIBRATED_EFFECTIVE_MODEL,OTHER_VKM_SITE_ANALOGUE,WEAK,HIGH,LOW,MEDIUM,CONTEXT_ONLY,VKM-SRC-016,VKM-SRC-016 p.10 (§Результаты) | VKM-SRC-016 p.9 (§Результаты (Рис. 8)) | VKM-SRC-016 p.1 (Аннотация),EV-VN-S016-0074;EV-VN-S016-0075;EV-VN-S016-0073;EV-VN-S016-0007,,TEXT_LAYER,EXACT,,,Эталонная задача для воспроизведения (не калибровка СКРУ-1). Минимальная требуемая мощность по «Указаниям» не напечатана.
HYD-053,hydro_evidence_catalog,GROUNDWATER_LEVEL,,Уровень грунтовых вод 29 м по скважине № 498 (БКПРУ-4); верхний путь проверки ВЗТ — на 1 м ниже УГВ,29,м,"скв. 498, БКПРУ-4",BKPRU4,borehole,,,FACT,MEASURED,NOT_APPLICABLE,OTHER_VKM_SITE_ANALOGUE,MODERATE,MEDIUM,LOW,LOW,BOUNDARY_CONDITION,VKM-SRC-016,VKM-SRC-016 p.8 (§Анализ целостности ВЗТ) | VKM-SRC-016 p.8 (§Анализ целостности ВЗТ; Рис. 5),EV-VN-S016-0066;EV-VN-S016-0064,,TEXT_LAYER,NOT_FOUND,,,Единственное числовое УГВ в корпусе с привязкой к скважине; для СКРУ-1 УГВ UNKNOWN.
HYD-054,hydro_evidence_catalog,FAULT_HYDRO,,"Разлом № 142 (каталог): крутопадающая обводнённая зона повышенной трещиноватости надсолевого комплекса, выявлена электроразведкой (Беляев и др., 1989), СВ 12°, 16 км",16 км; СВ 12°,,ВКМС (ячейки Г8–В9 рис. 1.46),VKM_REGIONAL,geological_element,,,FACT,INTERPRETATION,NOT_APPLICABLE,REGIONAL_PRIOR,WEAK,MEDIUM,UNKNOWN,MEDIUM,RESEARCH_REQUIRED,VKM-SRC-011,"VKM-SRC-011 p.144 (Прил. 1, разлом №142) | VKM-SRC-011 p.144 (Прил. 1, №142-145, 170-173) | VKM-SRC-011 p.33 (текст с.65; рис. 1.58)",EV-VN-S011-2614;EV-VN-S011-2650;EV-VN-S011-0592,,OCR_VISUALLY_CONFIRMED,EXACT,,,Положение относительно поля СКРУ-1 — только ячейки схемы; не проверено этим потоком. Электрометрическая аномалия у провала БКПРУ-3 (EV-VN-S011-0592).
HYD-055,hydro_evidence_catalog,MINE_INFLOW_NATURAL,,"Внутрисолевые воды — рассолы в физико-химическом равновесии с вмещающими породами; истечение: увлажнение стенок, капёж, кратковременные выбросы (с газом из замкнутых полостей), высачивание; фиксируются при бурении шпуров и подземных скважин",формы истечения (без объёмов),,ВКМКС (выработки в соляной толще),VKM_REGIONAL,working,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,REGIONAL_PRIOR,STRONG,HIGH,HIGH,MEDIUM,OBSERVATION_OPERATOR,VKM-SRC-011;VKM-SRC-014,VKM-SRC-014 p.22 (§1.4) | VKM-SRC-011 p.39 (текст с.77 (внутрисолевые воды)) | VKM-SRC-011 p.176 (English SUMMARY 1.3.3 The Fractures; 1.4 Hydrogeology; 2.1),EV-VN-S014-0297;EV-VN-S011-0729;EV-VN-S011-3877,,TEXT_LAYER,EXACT,,,Это НОРМАЛЬНОЕ состояние выработок ВКМ: малые рассолопроявления ≠ прорыв ВЗТ. Для наблюдений важно различать внутрисолевые/техногенные рассолы и надсолевые воды (химия — HYD строки CaCl2/SO4).
HYD-056,hydro_evidence_catalog,BRINE_CHEMISTRY,,"Солевой состав внутрисолевых рассолов (табл. 1.17, по Г.В. Бельтюкову, 2000), строка СКРУ-1: NaCl 57,8; KCl 53,3; MgCl2 175,0; CaCl2 89,0; CaSO4 сл.; Σ 375,1 г/дм3; ρ 1,270 г/см3","57,8 / 53,3 / 175,0 / 89,0 / сл. / 375,1 г/дм3; 1,270 г/см3",г/дм3; г/см3,СКРУ-1 (место и дата пробы не указаны),SKRU1,mine,,,FACT,LITERATURE_CITED,LAB,SITE_SPECIFIC,MODERATE,HIGH,HIGH,HIGH,OBSERVATION_OPERATOR,VKM-SRC-011,"VKM-SRC-011 p.39 (Табл. 1.17 (render 250 dpi clip, confirmed))",EV-VN-S011-0732,,VISUAL_READ,EXACT,SRC-011 p39 рендер 110 dpi: строка СКРУ-1 CONFIRMED,,"Единственный SITE_SPECIFIC химический анализ рассола СКРУ-1 в корпусе (n=1, вторичная публикация данных Бельтюкова). Эталон «внутрисолевого» рассола для различения от надсолевых вод."
HYD-057,hydro_evidence_catalog,BRINE_CHEMISTRY,,"Табл. 1.17, строки БКПРУ-1 (4 пробы: Σ 344,8–401,2 г/дм3, ρ 1,275–1,294) и БКПРУ-2 (3 пробы: Σ 355,6–403,9, ρ 1,258–1,292)","БКПРУ-1 Σ 344,8–401,2; БКПРУ-2 Σ 355,6–403,9 г/дм3",г/дм3; г/см3,"БКПРУ-1, БКПРУ-2",OTHER_VKM_SITE,mine,,,FACT,LITERATURE_CITED,LAB,OTHER_VKM_SITE_ANALOGUE,MODERATE,HIGH,MEDIUM,MEDIUM,OBSERVATION_OPERATOR,VKM-SRC-011,"VKM-SRC-011 p.39 (Табл. 1.17 (render 250 dpi clip, confirmed))",EV-VN-S011-0730;EV-VN-S011-0731,,VISUAL_READ,EXACT,SRC-011 p39 CONFIRMED,,Перенос на СКРУ-1: OTHER_VKM_SITE_ANALOGUE; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
HYD-058,hydro_evidence_catalog,BRINE_CHEMISTRY,,"Поровые растворы соляной толщи — высокоминерализованные рассолы (Br, I, Sr, редкие щелочи), минерализация до 450 г/дм3",до 450,г/дм3,ВКМС,VKM_REGIONAL,geological_element,,,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,LOW,INITIAL_CONDITION,VKM-SRC-011,VKM-SRC-011 p.39 (текст с.77 (внутрисолевые воды)) | VKM-SRC-011 p.176 (English SUMMARY 1.3.3 The Fractures; 1.4 Hydrogeology; 2.1),EV-VN-S011-0729;EV-VN-S011-3877,,TEXT_LAYER,EXACT,,,Перенос на СКРУ-1: REGIONAL_PRIOR; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
HYD-059,hydro_evidence_catalog,BRINE_CHEMISTRY,,"Содержание CaCl2 во внутрисолевых рассолах часто >100 г/дм3, в подсолевых водах района ≤60 г/кг (Усть-Игумская скв.) — повышенный CaCl2 не обязательно указывает на подток подсолевых вод",>100 г/дм3 vs ≤60 г/кг,,ВКМС,VKM_REGIONAL,geological_element,,,FACT,LITERATURE_CITED,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,MEDIUM,MEDIUM,OBSERVATION_OPERATOR,VKM-SRC-011,"VKM-SRC-011 p.108 (p.214, [340]) | VKM-SRC-011 p.107 (p.214 (item 7))",EV-VN-S011-1761;EV-VN-S011-1760,,TEXT_LAYER,EXACT,,,Гидрохимический индикатор источника рассолов (оператор наблюдения «химия притока → источник»).
HYD-060,hydro_evidence_catalog,MINE_INFLOW_TECHNOGENIC,,"Техногенные рудничные рассолы: конденсационные и закладочные (от гидрозакладки); в летний период конденсат частично впитывается породой, частично скапливается рассолом на почве выработок",качественно,,ВКМКС,VKM_REGIONAL,working,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,REGIONAL_PRIOR,STRONG,HIGH,HIGH,MEDIUM,OBSERVATION_OPERATOR,VKM-SRC-011;VKM-SRC-014;VKM-SRC-037,VKM-SRC-014 p.22 (§1.4) | VKM-SRC-011 p.37 (текст с.72) | VKM-SRC-037 p.80 (§5.1 (с.157–158)),EV-VN-S014-0298;EV-VN-S011-0689;EV-VN-S037-0511,,TEXT_LAYER,EXACT,SRC-037 p80 рендер 110 dpi: фраза о скоплении рассола на почве выработок летом CONFIRMED,,Нормальный сценарий: рассолы в выработках есть всегда (техногенные) → наличие рассола само по себе не диагностирует нарушение ВЗТ.
HYD-061,hydro_evidence_catalog,MINE_INFLOW_REPORTED,,"Среднесуточный водоприток в горные выработки 250–300 м³/сут, в зонах тектонических нарушений до 500–600 м³/сут (рудник не указан)",250–300 (500–600 в зонах нарушений),м³/сут,рудник не указан (раздел о горнотехнических условиях ВКМКС в ВКР по СКРУ-1),UNSTATED,mine,,,FACT,LITERATURE_CITED,NOT_APPLICABLE,GAP,WEAK,LOW,MEDIUM,MEDIUM,RESEARCH_REQUIRED,VKM-SRC-023,VKM-SRC-023 p.37 (rendered p.37; §2.4),EV-VN-S023-0187;EV-VN-S023-0188,,DOCX_TEXT,EXACT,,HYD-CF12,"Ссылки [28, 29]; [29] — статья о рециркуляции воздуха (несоответствие ссылки и утверждения, EV-VN-S023-0534). Рудник, период и метод измерения UNKNOWN → не использовать как SITE_SPECIFIC приток СКРУ-1. Противоречит тезису о «сухих» соляных рудниках без естественного притока (HYD-CF12)."
