model_id,name_ru,physical_meaning_ru,math_class,equation_plain,equation_latex,variables,assumptions,scale,site_applicability,source_ids,locator,origin,cited_primary,known_variants,conflicting_forms,legibility,intended_role,future_execution,status,confidence,vn_ids,record_kinds,n_records,extraction_methods,group,notes
MM-INSAR-018,Метод малых базовых линий SBaS (временные ряды InSAR),Сеть интерферограмм с ограничением перпендикулярного и временного базиса инвертируется в ряд смещений на даты съёмки и среднюю скорость; атмосфера фильтруется во времени.,INVERSE,"описание (уравнения не приведены): сеть пар с |B⊥|, |Δt| ≤ порогов → МНК/SVD-инверсия в ряд смещений; ≥12–15 снимков",,"[""stack >= 12-15 SAR images"", ""DEM"", ""orbits""]",Атмосфера медленно меняется в пространстве и быстро во времени.,NOT_APPLICABLE,GENERAL_METHOD,VKM-SRC-003,"VKM-SRC-003 p.22 (печ. 22) [§1.2.1, Рис. 1.3]",CITED_IN_SOURCE,"[38, 65] в VKM-SRC-003 (Berardino et al. 2002 — не проверено в корпусе)","MM-INSAR-019 (IPTA), MM-INSAR-021/-022 (Std/Step)",,NO_EQUATION_METHOD_DESCRIPTION,Метод получения рядов InSAR (редукция данных),OBSERVATION_OPERATOR,FACT,HIGH,EV-VN-S003-0075,subsidence_method,1,TEXT_LAYER,InSAR processing,Первичная публикация SBAS в корпусе отсутствует.
MM-INSAR-019,"Метод IPTA (анализ точечных целей, GAMMA): итеративная регрессия высоты, смещения и атмосферы; опорная точка","Для точечных отражателей итеративно уточняются модели высоты, смещения и атмосферы; СКО фазы регрессии — критерий отбраковки; опорная точка в стабильной области.",INVERSE,"описание (уравнения не приведены): φ_ij = f(Δh, v, atm) → регрессия по стеку; большой стек — нелинейная регрессия без развёртки",,"[""SAR stack"", ""refined orbit files"", ""pair list (spatial/temporal baseline limits)"", ""DEM in master geometry"", ""layover-shadow map""]",Опорная точка стабильна; малые стеки требуют развёртки.,NOT_APPLICABLE,"OTHER_VKM_SITE (Березники, §3.3)",VKM-SRC-003,"VKM-SRC-003 p.24 (печ. 24) [§1.2.3, Рис. 1.4 (стр.24-25)]; VKM-SRC-003 p.26 (печ. 26) [§1.2.3 IPTA, стр.26-27]",CITED_IN_SOURCE,"[88] в VKM-SRC-003 (Werner et al. 2003/2004, GAMMA)",,,NO_EQUATION_METHOD_DESCRIPTION,Метод рядов PS,OBSERVATION_OPERATOR,FACT,HIGH,EV-VN-S003-0082;EV-VN-S003-0087,subsidence_method,2,TEXT_LAYER,InSAR processing,
MM-INSAR-020,"Метод смещений пикселей (offset tracking, кросс-корреляция амплитуд)",Сдвиг участков одного снимка относительно другого определяется кросс-корреляцией амплитуд в окнах; точность ~1/20 пикселя; для смещений метрового масштаба.,STATISTICAL,описание: argmax корреляции амплитуд в скользящих окнах (напр. 256×128 пикс.) → смещения по азимуту и дальности,,"[""coregistered SAR amplitude images""]",Орбитальная составляющая удалена; для S1A азимут/дальность ≈ N/E.,NOT_APPLICABLE,NON_VKM (Турция 2023); для ВКМ — только крупные провалы,VKM-SRC-003,"VKM-SRC-003 p.28 (печ. 28) [§1.3 метод офсетов, стр.28-29]",CITED_IN_SOURCE,"[17, 41, 63, 84, 89] в VKM-SRC-003",,,NO_EQUATION_METHOD_DESCRIPTION,CONTEXT_ONLY (амплитуды оседаний СКРУ-1 ниже чувствительности),CONTEXT_ONLY,FACT,HIGH,EV-VN-S003-0093,subsidence_method,1,TEXT_LAYER,InSAR processing,
MM-INSAR-021,"Авторская стратегия развёртки Std: маска когерентности γ<0.2, веса γ, удаление регионального линейного/квадратичного тренда","Развёртка только при γ>0.2 с весами γ; региональный фон (ионосфера/атмосфера) удаляется полиномом, что удаляет и реальную длинноволновую деформацию.",STATISTICAL,"описание: mask(γ<0.2); weights = γ; U ← U − P1/P2(x,y) (линейный/квадратичный тренд)",,"[""coherence map"", ""wrapped interferogram""]","Градиент < λ/2 на пиксель (1,5 см для TSX).",NOT_APPLICABLE,"OTHER_VKM_SITE (Березники, TSX); рекомендован для Березников и по аналогии Соликамска (VKM-SRC-003 выводы гл.3)",VKM-SRC-003,"VKM-SRC-003 p.35 (печ. 35) [§2.2 (метод Std, развертка)]; VKM-SRC-003 p.75 (печ. 75) [Выводы по главе 3, p.75]",ORIGINAL_SOURCE,Бабаянц (диссертация) §2.2,MM-INSAR-022 (Step); MM-INSAR-011 (удаление плоскости),,NO_EQUATION_METHOD_DESCRIPTION,Метод получения карт смещений; ограничение: длинноволновая часть мульды теряется,OBSERVATION_OPERATOR,MODEL_CHOICE,HIGH,EV-VN-S003-0119;EV-VN-S003-0276,engineering_rule;subsidence_method,2,TEXT_LAYER,InSAR processing,
MM-INSAR-022,"Авторская итеративная развёртка Step (мультилукинг ×5 → развёртка → фильтрация → вычитание, ~3 итерации)",Итеративное построение опорной фазовой модели позволяет получить смещения и при γ ниже порога; в больших некогерентных зонах возможны знакопеременные артефакты (СКРУ-2).,OTHER,описание: φ_ref ← Σ_k unwrap(filter(multilook_5(φ − wrap(φ_ref)))) (≈3 итерации); затем развёртка φ по φ_ref,,"[""differential interferogram (Std steps 1-6)"", ""reference point (non-deforming, coherent)""]",Опорная точка — недеформируемая и когерентная.,NOT_APPLICABLE,"OTHER_VKM_SITE (Березники, СКРУ-2 — артефакты)",VKM-SRC-003,"VKM-SRC-003 p.37 (печ. 37) [§2.2 метод Step (стр.37-38)]; VKM-SRC-003 p.75 (печ. 75) [Выводы по главе 3, p.75]",ORIGINAL_SOURCE,Бабаянц (диссертация) §2.2,MM-INSAR-021 (Std),,NO_EQUATION_METHOD_DESCRIPTION,Метод получения карт смещений,OBSERVATION_OPERATOR,MODEL_CHOICE,HIGH,EV-VN-S003-0130;EV-VN-S003-0276,engineering_rule;subsidence_method,2,TEXT_LAYER,InSAR processing,
MM-INSAR-023,Открытая цепочка DInSAR Sentinel-1 (ESA SNAP + SNAPHU + QGIS),"Попарная DInSAR: корегистрация, интерферограмма, удаление топофазы, мультилук, фильтр Гольдштейна, развёртка SNAPHU, PhaseToDisplacement; LOS→вертикаль не описан.",OTHER,описание цепочки (рис.4–5): Apply-Orbit-File → Back-Geocoding → ESD → Interferogram → TOPSAR-Deburst → TopoPhaseRemoval → Multilook → Goldstein → SNAPHU → PhaseToDisplacement,,"[""Sentinel-1 IW SLC pairs (master=earlier, slave=later)"", ""precise orbits"", ""DEM for topographic phase removal (not named)""]","Стандартные настройки SNAP; без атмосферной коррекции; выход назван «вертикальным», хотя PhaseToDisplacement даёт LOS.",NOT_APPLICABLE,NON_VKM (Санкт-Петербург),VKM-SRC-007,"VKM-SRC-007 p.6 (печ. 404) [Рис. 3, Рис. 4 (блок-схема), Рис. 5 (SNAP graphs)]",ORIGINAL_SOURCE,Ширшова 2020,,«вертикальное» смещение в источнике фактически LOS (преобразование не описано),NO_EQUATION_METHOD_DESCRIPTION,Документированный открытый оператор обработки (шаблон для будущей обработки),OBSERVATION_OPERATOR,FACT,HIGH,EV-VN-S007-0020,subsidence_method,1,VISUAL_READ,InSAR processing,
MM-INSAR-024,Классическая цепочка интерферометрического построения ЦМР,"Цепочка для топографии (не для смещений): фокусировка, совмещение, интерферограмма, фильтрация, развёртка, коррекция орбиты, пересчёт фазы в высоты.",OTHER,описание цепочки (рис.1): фокусировка → совмещение → интерферограмма → удаление «лишней» фазы → фильтрация → развёртка → коррекция орбиты → фаза→высоты → ЦМР,,"[""two SAR acquisitions (master, slave)""]",,NOT_APPLICABLE,NON_VKM (Кузбасс),VKM-SRC-008,VKM-SRC-008 p.2 (печ. 142) [Рис. 1 Этапы интерферометрической обработки снимков],CITED_IN_SOURCE,Шокин и др. 2016,,,NO_EQUATION_METHOD_DESCRIPTION,"CONTEXT_ONLY (ЦМР, не деформации)",CONTEXT_ONLY,FACT,HIGH,EV-VN-S008-0004,subsidence_method,1,VISUAL_READ,InSAR processing,
MM-INSAR-025,Проекция сдвиговых и вертикальных смещений разлома на дальность/азимут и LOS; обратная оценка по одной орбите при U_up≈0,"Для сейсмических разрывов: R = U_ss·sinβ, Az = U_ss·cosβ; U_LOS = U_up·cosθ ∓ R·sinθ; при нулевой вертикали R ≈ ∓U_LOS/sinθ.",ALGEBRAIC,R = U_SS·sinβ; A_Z = U_SS·cosβ; U_LOS^asc = U_UP·cosθ − R·sinθ; U_LOS^des = U_UP·cosθ + R·sinθ (5.1); R_asc ≈ −U_LOS^asc/sinθ; R_des ≈ U_LOS^des/sinθ (5.2),"R=U_{SS}\sin\beta,\ A_Z=U_{SS}\cos\beta;\ U^{asc}_{LOS}=U_{UP}\cos\theta-R\sin\theta;\ U^{des}_{LOS}=U_{UP}\cos\theta+R\sin\theta","β:angle between satellite orbit and fault strike, clockwise from flight direction[deg]; Uss:strike-slip displacement on fault sides[m]; Uup:vertical displacement on fault sides[m]; R:displacement perpendicular to orbit (range)[m]; Az:displacement along flight direction (azimuth)[m]; θ:radar incidence (look) angle[deg]",Знаковое соглашение меняется с направлением полёта; (5.2) только при U_up≈0; θ меняется 30–46° по полосе S1.,NOT_APPLICABLE,"NON_VKM (землетрясение, Турция 2023)",VKM-SRC-003,"VKM-SRC-003 p.101 (печ. 101) [формула (5.1), рис. 5.2]; VKM-SRC-003 p.105 (печ. 105) [формула (5.2), §5.2.2]",ORIGINAL_SOURCE,Бабаянц (диссертация) гл.5,MM-INSAR-012,опечатка «≈=» в (5.2),CLEAR,CONTEXT_ONLY; напоминание о зависимости θ от пикселя,CONTEXT_ONLY,FACT,HIGH,EV-VN-S003-0373;EV-VN-S003-0379,formula,2,OCR_VISUALLY_CONFIRMED,InSAR / fault geometry,
MM-INSAR-026,"Пересчёт LOS в вертикальную компоненту УМНОЖЕНИЕМ на косинус угла съёмки (как напечатано, Старобин)","Источник утверждает, что вертикальная компонента получена умножением LOS-смещений на cos угла съёмки; при чисто вертикальном движении корректна обратная операция (деление).",ALGEBRAIC,d_vert = d_LOS × cos(θ)  [as printed: 'значения смещений вдоль луча радиолокатора умножаются на косинус угла съемки'],d_{v} = d_{LOS}\cos\theta,d_LOS:displacement along radar line of sight[m]; θ:'угол съемки' (look/incidence angle; value not printed)[deg]; d_vert:vertical component[m],Чисто вертикальное движение; одна геометрия COSMO-SkyMed; угол съёмки не напечатан.,NOT_APPLICABLE,OTHER_POTASH_SITE (Старобинское; аналог),VKM-SRC-009,VKM-SRC-009 p.4 (печ. 68) [§8 Преобразование фазы в смещения]; VKM-SRC-009 p.3 (печ. 67) [Рис. 2 Блок-схема обработки в ENVI+SARscape; §1–8],ORIGINAL_SOURCE,"Горский, Хоменков 2012 (§8)","MM-INSAR-014 (деление на cos θ — VKM-SRC-003, VKM-SRC-004)","КОНФЛИКТ ФОРМЫ с MM-INSAR-014: d_v = d_LOS·cosθ (VKM-SRC-009) vs d_v = d_LOS/cosθ (VKM-SRC-003 ф.(1.7), VKM-SRC-004). Текстовый слой p.4 подтверждает «умножаются на косинус» (проверено этим потоком). Значения вертикальных смещений VKM-SRC-009 могут быть занижены; не усреднять.",CLEAR,Только как свидетельство неоднородности операторов в литературе; не использовать,CONTEXT_ONLY,ANALOGUE,HIGH,EV-VN-S009-0023;EV-VN-S009-0015,formula;subsidence_method,2,OCR_VISUALLY_CONFIRMED;VISUAL_READ,InSAR LOS geometry,"Проверка: $VKM_WORK/corpus/VKM-SRC-009/p0004.txt строки 70–74 — текстовый слой подтверждает умножение LOS-смещений на косинус угла съёмки (дословно — FVC-001, колонка quote)."
MM-INSAR-027,"Одиночная пара X-диапазона DInSAR с опорной ЦМР из InSAR (ENVI+SARscape, COSMO-SkyMed) и построение ЦМР",Цепочка: импорт → базис → интерферограмма с ЦМР → фильтр Гольдштейна/когерентность → развёртка → GCP-уточнение и перевыравнивание → фаза в смещения и геокодирование; опорная ЦМР построена InSAR-парой с B⊥=627 м.,OTHER,"описание (рис.2, рис.4): Import → Multi Baseline → Interferogram (with DEM) → Goldstein+coherence → Unwrapping → GCP Refinement/Re-flattening → Phase to Displacement & Geocoding; ЦМР: Interferogram without DEM → Flattening → … → Phase to height",,"[""COSMO-SkyMed SLC pair 2011-09-23 (master) / 2011-10-06 (slave)"", ""reference DEM from pair 2011-09-19 / 2011-10-06 (in azimuth/slant-range geometry)"", ""19 GCPs (no geodetic coordinates)""]","Только вертикальное движение; 19 GCP вне зон смещений считаются стабильными; сравнение с 5 GPS-точками; точность ЦМР 1,44 м (6 GPS).",NOT_APPLICABLE,OTHER_POTASH_SITE (Старобинское; аналог),VKM-SRC-009,VKM-SRC-009 p.3 (печ. 67) [Рис. 2 Блок-схема обработки в ENVI+SARscape; §1–8]; VKM-SRC-009 p.5 (печ. 69) [Рис. 4 Технология построения ЦМР],ORIGINAL_SOURCE,"Горский, Хоменков 2012","MM-INSAR-023 (SNAP), MM-INSAR-024 (цепочка ЦМР)",см. MM-INSAR-026 (знак операции LOS→вертикаль),NO_EQUATION_METHOD_DESCRIPTION,Аналог цепочки обработки; CONTEXT_ONLY,CONTEXT_ONLY,ANALOGUE,HIGH,EV-VN-S009-0015;EV-VN-S009-0030,subsidence_method,2,VISUAL_READ,InSAR processing,
MM-INSAR-028,"Семейства методов обработки InSAR: DInSAR (1 пара), SBaS (≥3 снимков, две инверсии с атмосферной коррекцией), PS (≥30 снимков)","Классификация методов по числу снимков и продукту: карта смещений за период между съёмками (DInSAR) или средние скорости/ряды (SBaS, PS).",INVERSE,описание: DInSAR: интерферограмма → фильтр+когерентность → развёртка → орбитальная коррекция → фаза→смещение; SBaS: … → первая инверсия → вторая инверсия (атмосферная коррекция) → ортотрансформирование → геокодирование; PS — те же стадии на точечных целях,,"[""DInSAR: 1 pair, days to ~2 weeks apart"", ""SBAS: >=3 images"", ""PS: >=30 images""]",SBaS/PS — динамика за месяцы–годы.,NOT_APPLICABLE,NON_VKM (Кузбасс); метод — GENERAL_METHOD,VKM-SRC-010,"VKM-SRC-010 p.3 (печ. 36) [Методы DInSAR, SBaS, PS]",CITED_IN_SOURCE,[4-5] в VKM-SRC-010,"MM-INSAR-018 (SBaS), MM-INSAR-019 (IPTA/PS)",,NO_EQUATION_METHOD_DESCRIPTION,Методический контекст оператора наблюдения,OBSERVATION_OPERATOR,FACT,HIGH,EV-VN-S010-0007,subsidence_method,1,TEXT_LAYER,InSAR processing,
MM-INV-001,Регуляризованная линейная МНК-инверсия распределения подвижки по элементам разлома (функции Грина),Подвижки по K элементам подбираются минимизацией невязки смещений по дальности/азимуту + штрафы за отклонение от заданного угла подвижки и от средней подвижки.,INVERSE,1/(N1+N2)*( sum_j (R_j - sum_i (D_i r^d_ij + S_i r^s_ij))^2 + sum_j (Az_j - sum_i (D_i a^d_ij + S_i a^s_ij))^2 ) + beta/K * sum_i (D_i cos(rake) - S_i sin(rake))^2 + gamma/K * ( sum_i (D_i - Dbar)^2 + sum_i (S_i - Sbar)^2 ) = min,"\frac{1}{N_1+N_2}\Big(\sum_{j=1}^{N_1}(R_j-\sum_{i=1}^{K}(D_i r^d_{i,j}+S_i r^s_{i,j}))^2+\sum_{j=1}^{N_2}(Az_j-\sum_{i=1}^{K}(D_i a^d_{i,j}+S_i a^s_{i,j}))^2\Big)+\frac{\beta}{K}\sum_{i=1}^{K}(D_i\cos(rake)-S_i\sin(rake))^2+\frac{\gamma}{K}\Big(\sum_{i=1}^{K}(D_i-\bar D)^2+\sum_{i=1}^{K}(S_i-\bar S)^2\Big)=\min","R_j:slant-range displacement at N1 points (north of 37.4°N)[m]; Az_j:azimuth displacement at N2 points (south of 37.0°N)[m]; D_i, S_i:dip- and strike-slip on K=58 elements (unknowns)[m]; r^d_ij, r^s_ij, a^d_ij, a^s_ij:range/azimuth displacement at point j from unit dip/strike slip on element i (Green's functions)[m]; β, γ:regularization weights (rake closeness; closeness to mean slip); solution with β=γ=0.1[-]; D̄, S̄:mean dip/strike slip over rupture[m]",Линейно-упругая изотропная среда; суперпозиция дислокационных решений; β=γ=0.1.,NOT_APPLICABLE,NON_VKM (сейсмология),VKM-SRC-003,"VKM-SRC-003 p.109 (печ. 109) [формула (5.3)]; VKM-SRC-003 p.108 (печ. 108) [§5.3, угол подвижки]",CITED_IN_SOURCE,"[26, 45] в VKM-SRC-003","угол подвижки rake_i = tg(D_i/S_i) (напечатано «tg», физически arctg)",опечатка tg vs arctg в определении rake,CLEAR,Шаблон регуляризованной инверсии InSAR с функциями Грина (для будущей задачи идентификации источников над выработками — только методически),RESEARCH_REQUIRED,FACT,HIGH,EV-VN-S003-0387;EV-VN-S003-0386,formula,2,OCR_VISUALLY_CONFIRMED,Inverse problems,Будущая инверсия не должна использовать данные оценки (правило проекта).
MM-INV-002,Подбор параметров модели мульды по данным InSAR (одна/несколько орбит) и наземной геодезии,"Надёжнее выделять мульду не прямым пересчётом LOS, а подбором параметров параметрической модели мульды (глубина, размер, скорость подвигания) по наилучшему совпадению с LOS.",INVERSE,описание: p* = argmin_p ||U_LOS^obs − G(p)||² по одной или нескольким орбитам (+ геодезия),,"[""InSAR LOS (1+ orbits)"", ""levelling/geodesy"", ""mining parameters""]",Модель геометрии мульды как функции параметров разработки достаточно детальна.,NOT_APPLICABLE,GENERAL_METHOD,VKM-SRC-003,VKM-SRC-003 p.96 (печ. 96) [§4.2.6],ORIGINAL_SOURCE,"Бабаянц (диссертация) §4.2.6; примеры [16, 23, 24]",MM-INV-001,,NO_EQUATION_METHOD_DESCRIPTION,Архитектура «прямой оператор + ассимиляция»; калибровка отделяется от данных оценки,RESEARCH_REQUIRED,MODEL_CHOICE,HIGH,EV-VN-S003-0366,subsidence_method,1,TEXT_LAYER,Inverse problems,Запрещено в текущей фазе как калибровка.
MM-IS-001,"Степень нагружения технологического междупластья C_мп = Q_мп/P_мп: нагрузка Q_мп = 0,4γH(h_мп + (h₁+h₂)/2)/h_мп, несущая способность P_мп = K_гл·K_ф·σ̄_сж,мп, K_ф = 0,85(1 + 1,06·2h/(a₁+a₂))","Аналог «степени нагружения целика» для горизонтальной потолочины между сближенными пластами при нисходящей отработке; пласты «несближенные» при C_мп ≤ 0,2.",ALGEBRAIC,"C_мп = Q_мп/P_мп (7.26); несближенные при C_мп ≤ 0,2 (7.27); Q_мп = 0,4·γ·H·(h_мп + (h₁ + h₂)/2)/h_мп, H = H₁ + h₁, h_мп = H₂ − H₁ − h₁ (7.29); P_мп = K_гл·K_ф·σ̄_сж,мп (7.30); K_ф = 0,85(1,0 + 1,06·2h/(a₁ + a₂)) (7.32; h — по смыслу h_мп)","Q_{мп}=0{,}4\gamma H\left(h_{мп}+\frac{h_1+h_2}{2}\right)/h_{мп}",Q_mp:load on interseam[MPa]; gamma:unit weight[МН/м3 (implied)]; H1:depth from surface to roof of upper mined seam[m]; H2:depth to roof of lower mined seam[m]; h1:upper chamber height at mid-span[m]; h2:lower chamber height[m]; h_mp:interseam thickness[m],"Нисходящий порядок отработки сближенных сильвинитовых пластов; K_гл — по табл. 7.2 (Н.О.); σ̄_сж,мп — параллельно напластованию; коэффициент 0,4 при γH — выбор методики.",DESIGN,VKM_REGIONAL (методика; пример расчёта — СКРУ-3); прямо относится к паре пластов АБ/КрII СКРУ-1 как проектное правило,VKM-SRC-014,"VKM-SRC-014 p.193 (печ. 193) [§7.3, (7.26)-(7.27)]; VKM-SRC-014 p.194 (печ. 194) [§7.3, (7.29), Рис. 7.13]; VKM-SRC-014 p.194 (печ. 194) [§7.3, (7.30)]; VKM-SRC-014 p.195 (печ. 195) [§7.3, (7.32)]",CITED_IN_SOURCE,учебная методика (регламент — не указан),MM-IS-002; группа Pillar loading (степень нагружения МКЦ),в (7.32) напечатано «h» вместо h_мп,CLEAR,Нагрузка/несущая способность междупластья (CONSTRAINT_CHECK многопластового взаимодействия),CONSTRAINT_CHECK,FACT,HIGH,EV-VN-S014-1069;EV-VN-S014-1072;EV-VN-S014-1074;EV-VN-S014-1076,formula,4,OCR_VISUALLY_CONFIRMED,Interseam stability,VKM-SRC-014 прямо указывает: методики практикума учебные; для реальных расчётов — действующие регламенты предприятий (EV-VN-S014-0012). 
MM-IS-002,"Время устойчивого состояния технологического междупластья: расслоение при ε_мп(t_мп) = ε*_мп; ε*_мп = 0,3h_мп/min(a₁,a₂); t_мп = ε*_мп/ε̇_мп","Междупластье расслаивается, когда накопленная продольная деформация (установившаяся ползучесть CL-03) достигает критической.",ALGEBRAIC,"ε_мп(t_мп) = ε*_мп (7.28); ε*_мп = 0,3·h_мп/min{a₁, a₂} [%] (7.33); t_мп = ε*_мп/ε̇_мп [сут] (7.36)",,eps_mp:longitudinal (horizontal) strain of interseam[%]; eps*_mp:critical longitudinal strain[%]; t_mp:time of stable state of interseam[days/years],"Только нисходящий порядок (восходящий — нештатные условия, нужно численное моделирование + натурные данные); установившаяся ползучесть.",DESIGN,VKM_REGIONAL,VKM-SRC-014,"VKM-SRC-014 p.193 (печ. 193) [§7.3, (7.28)]; VKM-SRC-014 p.195 (печ. 195) [§7.3, (7.33)]; VKM-SRC-014 p.196 (печ. 196) [§7.3, (7.35)-(7.36)]; VKM-SRC-014 p.196 (печ. 196) [§7.3]",CITED_IN_SOURCE,учебная методика,"MM-CREEP-003 (скорость ползучести междупластья, CL-03)","обозначение ε*_мп используется и для критической деформации (7.33), и (в печати) для скорости (7.34)",CLEAR,CONSTRAINT_CHECK: время до расслоения междупластья,CONSTRAINT_CHECK,FACT,HIGH,EV-VN-S014-1071;EV-VN-S014-1078;EV-VN-S014-1081;EV-VN-S014-1082,engineering_rule;formula,4,OCR_VISUALLY_CONFIRMED;TEXT_LAYER,Interseam stability,VKM-SRC-014 прямо указывает: методики практикума учебные; для реальных расчётов — действующие регламенты предприятий (EV-VN-S014-0012). 
MM-LAB-001,"Масштабно-формовой коэффициент прочности соляных образцов ВКМ (УФ ВНИИГ): K = 0,65 + 0,70(d/h), K = σ_сж(h/d)/σ_сж(h/d=2)",Приведение прочности образца произвольной формы к стандартному (h/d = 2); по авторам применимо и для целиков; наименьшая погрешность среди четырёх формул (+13/−11 %).,ALGEBRAIC,K = 0.65 + 0.70*(d/h);  K = sigma_c(h/d) / sigma_c(h/d=2),"K = 0{,}65 + 0{,}70\left(\frac{d}{h}\right),\quad K = \frac{\sigma_{сж}^{h/d}}{\sigma_{сж}^{h/d=2}}",K:отношение прочности образца с произвольным h/d к прочности стандартного образца h/d=2[—]; d:диаметр (поперечный размер) образца[—]; h:высота образца[—]; σсж:предел прочности при одноосном сжатии[МПа],Сильвинит и каменная соль ВКМ; каждая точка — среднее ≥5 образцов.,LAB (авторы допускают перенос на целики),VKM_REGIONAL,VKM-SRC-037,"VKM-SRC-037 p.10 (печ. 19) [§1.2.1, эмпирическая зависимость σсж(h/d)]; VKM-SRC-037 p.11 (печ. 20) [Табл. 1.1, строка 4 (рекомендация УФ ВНИИГ)]",ORIGINAL_SOURCE,"VKM-SRC-037 §1.2.1, табл. 1.1","MM-LAB-002 (МБМГП), MM-LAB-003 (ВНИМИ), MM-LAB-004 (Церн); K₄ в несущей способности целика (MM-PILLAR-002)","погрешности альтернатив на солях ВКМ: до −40…−54 % (МБМГП), −22…−35 % (ВНИМИ), +17/−30 % (Церн)",CLEAR,Пересчёт лабораторных прочностей к стандартной форме; форм-фактор целиков (LAB→DESIGN с явной записью переноса),ANALYTICAL,FACT,HIGH,EV-VN-S037-0119;EV-VN-S037-0129,formula,2,OCR_VISUALLY_CONFIRMED,Lab: specimen shape effect,VKM-SRC-037 (1990/1992) — нормативно-методическое руководство; более поздние Указания (2014/2017/2022) могут отличаться. 
MM-LAB-002,"Приведение прочности разновысоких образцов — рекомендация Международного бюро по механике горных пород: σ_N = 9σ_d/(7 + 2d/h); линеаризованно K = 0,89 + 0,22(d/h)",Альтернативная формула формы; на солях ВКМ занижает до 40–54 %.,ALGEBRAIC,"sigma_N = 9*sigma_d/(7 + 2*d/h);  K = 0.89 + 0.22*(d/h) (linearized, *)","\sigma_N=\frac{9\sigma_d}{7+2d/h};\;K=0.89+0.22\,(d/h)^{*}","σN:прочность, приведённая к стандартному образцу (не расшифровано в тексте)[МПа]; σd:прочность образца с данным d/h (не расшифровано)[МПа]; d/h:отношение диаметра к высоте образца[-]; K:σсж(h/d)/σсж(h/d=2)[-]",Линеаризация под K = 1 при h/d = 2 (примечание таблицы).,LAB,GENERAL_METHOD (проверено на солях ВКМ),VKM-SRC-037,"VKM-SRC-037 p.11 (печ. 20) [Табл. 1.1, строка 1 (рекомендация Международного бюро по механике горных пород)]",CITED_IN_SOURCE,Международное бюро по механике горных пород (без ссылки),MM-LAB-001,см. MM-LAB-001,CLEAR,CONTEXT_ONLY,CONTEXT_ONLY,FACT,HIGH,EV-VN-S037-0126,formula,1,OCR_VISUALLY_CONFIRMED,Lab: specimen shape effect,VKM-SRC-037 (1990/1992) — нормативно-методическое руководство; более поздние Указания (2014/2017/2022) могут отличаться. 
MM-LAB-003,"Приведение прочности — рекомендация ВНИМИ: K = 0,754 + 0,496(d/h)",Альтернативная линейная формула формы.,ALGEBRAIC,K = 0.754 + 0.496*(d/h),"K=0.754+0.496\,(d/h)",K:σсж(h/d)/σсж(h/d=2)[-]; d/h:диаметр/высота[-],,LAB,GENERAL_METHOD,VKM-SRC-037;VKM-SRC-025,"VKM-SRC-037 p.11 (печ. 20) [Табл. 1.1, строка 2 (рекомендация ВНИМИ)]; VKM-SRC-025 p.67 (печ. 67) [формула (3.3)]",CITED_IN_SOURCE,ВНИМИ (без ссылки),MM-LAB-001,знак первой погрешности («3») не напечатан,CLEAR,CONTEXT_ONLY,CONTEXT_ONLY,FACT,HIGH,EV-VN-S037-0127;EV-VN-S025-0343,formula,2,OCR_VISUALLY_CONFIRMED,Lab: specimen shape effect,VKM-SRC-037 (1990/1992) — нормативно-методическое руководство; более поздние Указания (2014/2017/2022) могут отличаться. 
MM-LAB-004,Коэффициент формы Церна: K = √(2d/h),Альтернативная степенная формула формы.,ALGEBRAIC,K = sqrt(2*d/h),K=\sqrt{2d/h},K:σсж(h/d)/σсж(h/d=2)[-],,LAB,GENERAL_METHOD,VKM-SRC-037;VKM-SRC-025,"VKM-SRC-037 p.11 (печ. 20) [Табл. 1.1, строка 3 (коэффициент Церна)]; VKM-SRC-025 p.67 (печ. 67) [формула (3.1)]",CITED_IN_SOURCE,Церн (без ссылки),MM-LAB-001,,CLEAR,CONTEXT_ONLY,CONTEXT_ONLY,FACT,HIGH,EV-VN-S037-0128;EV-VN-S025-0341,formula,2,OCR_VISUALLY_CONFIRMED,Lab: specimen shape effect,VKM-SRC-037 (1990/1992) — нормативно-методическое руководство; более поздние Указания (2014/2017/2022) могут отличаться. 
