node_id,label_ru,layer,layer_name,node_class,scenario,branch,state_variables,worldspec_link,process_ids,status,scope,scale,confidence,source_ids,locator,vn_ids,quote_check,notes
OR_VZT_DAMAGE,"Зоны трещин в ВЗТ (сдвиг от кромки, растяжение у верха)",9,overburden_response,physical,NORMAL,damage,"Kt, зоны",physics.processes,PC-34,DERIVATION,SKRU1_SKRU2_PILLAR,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,VKM-SRC-035;VKM-SRC-012,VKM-SRC-035 p.3 (текст p.3; рис. 2б); VKM-SRC-012 p.108 (§4.2 p.108),EV-VN-S035-0013;EV-VN-S012-0585,NOT_FOUND,constraint / шлюз аварии
OR_FAULT_LOCAL,Локализация деформаций в разломной зоне,9,overburden_response,physical,NORMAL,main,Δu в зоне,physics.processes,PC-35,FACT,SKRU1,NOT_APPLICABLE,HIGH,VKM-SRC-011,VKM-SRC-011 p.130 (стр. 259); VKM-SRC-011 p.32 (текст с.62),EV-VN-S011-2090;EV-VN-S011-0570,EXACT,
OR_INTERMINE,Суперпозиция мульд над межрудничным целиком (СКРУ-1/СКРУ-2),9,overburden_response,physical,NORMAL,main,u над целиком,physics.processes,PC-36,FACT,SKRU2,MASSIF,MEDIUM,VKM-SRC-012,VKM-SRC-012 p.50 (§2.3); VKM-SRC-012 p.14 (§1.1),EV-VN-S012-0237;EV-VN-S012-0025,EXACT,
surface_displacement,"Смещение земной поверхности u_s(x,y,t) (вертикальная и горизонтальные компоненты)",10,surface,physical,NORMAL,main,"u_E, u_N, u_U",observations (latent_state_link),PC-67;PC-68,FACT,SKRU1,FIELD,HIGH,VKM-SRC-012;VKM-SRC-011;VKM-SRC-037,VKM-SRC-012 p.104 (§4.2 p.104); VKM-SRC-011 p.131 (Рис. 4.7б); VKM-SRC-037 p.169 (формула (8.135)),EV-VN-S012-0564;EV-VN-S011-2097;EV-VN-S037-0925,EXACT,целевой латентный узел
SD_STRAIN,"Наклоны, кривизна, горизонтальные деформации поверхности",10,surface,surface_derived,NORMAL,main,"i, K, ε",observations,PC-69,FACT,VKM_REGIONAL,DESIGN,MEDIUM,VKM-SRC-012;VKM-SRC-024,"VKM-SRC-012 p.55 (формула (2.3)); VKM-SRC-024 p.74 (формула (7), pp.74-75)",EV-VN-S012-0262;EV-VN-S024-0196,NOT_FOUND,
SD_CRACKS,Трещины растяжения и суффозионные провалы у краёв мульды,10,surface,surface_derived,NORMAL,main,ε > ε_пред,observations,PC-70,ANALOGUE,BKPRU1,FIELD,LOW,VKM-SRC-011,VKM-SRC-011 p.36 (текст с.70-71),EV-VN-S011-0681,EXACT,БКПРУ-1
H_HEADS,"Напоры надсолевых горизонтов (режим, сезонность)",7,physical_evolution,physical,NORMAL,hydro,"h(x,y,z,t)",physics.processes,PC-41,FACT,VKM_REGIONAL,FIELD,MEDIUM,VKM-SRC-011;VKM-SRC-014,VKM-SRC-011 p.38 (текст с.74); VKM-SRC-014 p.21 (§1.4),EV-VN-S011-0701;EV-VN-S014-0291,EXACT,
H_EFF_STRESS,Эффективные напряжения и консолидация покровных отложений,8,deep_displacement,physical,NORMAL,hydro,"σ′, p",physics.processes,PC-42,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,LOW,VKM-SRC-023;VKM-SRC-006,"VKM-SRC-023 p.39 (Выводы по гл.2, rendered p.39); VKM-SRC-006 p.24 (§2.2, п. 3.1, с. 24)",EV-VN-S023-0197;EV-VN-S006-0055,EXACT,
H_WCF,Водопроводящие трещины через ВЗТ,9,overburden_response,physical,ACCIDENT,hydro,проницаемость,physics.processes,PC-43,FACT,VKM_REGIONAL,MASSIF,MEDIUM,VKM-SRC-012;VKM-SRC-021,"VKM-SRC-012 p.5 (Введение, Актуальность); VKM-SRC-021 p.1 (введение)",EV-VN-S012-0003;EV-VN-S021-0008,EXACT,ACCIDENT
H_INFLOW,Приток вод/рассолов в выработки,9,overburden_response,physical,ACCIDENT,hydro,Q(t),physics.processes; chronology.events,PC-43;PC-44,FACT,OTHER_VKM_SITE,FIELD,MEDIUM,VKM-SRC-025;VKM-SRC-023,VKM-SRC-025 p.20 (§1.3); VKM-SRC-023 p.37 (rendered p.37; §2.4),EV-VN-S025-0144;EV-VN-S023-0187,NOT_FOUND,ACCIDENT
H_DISSOLUTION,"Растворение соли (МКЦ, кровля, почва), техногенный карст",9,overburden_response,physical,ACCIDENT,hydro,V_раств,physics.processes,PC-45,FACT,BKPRU1,FIELD,MEDIUM,VKM-SRC-038;VKM-SRC-025,VKM-SRC-038 p.1 (вводный абзац); VKM-SRC-025 p.16 (§1.3),EV-VN-S038-0005;EV-VN-S025-0125,NOT_FOUND,ACCIDENT
H_FLOODING,Затопление рудника,9,overburden_response,physical,ACCIDENT,hydro,V_воды(t),chronology.events,PC-44,FACT,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,VKM-SRC-011,VKM-SRC-011 p.148 (Прилож. 2),EV-VN-S011-2728,EXACT,ACCIDENT
H_SINKHOLE,Карстовая полость и провал,9,overburden_response,physical,ACCIDENT,hydro,геометрия провала,chronology.events,PC-45,FACT,SKRU2,FIELD,MEDIUM,VKM-SRC-038;VKM-SRC-012,"VKM-SRC-038 p.2 (с. 241, 1–2 колонки); VKM-SRC-012 p.44 (§2.2)",EV-VN-S038-0011;EV-VN-S012-0216,NOT_FOUND,ACCIDENT
T_MINE_CLIMATE,Микроклимат выработок (сезонные T и влажность воздуха),6,backfill,physical,NORMAL,thermal,"T_air, RH",physics.processes,PC-51,FACT,VKM_REGIONAL,FIELD,MEDIUM,VKM-SRC-037;VKM-SRC-033,VKM-SRC-037 p.80 (§5.1 (с.158)); VKM-SRC-033 p.1 (Введение),EV-VN-S037-0512;EV-VN-S033-0006,EXACT,
D_GDP,"Газодинамические явления (выбросы, суфляры)",7,physical_evolution,physical,NORMAL,dynamics,события,chronology.events,PC-55,FACT,SKRU1,FIELD,HIGH,VKM-SRC-014;VKM-SRC-037,VKM-SRC-014 p.26 (§1.5); VKM-SRC-037 p.81 (Табл. 5.2 (с.160)),EV-VN-S014-0330;EV-VN-S037-0514,EXACT,локально
D_DYNAMIC_FAILURE,Динамическое/массовое разрушение целиков (обрушение),8,deep_displacement,physical,ACCIDENT,dynamics,событие,chronology.events,PC-22;PC-54,FACT,SKRU2,FIELD,MEDIUM,VKM-SRC-012;VKM-SRC-025,"VKM-SRC-012 p.32 (§1.4.2, [42]); VKM-SRC-025 p.181 (§7.5)",EV-VN-S012-0146;EV-VN-S025-1037,EXACT,ACCIDENT; СКРУ-2 1995
N_SALT_DUMPS,Усадка солеотвалов и техногенных насыпей,10,surface,nuisance,NORMAL,InSAR,δ_dump(t),observations (nuisance),PC-66,FACT,SKRU2,FIELD,MEDIUM,VKM-SRC-001;VKM-SRC-009;VKM-SRC-003,"VKM-SRC-001 p.12 (текст с.12); VKM-SRC-009 p.1 (Введение, солеотвалы); VKM-SRC-003 p.67 (§3.4 p.67)",EV-VN-S001-0034;EV-VN-S009-0003;EV-VN-S003-0239,EXACT,
N_BUILDINGS_THERMAL,Тепловое расширение зданий с отражателями (PS на крышах),10,surface,nuisance,NORMAL,InSAR,δ_th(t),observations (nuisance),PC-52,FACT,OTHER_VKM_SITE,FIELD,MEDIUM,VKM-SRC-003;VKM-SRC-004,VKM-SRC-003 p.74 (§3.5 p.74; Выводы гл.3 p.75); VKM-SRC-004 p.14 (p.14),EV-VN-S003-0270;EV-VN-S004-0065,EXACT,
N_FROST_SOIL,Сезонное промерзание/пучение и влажностные деформации покровных грунтов,10,surface,nuisance,NORMAL,levelling,δ_frost(t),observations (nuisance),PC-52,FACT,VKM_REGIONAL,DESIGN,MEDIUM,VKM-SRC-012,VKM-SRC-012 p.41 (§2.1); VKM-SRC-012 p.41 (§2.1),EV-VN-S012-0198;EV-VN-S012-0197,EXACT,"глубина промерзания 1,75 м"
N_EARTHWORKS,"Земляные работы, рекультивация провалов, строительство",10,surface,nuisance,NORMAL,InSAR,изменения поверхности,observations (nuisance),PC-66,FACT,SKRU2,FIELD,MEDIUM,VKM-SRC-003,VKM-SRC-003 p.69 (§3.4 p.69); VKM-SRC-003 p.67 (§3.4 p.67),EV-VN-S003-0253;EV-VN-S003-0242,EXACT,
N_REF_INSTABILITY,Нестабильность опорных реперов/опорной точки InSAR,10,surface,nuisance,NORMAL,levelling,u_ref(t),observations (datum),PC-66,FACT,SKRU2,NOT_APPLICABLE,MEDIUM,VKM-SRC-012;VKM-SRC-003,"VKM-SRC-012 p.43 (§2.2); VKM-SRC-003 p.26 (§1.2.3 IPTA, стр.26-27)",EV-VN-S012-0208;EV-VN-S003-0087,EXACT,
N_ATMOSPHERE,Атмосферная (тропо/ионо) задержка,10,surface,nuisance,NORMAL,InSAR,φ_atm,observations (noise),PC-63,FACT,VKM_REGIONAL,FIELD,MEDIUM,VKM-SRC-003;VKM-SRC-001,VKM-SRC-003 p.17 (§1.1); VKM-SRC-001 p.11 (текст с.11),EV-VN-S003-0054;EV-VN-S001-0032,FUZZY_80,
N_SNOW,"Снежный покров (декорреляция, сезон 5–6 мес)",10,surface,nuisance,NORMAL,InSAR,γ(t),observations (support),PC-52,FACT,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,VKM-SRC-003,VKM-SRC-003 p.31 (§2.1 (стр.31-32)),EV-VN-S003-0107,FUZZY_96,
N_REGIONAL_BG,Региональные/неотектонические фоновые движения,10,surface,nuisance,NORMAL,levelling,u_bg,observations (trend),PC-71,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,LOW,VKM-SRC-018;VKM-SRC-006,VKM-SRC-018 p.2 (Введение); VKM-SRC-006 p.60 (§5.3),EV-VN-S018-0007;EV-VN-S006-0141,EXACT,
INFO_NORMATIVE,"Нормативы и районирование по опасности (Указания, методики 1990/92, 2004/2008)",4,mine_design,information,NORMAL,information,—,evidence.sources; governance,PC-67,FACT,VKM_REGIONAL,DESIGN,MEDIUM,VKM-SRC-012;VKM-SRC-037;VKM-SRC-021,VKM-SRC-012 p.54 (§2.4 pp.54-55); VKM-SRC-037 p.169 (§8.5.1); VKM-SRC-021 p.2 (ссылка [5]),EV-VN-S012-0256;EV-VN-S037-0924;EV-VN-S021-0021,EXACT,
INFO_MINE_PLANS,"Маркшейдерская документация, планы горных работ",11,observation,information,NORMAL,information,—,chronology.events (information); mining.objects,PC-28,FACT,SKRU1,NOT_APPLICABLE,HIGH,VKM-SRC-023,"VKM-SRC-023 p.40 (§3.1.1, rendered p.40); VKM-SRC-023 p.48 (§3.1.4, rendered p.48)",EV-VN-S023-0203;EV-VN-S023-0308,EXACT,
INFO_BACKFILL_LOG,Учёт закладочных работ,11,observation,information,NORMAL,information,—,mining.backfill,PC-37,FACT,SKRU1,NOT_APPLICABLE,HIGH,VKM-SRC-023,"VKM-SRC-023 p.43 (Рис.17 (image19.png), rendered p.43)",EV-VN-S023-0270,NOT_FOUND,
INFO_EVENT_LOG,"Журналы событий (ГДЯ, притоки, обрушения)",11,observation,information,NORMAL,information,—,chronology.events,PC-55;PC-43,FACT,OTHER_VKM_SITE,FIELD,MEDIUM,VKM-SRC-037;VKM-SRC-025,VKM-SRC-037 p.80 (Табл. 5.1 (с.158–159)); VKM-SRC-025 p.19 (§1.3),EV-VN-S037-0508;EV-VN-S025-0141,NOT_FOUND,
OBS_LEVELLING,Геометрическое нивелирование реперов профильных линий,11,observation,observation,NORMAL,levelling,Δh,observations.catalog (LEVELLING/PROFILE_LINE),PC-60,FACT,SKRU1,FIELD,HIGH,VKM-SRC-012;VKM-SRC-011,VKM-SRC-012 p.42 (§2.1); VKM-SRC-011 p.131 (Рис. 4.7б),EV-VN-S012-0203;EV-VN-S011-2097,FUZZY_80,
OBS_HORIZ,Линейные измерения между реперами (горизонтальные деформации),11,observation,observation,NORMAL,levelling,d_ij,observations.catalog (HORIZONTAL_DEFORMATION),PC-61,FACT,VKM_REGIONAL,DESIGN,MEDIUM,VKM-SRC-012,VKM-SRC-012 p.42 (§2.1),EV-VN-S012-0204,EXACT,
OBS_GNSS,ГНСС,11,observation,observation,NORMAL,GNSS,"X,Y,H",observations.catalog (GNSS),PC-62,FACT,SKRU2,NOT_APPLICABLE,MEDIUM,VKM-SRC-012,VKM-SRC-012 p.44 (§2.2),EV-VN-S012-0214,EXACT,
OBS_INSAR,InSAR (LOS),11,observation,observation,NORMAL,InSAR,Δφ → d_LOS,observations.catalog (INSAR),PC-63,FACT,SKRU1,FIELD,HIGH,VKM-SRC-003;VKM-SRC-002,"VKM-SRC-003 p.21 (формула (1.4); стр.20-21); VKM-SRC-002 p.14 (слайд 14, карта 'Карта скоростей оседаний территории деятель)",EV-VN-S003-0068;EV-VN-S002-0027,NOT_FOUND,
OBS_HYDROSTATIC,Гидростатическое нивелирование (здания),11,observation,observation,NORMAL,levelling,ΔU_ij,observations.catalog (HYDROSTATIC_LEVELLING),PC-64,ANALOGUE,OTHER_VKM_SITE,FIELD,LOW,VKM-SRC-017,VKM-SRC-017 p.2 (Метод гидростатического нивелирования),EV-VN-S017-0009,FUZZY_62,
OBS_CONVERGENCE,"Подземные замерные станции (конвергенция, деформации МКЦ)",11,observation,observation,NORMAL,underground,u контура,observations.catalog (CONVERGENCE/UNDERGROUND_STATION),PC-65,ANALOGUE,BKPRU4,FIELD,LOW,VKM-SRC-034,"VKM-SRC-034 p.2 (§ участок 1; рис. 2б, 2в)",EV-VN-S034-0016,EXACT,
OBS_DEEP_BENCH,Глубинные (скважинные) реперы,11,observation,observation,NORMAL,underground,Δl по глубине,observations.catalog (BOREHOLE_LOGGING/OTHER),PC-65,ANALOGUE,GENERAL_METHOD,DESIGN,LOW,VKM-SRC-024,VKM-SRC-024 p.57 (§6.2.2); VKM-SRC-024 p.65 (§6.2.4 pp.65-66),EV-VN-S024-0149;EV-VN-S024-0173,EXACT,проект (Гремячинск)
OBS_MINE_SURVEY,"Маркшейдерская съёмка выработок (контуры, отметки почвы)",11,observation,observation,NORMAL,underground,"контуры, отметки",observations.catalog (OTHER),PC-28,FACT,VKM_REGIONAL,DESIGN,MEDIUM,VKM-SRC-020,"VKM-SRC-020 p.127 (§3.6 п.4, с.127); VKM-SRC-020 p.127 (§3.6 п.4, с.127)",EV-VN-S020-0310;EV-VN-S020-0312,FUZZY_79,
OBS_GPR,Георадиолокация,11,observation,observation,NORMAL,GPR,радарограмма (TWT),observations.catalog (GPR),PC-58,FACT,SKRU3,FIELD,MEDIUM,VKM-SRC-015;VKM-SRC-040,VKM-SRC-015 p.6 (§Результаты опытно-методических работ); VKM-SRC-040 p.124 (§4.2 (p120-124)),EV-VN-S015-0034;EV-VN-S040-0295,FUZZY_82,
OBS_SEISMIC_SURVEY,Сейсморазведка МОГТ / шахтная ПВРО,11,observation,observation,NORMAL,seismic,времена/амплитуды,observations.catalog (SEISMIC_SURVEY),PC-57,FACT,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,VKM-SRC-012,VKM-SRC-012 p.35 (§1.4.3); VKM-SRC-012 p.35 (§1.4.3 pp.35-36),EV-VN-S012-0178;EV-VN-S012-0180,EXACT,
OBS_SEISMIC_MON,"Сейсмологический мониторинг (каталог событий, энергия)",11,observation,observation,NORMAL,seismic,"события, E_s",observations.catalog (SEISMIC_MONITORING),PC-53,FACT,SKRU1,NOT_APPLICABLE,HIGH,VKM-SRC-011;VKM-SRC-023,"VKM-SRC-011 p.30 (текст с.59); VKM-SRC-023 p.48 (Рис.24в (image26.png), rendered p.48)",EV-VN-S011-0541;EV-VN-S023-0303,EXACT,
OBS_LOGS,"Каротаж скважин (АК, ГК, ГГК, …)",11,observation,observation,NORMAL,seismic,кривые каротажа,observations.catalog (BOREHOLE_LOGGING),PC-57,FACT,SOLIKAMSK_GROUP,FIELD,MEDIUM,VKM-SRC-012,"VKM-SRC-012 p.23 (§1.3, [37]); VKM-SRC-012 p.70 (§3.3)",EV-VN-S012-0055;EV-VN-S012-0405,FUZZY_72,
OBS_CORE,Керн и геологическая документация скважин,11,observation,observation,NORMAL,geology,"отбивки, описания",geology.boreholes.BoreholeRecord,PC-01,FACT,SOLIKAMSK_GROUP,NOT_APPLICABLE,MEDIUM,VKM-SRC-012,VKM-SRC-012 p.63 (§3.2 p.63); VKM-SRC-012 p.66 (§3.2 p.66),EV-VN-S012-0308;EV-VN-S012-0349,FUZZY_77,
OBS_AE_STRESS,Гидродомкрат + АЭ (эффект Кайзера): напряжения в массиве/целиках,11,observation,observation,NORMAL,damage,P_Kaiser,observations.catalog (OTHER),PC-59,FACT,SKRU3,FIELD,MEDIUM,VKM-SRC-029,"VKM-SRC-029 p.128 (§5.1.1, Рис. 5.2 (станции № 1, 2)); VKM-SRC-029 p.132 (§5.1.2, Рис. 5.5 а (участок № 1))",EV-VN-S029-0226;EV-VN-S029-0240,FUZZY_85,
OBS_LAB,Лабораторные испытания образцов,11,observation,observation,NORMAL,lab,"σ–ε, ε(t)",observations.catalog (LAB_TEST),PC-72,FACT,VKM_REGIONAL,LAB,MEDIUM,VKM-SRC-025,"VKM-SRC-025 p.153 (§6.1, с.153); VKM-SRC-025 p.159 (§6.2, с.159-160, Рис. 6.6)",EV-VN-S025-0840;EV-VN-S025-0862,EXACT,
OBS_HYDRO_MON,"Гидрогеологический мониторинг (уровни, притоки, химсостав)",11,observation,observation,NORMAL,hydro,"h, Q, TDS",observations.catalog (OTHER),PC-41;PC-43,FACT,SKRU1,FIELD,HIGH,VKM-SRC-011;VKM-SRC-040,VKM-SRC-011 p.30 (текст с.58); VKM-SRC-040 p.26 (§1.2.2),EV-VN-S011-0537;EV-VN-S040-0073,EXACT,
OBS_THERMO,"Термометрия (массив, воздух, рассолы)",11,observation,observation,NORMAL,thermal,T,observations.catalog (OTHER),PC-48,FACT,BKPRU3,FIELD,MEDIUM,VKM-SRC-011;VKM-SRC-037,"VKM-SRC-011 p.39 (текст с.77); VKM-SRC-037 p.42 (§2.8, с.82)",EV-VN-S011-0726;EV-VN-S037-0337,EXACT,
OBS_GRAVI_ELECTRO,"Гравиметрия и электроразведка (состояние ВЗТ, обводнённые зоны)",11,observation,observation,NORMAL,geophysics,"Δg, ρ_k",observations.catalog (OTHER),PC-34,FACT,BKPRU3,NOT_APPLICABLE,MEDIUM,VKM-SRC-040;VKM-SRC-011,VKM-SRC-040 p.37 (§1.3.1); VKM-SRC-011 p.33 (текст с.65; рис. 1.58),EV-VN-S040-0106;EV-VN-S011-0592,FUZZY_88,
OBS_VISUAL,"Визуальные обследования (кровля выработок, поверхность)",11,observation,observation,NORMAL,underground,качественно,observations.catalog (OTHER),PC-24;PC-70,FACT,BKPRU1,FIELD,MEDIUM,VKM-SRC-020;VKM-SRC-011,VKM-SRC-020 p.75 (§2.3); VKM-SRC-011 p.34 (текст с.67; рис. 1.64–1.66),EV-VN-S020-0223;EV-VN-S011-0629,EXACT,
