edge_id,from_node,to_node,edge_type,mechanism,evidence,strength,feedback,process_ids,status,scope,scale,confidence,source_ids,locator,vn_ids,quote_check,notes
CE-069,IS_SIGMA_H,OR_VZT_DAMAGE,physical,λ влияет на распределение зон Kt>1 (модельно),EV-VN-S012-0073,HYPOTHESIS,no,PC-03,MODEL_CHOICE,SOLIKAMSK_GROUP,CALIBRATED_EFFECTIVE_MODEL,LOW,VKM-SRC-012,VKM-SRC-012 p.27 (§1.4.1),EV-VN-S012-0073,EXACT,
CE-070,IS_TEMP,PE_PILLAR_CREEP,physical,температурная зависимость скорости ползучести (Аррениус),EV-VN-S011-1740,HYPOTHESIS,no,PC-49,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,LOW,VKM-SRC-011,"VKM-SRC-011 p.104 (§3.3, p.207)",EV-VN-S011-1740,EXACT,
CE-071,IS_TEMP,PE_SALT_CREEP,physical,температурная зависимость скорости ползучести,EV-VN-S011-1740,HYPOTHESIS,no,PC-49,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,LOW,VKM-SRC-011,"VKM-SRC-011 p.104 (§3.3, p.207)",EV-VN-S011-1740,EXACT,
CE-072,IS_PORE,H_HEADS,physical,начальные напоры → режим напоров,EV-VN-S011-0700,STRONG,no,PC-41,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,VKM-SRC-011,VKM-SRC-011 p.37 (текст с.73),EV-VN-S011-0700,EXACT,
CE-073,MS_STRENGTH,PE_PILLAR_LOAD,physical,C=Q/P: несущая способность в знаменателе,EV-VN-S037-0898;EV-VN-S037-0884,STRONG,no,PC-23,FACT,VKM_REGIONAL,DESIGN,MEDIUM,VKM-SRC-037,VKM-SRC-037 p.167 (формула (8.128)); VKM-SRC-037 p.166 (формула (8.125)),EV-VN-S037-0898;EV-VN-S037-0884,NOT_FOUND,
CE-074,MS_STRENGTH,PE_PLASTIC,physical,превышение предела прочности → пластические зоны,EV-VN-S012-0511;EV-VN-S037-0551,STRONG,no,PC-11,FACT,VKM_REGIONAL,MASSIF,MEDIUM,VKM-SRC-012;VKM-SRC-037,VKM-SRC-012 p.96 (§4.1); VKM-SRC-037 p.87 (§6.1 (с.173)),EV-VN-S012-0511;EV-VN-S037-0551,FUZZY_79,"FACT — по нормативно-теоретическому утверждению (EV-VN-S037-0551, ВКМ); критерий Kt (Кулон–Мор) Лебедевой — MODEL_CHOICE; область/масштаб — по нормативной записи (VKM_REGIONAL, MASSIF)"
CE-075,MS_STRENGTH,PE_ROOF,physical,прочность слоёв кровли → срок устойчивости,EV-VN-S037-0914,MODERATE,no,PC-24,FACT,VKM_REGIONAL,DESIGN,MEDIUM,VKM-SRC-037,VKM-SRC-037 p.169 (формула (8.131)),EV-VN-S037-0914,NOT_FOUND,
CE-076,MS_STRENGTH,PE_INTERSEAM,physical,P_мп=K_гл K_ф σсж_мп,EV-VN-S014-1074,MODERATE,no,PC-25,FACT,VKM_REGIONAL,DESIGN,MEDIUM,VKM-SRC-014,"VKM-SRC-014 p.194 (§7.3, (7.30))",EV-VN-S014-1074,NOT_FOUND,
CE-077,MS_STRENGTH,OR_VZT_DAMAGE,physical,критерии Мора/Кулона для слоёв ВЗТ,EV-VN-S038-0024;EV-VN-S012-0511,MODERATE,no,PC-34,MODEL_CHOICE,SOLIKAMSK_GROUP,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,VKM-SRC-038;VKM-SRC-012,VKM-SRC-038 p.4 (формула (1)); VKM-SRC-012 p.96 (§4.1),EV-VN-S038-0024;EV-VN-S012-0511,NOT_FOUND,
CE-078,MS_STRENGTH,D_DYNAMIC_FAILURE,physical,склонность к хрупкому разрушению (K_хр; карналлит на границе),EV-VN-S025-1022;EV-VN-S025-0997,MODERATE,no,PC-22,FACT,SKRU1,FIELD,MEDIUM,VKM-SRC-025,"VKM-SRC-025 p.176 (§7.4); VKM-SRC-025 p.175 (§7.4, табл. 7.5)",EV-VN-S025-1022;EV-VN-S025-0997,EXACT,
CE-079,MS_CREEP,PE_PILLAR_CREEP,physical,закон ε̇(C) для сильвинита/карналлита,EV-VN-S037-0902;EV-VN-S025-0857,STRONG,no,PC-14;PC-15,FACT,VKM_REGIONAL,LAB,HIGH,VKM-SRC-037;VKM-SRC-025,"VKM-SRC-037 p.168 (Рис. 8.13 б); VKM-SRC-025 p.157 (§6.1, (6.1))",EV-VN-S037-0902;EV-VN-S025-0857,NOT_FOUND,
CE-080,MS_CREEP,PE_SALT_CREEP,physical,закон ползучести каменной соли,EV-VN-S012-0044;EV-VN-S012-0046,MODERATE,no,PC-13,FACT,VKM_REGIONAL,LAB,MEDIUM,VKM-SRC-012,"VKM-SRC-012 p.18 (§1.2, испытания на ползучесть [8]); VKM-SRC-012 p.19 (§1.2, нормативная методика [69])",EV-VN-S012-0044;EV-VN-S012-0046,FUZZY_85,
CE-081,MS_CREEP,PE_INTERSEAM,physical,установившаяся ползучесть междупластья ε̇_мп,EV-VN-S014-1079,MODERATE,no,PC-25,FACT,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,VKM-SRC-014,"VKM-SRC-014 p.195 (§7.3, (7.34))",EV-VN-S014-1079,NOT_FOUND,
CE-082,MS_CREEP,PE_RELAX,physical,релаксация — следствие того же реологического закона,EV-VN-S025-0872,MODERATE,no,PC-19,DERIVATION,VKM_REGIONAL,LAB,MEDIUM,VKM-SRC-025,"VKM-SRC-025 p.162 (§6.2, с.162)",EV-VN-S025-0872,NOT_FOUND,
CE-083,MS_LTS,PE_TERTIARY,physical,σ>σ∞ → разрушение за конечное время,EV-VN-S025-0156;EV-VN-S037-0138,STRONG,no,PC-17;PC-18,FACT,VKM_REGIONAL,LAB,HIGH,VKM-SRC-025;VKM-SRC-037,"VKM-SRC-025 p.23 (§2.1, рис. 2.1 (с.24)); VKM-SRC-037 p.12 (§1.2.1, длительная прочность, Рис. 1.13)",EV-VN-S025-0156;EV-VN-S037-0138,NOT_FOUND,
CE-084,MS_INTERFACE,PE_INTERFACE,physical,"τ>σ·tgφн → ползучесть по контакту (Абель α=0,7)",EV-VN-S025-0826;EV-VN-S025-0909,MODERATE,no,PC-26,FACT,VKM_REGIONAL,LAB,MEDIUM,VKM-SRC-025,"VKM-SRC-025 p.150 (§5.5, с.150, Рис. 5.13); VKM-SRC-025 p.149 (§5.5 + §5.3, с.143-151)",EV-VN-S025-0826;EV-VN-S025-0909,NOT_FOUND,
CE-085,MS_ANISO,PE_ROOF,physical,слоистая кровля: анизотропный изгиб и расслоение,EV-VN-S025-0588;EV-VN-S015-0010,WEAK,no,PC-09,FACT,VKM_REGIONAL,MASSIF,LOW,VKM-SRC-025;VKM-SRC-015,VKM-SRC-025 p.111 (§4.3 p.111); VKM-SRC-015 p.3 (Введение),EV-VN-S025-0588;EV-VN-S015-0010,EXACT,
CE-086,MS_ELASTIC,PE_STRESS_REDIST,physical,жёсткости слоёв определяют распределение нагрузки,EV-VN-S012-0500,MODERATE,no,PC-06,MODEL_CHOICE,SOLIKAMSK_GROUP,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,VKM-SRC-012,VKM-SRC-012 p.94 (§4.1),EV-VN-S012-0500,FUZZY_83,
CE-087,MS_ELASTIC,DD_OVERBURDEN_FIELD,physical,упругая передача смещений через толщу,EV-VN-S012-0500;EV-VN-S035-0006,MODERATE,no,PC-06,MODEL_CHOICE,SOLIKAMSK_GROUP,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,VKM-SRC-012;VKM-SRC-035,VKM-SRC-012 p.94 (§4.1); VKM-SRC-035 p.1 (введение; рис. 1; ссылка [1]),EV-VN-S012-0500;EV-VN-S035-0006,FUZZY_83,
CE-088,MS_OVERBURDEN,OR_BENDING,physical,жёсткость надсолевой толщи на изгиб,EV-VN-S016-0072,MODERATE,no,PC-33,DERIVATION,BKPRU4,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,VKM-SRC-016,VKM-SRC-016 p.9 (§Результаты),EV-VN-S016-0072,FUZZY_82,
CE-089,MS_OVERBURDEN,DD_OVERBURDEN_FIELD,physical,податливость покрывающей толщи (в т.ч. возможная ползучесть — UNKNOWN),EV-VN-S012-0036,WEAK,no,PC-16,UNKNOWN,GENERAL_METHOD,MASSIF,LOW,VKM-SRC-012,VKM-SRC-012 p.16 (§1.2),EV-VN-S012-0036,EXACT,
CE-090,MS_BACKFILL,BF_CONSOL,physical,материал закладки определяет уплотнение и прочность,EV-VN-S037-0135;EV-VN-S020-0170,MODERATE,no,PC-38,FACT,VKM_REGIONAL,LAB,MEDIUM,VKM-SRC-037;VKM-SRC-020,"VKM-SRC-037 p.12 (§1.2.1, масштабный эффект, Рис. 1.11 прямая 7); VKM-SRC-020 p.27 (§1.4)",EV-VN-S037-0135;EV-VN-S020-0170,FUZZY_68,
CE-091,BF_ACTUAL,BF_GAP,physical,фактическая степень заполнения,EV-VN-S014-0986;EV-VN-S016-0078,STRONG,no,PC-37,FACT,BKPRU4,NOT_APPLICABLE,HIGH,VKM-SRC-014;VKM-SRC-016,VKM-SRC-014 p.161 (§6.3); VKM-SRC-016 p.10 (Заключение),EV-VN-S014-0986;EV-VN-S016-0078,NOT_FOUND,
CE-092,BF_ACTUAL,BF_CONSOL,physical,метод (сухая/гидро) определяет режим консолидации,EV-VN-S020-0170;EV-VN-S014-0919,MODERATE,no,PC-38,FACT,VKM_REGIONAL,MASSIF,MEDIUM,VKM-SRC-020;VKM-SRC-014,"VKM-SRC-020 p.27 (§1.4); VKM-SRC-014 p.145 (§5.3.2, Рис. 5.6)",EV-VN-S020-0170;EV-VN-S014-0919,EXACT,
CE-093,BF_ACTUAL,BF_BRINE,physical,гидрозакладка/шламы вносят рассол в выработанное пространство,EV-VN-S037-1061;EV-VN-S025-0659,STRONG,no,PC-40,FACT,VKM_REGIONAL,FIELD,HIGH,VKM-SRC-037;VKM-SRC-025,"VKM-SRC-037 p.186 (§8.6.7, с.371); VKM-SRC-025 p.121 (§4.5 p.121)",EV-VN-S037-1061;EV-VN-S025-0659,NOT_FOUND,
CE-094,BF_GAP,BF_CONTACT,physical,зазор определяет момент смыкания,EV-VN-S014-0986;EV-VN-S020-0163,STRONG,no,PC-39,FACT,VKM_REGIONAL,MASSIF,HIGH,VKM-SRC-014;VKM-SRC-020,VKM-SRC-014 p.161 (§6.3); VKM-SRC-020 p.25 (§1.4),EV-VN-S014-0986;EV-VN-S020-0163,NOT_FOUND,
CE-095,BF_CONSOL,BF_CONTACT,physical,усадка увеличивает зазор; уплотнение повышает отпор,EV-VN-S020-0170;EV-VN-S020-0163,MODERATE,no,PC-38;PC-39,FACT,VKM_REGIONAL,MASSIF,MEDIUM,VKM-SRC-020,VKM-SRC-020 p.27 (§1.4); VKM-SRC-020 p.25 (§1.4),EV-VN-S020-0170;EV-VN-S020-0163,EXACT,
CE-096,PE_CONVERGENCE,BF_CONTACT,physical,опускание кровли закрывает зазор,EV-VN-S020-0163;EV-VN-S037-0483,STRONG,no,PC-39,FACT,VKM_REGIONAL,MASSIF,HIGH,VKM-SRC-020;VKM-SRC-037,VKM-SRC-020 p.25 (§1.4); VKM-SRC-037 p.75 (§4.4 (с.148)),EV-VN-S020-0163;EV-VN-S037-0483,EXACT,
CE-097,BF_CONTACT,PE_PILLAR_LOAD,physical,"включение закладки разгружает целики (боковой подпор, отпор)",EV-VN-S020-0163;EV-VN-S037-0472,MODERATE,yes,PC-39,FACT,VKM_REGIONAL,MASSIF,MEDIUM,VKM-SRC-020;VKM-SRC-037,VKM-SRC-020 p.25 (§1.4); VKM-SRC-037 p.71 (§4.1 (с.141)),EV-VN-S020-0163;EV-VN-S037-0472,EXACT,
CE-098,BF_CONTACT,PE_CONVERGENCE,physical,закладка ограничивает дальнейшую конвергенцию,EV-VN-S020-0163;EV-VN-S014-0418,MODERATE,yes,PC-39,FACT,VKM_REGIONAL,MASSIF,MEDIUM,VKM-SRC-020;VKM-SRC-014,VKM-SRC-020 p.25 (§1.4); VKM-SRC-014 p.55 (§2.5),EV-VN-S020-0163;EV-VN-S014-0418,EXACT,
CE-099,BF_CONTACT,DD_SEAM_LEVEL,physical,"конечное оседание с закладкой η0*=0,9S/(a+b)(1−A(1−B))",EV-VN-S037-0926;EV-VN-S012-0260,MODERATE,no,PC-37;PC-32,FACT,VKM_REGIONAL,DESIGN,MEDIUM,VKM-SRC-037;VKM-SRC-012,VKM-SRC-037 p.170 (формула (8.136)); VKM-SRC-012 p.54 (формула (2.2) pp.54-55),EV-VN-S037-0926;EV-VN-S012-0260,NOT_FOUND,
CE-100,BF_BRINE,MS_MOISTURE,physical,рассолы гидрозакладки повышают влажность приконтурной зоны,EV-VN-S025-0659;EV-VN-S033-0007,STRONG,no,PC-40;PC-47,FACT,VKM_REGIONAL,FIELD,HIGH,VKM-SRC-025;VKM-SRC-033,VKM-SRC-025 p.121 (§4.5 p.121); VKM-SRC-033 p.1 (Введение),EV-VN-S025-0659;EV-VN-S033-0007,EXACT,
CE-101,BF_BRINE,PE_PILLAR_DEGR,physical,выщелачивание краёв МКЦ недонасыщенным рассолом (Δb),EV-VN-S019-0011;EV-VN-S014-0924,WEAK,no,PC-40,ENGINEERING_ASSUMPTION,VKM_REGIONAL,FIELD,LOW,VKM-SRC-019;VKM-SRC-014,VKM-SRC-019 p.2 (p.2 item 2); VKM-SRC-014 p.147 (§5.3.2),EV-VN-S019-0011;EV-VN-S014-0924,FUZZY_75,
CE-102,GEO_CLIMATE,T_MINE_CLIMATE,physical,"сезонный воздух проникает на 2,0–2,5 км от воздухоподающего ствола",EV-VN-S037-0511;EV-VN-S037-0512,MODERATE,no,PC-51,FACT,VKM_REGIONAL,FIELD,MEDIUM,VKM-SRC-037,VKM-SRC-037 p.80 (§5.1 (с.157–158)); VKM-SRC-037 p.80 (§5.1 (с.158)),EV-VN-S037-0511;EV-VN-S037-0512,EXACT,
CE-103,T_MINE_CLIMATE,MS_MOISTURE,physical,летняя конденсация влаги на породах → увлажнение приконтурной зоны,EV-VN-S033-0006;EV-VN-S037-0512,MODERATE,no,PC-51;PC-47,FACT,VKM_REGIONAL,FIELD,MEDIUM,VKM-SRC-033;VKM-SRC-037,VKM-SRC-033 p.1 (Введение); VKM-SRC-037 p.80 (§5.1 (с.158)),EV-VN-S033-0006;EV-VN-S037-0512,NOT_FOUND,
CE-104,GEO_CLIMATE,H_HEADS,physical,снеготаяние и осадки → сезонные пики уровня ГВ,EV-VN-S011-0701;EV-VN-S011-0035,MODERATE,no,PC-41,FACT,VKM_REGIONAL,FIELD,MEDIUM,VKM-SRC-011,VKM-SRC-011 p.38 (текст с.74); VKM-SRC-011 p.6 (§1.1),EV-VN-S011-0701;EV-VN-S011-0035,EXACT,
CE-105,PE_STRESS_REDIST,PE_PILLAR_LOAD,physical,опорное давление повышает C краевых МКЦ,EV-VN-S031-0022;EV-VN-S037-0905,STRONG,no,PC-30,DERIVATION,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,HIGH,VKM-SRC-031;VKM-SRC-037,"VKM-SRC-031 p.3 (§Результаты; Выводы); VKM-SRC-037 p.168 (§8.4.2, рис. 8.14)",EV-VN-S031-0022;EV-VN-S037-0905,EXACT,
CE-106,PE_PILLAR_LOAD,PE_PILLAR_CREEP,physical,скорость ползучести целика растёт с C (постоянная при постоянной C),EV-VN-S034-0020;EV-VN-S037-0879,STRONG,no,PC-14,FACT,BKPRU4,FIELD,HIGH,VKM-SRC-034;VKM-SRC-037,VKM-SRC-034 p.2 (§ участок 1); VKM-SRC-037 p.166 (§8.4 (вводная)),EV-VN-S034-0020;EV-VN-S037-0879,FUZZY_96,
CE-107,PE_PILLAR_LOAD,PE_PLASTIC,physical,перегрузка краевых частей → неупругие зоны,EV-VN-S029-0226;EV-VN-S037-0551,MODERATE,no,PC-11,FACT,BKPRU2,FIELD,MEDIUM,VKM-SRC-029;VKM-SRC-037,"VKM-SRC-029 p.128 (§5.1.1, Рис. 5.2 (станции № 1, 2)); VKM-SRC-037 p.87 (§6.1 (с.173))",EV-VN-S029-0226;EV-VN-S037-0551,FUZZY_85,
CE-108,PE_PILLAR_LOAD,PE_TERTIARY,physical,высокая C / σ>σ∞ → прогрессирующая ползучесть,EV-VN-S025-0848;EV-VN-S034-0021,MODERATE,no,PC-17,FACT,VKM_REGIONAL,LAB,MEDIUM,VKM-SRC-025;VKM-SRC-034,"VKM-SRC-025 p.154 (§6.1, с.154, Рис. 6.3); VKM-SRC-034 p.2 (§ механизм ускорения)",EV-VN-S025-0848;EV-VN-S034-0021,NOT_FOUND,
CE-109,PE_PILLAR_LOAD,PE_INTERSEAM,physical,нагрузка Q_мп на междупластье,EV-VN-S014-1072,MODERATE,no,PC-25,FACT,VKM_REGIONAL,DESIGN,MEDIUM,VKM-SRC-014,"VKM-SRC-014 p.194 (§7.3, (7.29), Рис. 7.13)",EV-VN-S014-1072,FUZZY_68,
CE-110,PE_PILLAR_CREEP,PE_CONVERGENCE,physical,деформация МКЦ → уменьшение высоты/ширины камер,EV-VN-S034-0041;EV-VN-S036-0005,STRONG,no,PC-29,FACT,VKM_REGIONAL,FIELD,HIGH,VKM-SRC-034;VKM-SRC-036,VKM-SRC-034 p.4 (весь текст); VKM-SRC-036 p.1 (§Introduction),EV-VN-S034-0041;EV-VN-S036-0005,NOT_FOUND,
CE-111,PE_PILLAR_CREEP,PE_DAMAGE,physical,деформирование целиков увеличивает нарушенность,EV-VN-S034-0021;EV-VN-S040-0360,MODERATE,no,PC-21,FACT,SKRU3,FIELD,MEDIUM,VKM-SRC-034;VKM-SRC-040,VKM-SRC-034 p.2 (§ механизм ускорения); VKM-SRC-040 p.141 (§5.2),EV-VN-S034-0021;EV-VN-S040-0360,EXACT,
CE-112,PE_PILLAR_CREEP,PE_RELAX,physical,ползучесть при стеснённой деформации → релаксация у контуров,EV-VN-S037-0557,MODERATE,no,PC-19,FACT,VKM_REGIONAL,MASSIF,MEDIUM,VKM-SRC-037,VKM-SRC-037 p.89 (§6.2 (с.176–177)),EV-VN-S037-0557,NOT_FOUND,
CE-113,PE_SALT_CREEP,PE_CONVERGENCE,physical,"ползучесть кровли/почвы (прогиб, пучение)",EV-VN-S012-0043;EV-VN-S020-0337,MODERATE,no,PC-13;PC-29,FACT,VKM_REGIONAL,MASSIF,MEDIUM,VKM-SRC-012;VKM-SRC-020,VKM-SRC-012 p.18 (§1.2); VKM-SRC-020 p.149 (§4.1.6),EV-VN-S012-0043;EV-VN-S020-0337,EXACT,
CE-114,PE_SALT_CREEP,PE_ROOF,physical,ползучий прогиб → растяжение → расслоение кровли,EV-VN-S015-0010;EV-VN-S014-1044,MODERATE,no,PC-24,FACT,VKM_REGIONAL,DESIGN,MEDIUM,VKM-SRC-015;VKM-SRC-014,VKM-SRC-015 p.3 (Введение); VKM-SRC-014 p.185 (§7.2),EV-VN-S015-0010;EV-VN-S014-1044,EXACT,
CE-115,PE_SALT_CREEP,DD_OVERBURDEN_FIELD,physical,ползучесть соляных слоёв ВЗТ/ПКС добавляет смещения толщи,EV-VN-S012-0036;EV-VN-S023-0162,MODERATE,no,PC-13,FACT,GENERAL_METHOD,MASSIF,MEDIUM,VKM-SRC-012;VKM-SRC-023,VKM-SRC-012 p.16 (§1.2); VKM-SRC-023 p.35 (rendered p.35; §2.3),EV-VN-S012-0036;EV-VN-S023-0162,EXACT,
CE-116,PE_RELAX,PE_STRESS_REDIST,physical,релаксация у контура переносит нагрузку вглубь/на соседние элементы,EV-VN-S037-0557;EV-VN-S037-0576,MODERATE,yes,PC-19,FACT,VKM_REGIONAL,MASSIF,MEDIUM,VKM-SRC-037,VKM-SRC-037 p.89 (§6.2 (с.176–177)); VKM-SRC-037 p.91 (§6.3 (теоретическое обоснование методики)),EV-VN-S037-0557;EV-VN-S037-0576,NOT_FOUND,
CE-117,PE_PLASTIC,PE_DAMAGE,physical,пластическое деформирование и микротрещинообразование,EV-VN-S025-0500;EV-VN-S037-0592,MODERATE,no,PC-21,FACT,VKM_REGIONAL,LAB,MEDIUM,VKM-SRC-025;VKM-SRC-037,"VKM-SRC-025 p.93 (p.93); VKM-SRC-037 p.94 (§6.5, с. 187 («эффект технологической податливости»))",EV-VN-S025-0500;EV-VN-S037-0592,EXACT,
CE-118,PE_PLASTIC,PE_CONVERGENCE,physical,неупругие зоны у контура добавляют смещения,EV-VN-S037-0592;EV-VN-S037-0694,MODERATE,no,PC-11;PC-29,FACT,BKPRU2,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,VKM-SRC-037,"VKM-SRC-037 p.94 (§6.5, с. 187 («эффект технологической податливости»)); VKM-SRC-037 p.113 (Рис. 6.28 «К определению высоты зоны обрушения пород для выр)",EV-VN-S037-0592;EV-VN-S037-0694,EXACT,
CE-119,PE_PLASTIC,PE_STRESS_REDIST,physical,текучесть краевых частей переносит нагрузку на ядро/соседей,EV-VN-S029-0253;EV-VN-S031-0022,MODERATE,yes,PC-11,DERIVATION,VKM_REGIONAL,FIELD,MEDIUM,VKM-SRC-029;VKM-SRC-031,"VKM-SRC-029 p.135 (§5.2, refs [98,99]); VKM-SRC-031 p.3 (§Результаты; Выводы)",EV-VN-S029-0253;EV-VN-S031-0022,FUZZY_88,
CE-120,PE_DAMAGE,PE_PILLAR_DEGR,physical,разрушение приконтурной зоны → снижение несущей способности,EV-VN-S040-0360;EV-VN-S034-0021,MODERATE,no,PC-23,FACT,SKRU3,FIELD,MEDIUM,VKM-SRC-040;VKM-SRC-034,VKM-SRC-040 p.141 (§5.2); VKM-SRC-034 p.2 (§ механизм ускорения),EV-VN-S040-0360;EV-VN-S034-0021,EXACT,
CE-121,PE_PILLAR_DEGR,PE_PILLAR_LOAD,physical,"b_эф↓, h_эф↑ → C↑ (положительная обратная связь)",EV-VN-S016-0017;EV-VN-S034-0021,STRONG,yes,PC-23;PC-17,FACT,VKM_REGIONAL,FIELD,HIGH,VKM-SRC-016;VKM-SRC-034,"VKM-SRC-016 p.3 (Введение, refs [18,19]); VKM-SRC-034 p.2 (§ механизм ускорения)",EV-VN-S016-0017;EV-VN-S034-0021,EXACT,
CE-122,PE_PILLAR_DEGR,D_DYNAMIC_FAILURE,physical,деградация при «мягком» нагружении → массовое разрушение (авария),EV-VN-S025-1037;EV-VN-S012-0156,WEAK,no,PC-22;PC-54,FACT,SKRU2,MASSIF,LOW,VKM-SRC-025;VKM-SRC-012,"VKM-SRC-025 p.181 (§7.5); VKM-SRC-012 p.33 (§1.4.2, [42])",EV-VN-S025-1037;EV-VN-S012-0156,EXACT,
CE-123,PE_TERTIARY,PE_CONVERGENCE,physical,ускорение деформации целиков после ε_кр,EV-VN-S034-0021;EV-VN-S037-0879,MODERATE,no,PC-17,FACT,VKM_REGIONAL,FIELD,MEDIUM,VKM-SRC-034;VKM-SRC-037,VKM-SRC-034 p.2 (§ механизм ускорения); VKM-SRC-037 p.166 (§8.4 (вводная)),EV-VN-S034-0021;EV-VN-S037-0879,EXACT,
CE-124,PE_TERTIARY,D_DYNAMIC_FAILURE,physical,потеря несущей способности → обрушение (авария),EV-VN-S038-0015;EV-VN-S038-0016,MODERATE,no,PC-17;PC-54,MODEL_CHOICE,BKPRU1,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,VKM-SRC-038,"VKM-SRC-038 p.2 (с. 241–242); VKM-SRC-038 p.2 (с. 241, конец 2-й колонки)",EV-VN-S038-0015;EV-VN-S038-0016,NOT_FOUND,
CE-125,PE_ROOF,PE_PILLAR_LOAD,physical,"обрушение пачки до 0,7a → рост высоты камеры/целика (C 0,3→0,4)",EV-VN-S037-0919;EV-VN-S016-0017,MODERATE,no,PC-24,FACT,VKM_REGIONAL,FIELD,MEDIUM,VKM-SRC-037;VKM-SRC-016,"VKM-SRC-037 p.169 (§8.4.3, постадийное обрушение); VKM-SRC-016 p.3 (Введение, refs [18,19])",EV-VN-S037-0919;EV-VN-S016-0017,FUZZY_83,
CE-126,PE_INTERSEAM,PE_PILLAR_LOAD,physical,"разрушение междупластья → перераспределение нагрузки на целики; полевой случай блока 129 (1984–85, резкий рост скоростей оседания)",EV-VN-S040-0363;EV-VN-S016-0016;EV-VN-S021-0033,MODERATE,yes,PC-25,FACT,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,VKM-SRC-040;VKM-SRC-016;VKM-SRC-021,"VKM-SRC-040 p.141 (§5.2); VKM-SRC-016 p.3 (Введение, refs [6,17]); VKM-SRC-021 p.3 (пример блок 129)",EV-VN-S040-0363;EV-VN-S016-0016;EV-VN-S021-0033,EXACT,
CE-127,PE_INTERFACE,PE_ROOF,physical,расслоение по глинистым контактам,EV-VN-S020-0159;EV-VN-S025-0707,STRONG,no,PC-26;PC-24,FACT,VKM_REGIONAL,MASSIF,HIGH,VKM-SRC-020;VKM-SRC-025,VKM-SRC-020 p.24 (§1.4); VKM-SRC-025 p.131 (Гл. V §5.1 p.131),EV-VN-S020-0159;EV-VN-S025-0707,EXACT,
CE-128,PE_INTERFACE,PE_INTERSEAM,physical,расслоение технологического междупластья по прослоям,EV-VN-S016-0016,MODERATE,no,PC-26;PC-25,FACT,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,VKM-SRC-016,"VKM-SRC-016 p.3 (Введение, refs [6,17])",EV-VN-S016-0016,EXACT,
CE-129,PE_INTERFACE,PE_CONVERGENCE,physical,слабый прослой в своде давления → рост скорости конвергенции,EV-VN-S037-0645,MODERATE,no,PC-26,FACT,VKM_REGIONAL,MASSIF,MEDIUM,VKM-SRC-037,"VKM-SRC-037 p.104 (§6.9.2, с. 207)",EV-VN-S037-0645,EXACT,
CE-130,PE_CONVERGENCE,DD_SEAM_LEVEL,physical,конвергенция камер = опускание кровли выработанного слоя,EV-VN-S034-0041;EV-VN-S020-0151,STRONG,no,PC-29;PC-32,FACT,VKM_REGIONAL,FIELD,HIGH,VKM-SRC-034;VKM-SRC-020,VKM-SRC-034 p.4 (весь текст); VKM-SRC-020 p.23 (§1.3),EV-VN-S034-0041;EV-VN-S020-0151,NOT_FOUND,
CE-131,DD_SEAM_LEVEL,DD_OVERBURDEN_FIELD,physical,передача опускания кровли пласта в толщу,EV-VN-S038-0017;EV-VN-S035-0006,STRONG,no,PC-32;PC-33,DERIVATION,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,VKM-SRC-038;VKM-SRC-035,"VKM-SRC-038 p.3 (с. 242, 1-я колонка (метод переменных модулей)); VKM-SRC-035 p.1 (введение; рис. 1; ссылка [1])",EV-VN-S038-0017;EV-VN-S035-0006,NOT_FOUND,
CE-132,DD_OVERBURDEN_FIELD,OR_BENDING,physical,изгиб толщи над выработанным пространством,EV-VN-S016-0072;EV-VN-S035-0011,STRONG,no,PC-33,DERIVATION,BKPRU4,CALIBRATED_EFFECTIVE_MODEL,HIGH,VKM-SRC-016;VKM-SRC-035,VKM-SRC-016 p.9 (§Результаты); VKM-SRC-035 p.2 (текст p.2-3),EV-VN-S016-0072;EV-VN-S035-0011,FUZZY_82,
CE-133,DD_OVERBURDEN_FIELD,surface_displacement,physical,"смещения толщи выходят на поверхность (конечное оседание ≈0,9 от приведённой вынутой мощности)",EV-VN-S037-0925;EV-VN-S034-0020,STRONG,no,PC-67;PC-68,FACT,BKPRU4,FIELD,HIGH,VKM-SRC-037;VKM-SRC-034,VKM-SRC-037 p.169 (формула (8.135)); VKM-SRC-034 p.2 (§ участок 1),EV-VN-S037-0925;EV-VN-S034-0020,NOT_FOUND,
