row_id,row_kind,mine_as_printed,mine_scope,spatial_entity_ids,object,panel_block,seam,depth_m_as_printed,depth_or_horizon_as_printed,period_as_printed,chamber_width_m,pillar_width_m,chamber_height_m,chamber_length_m,axis_spacing_m,extraction_ratio_as_printed,loading_degree_C,panel_width_m,panel_length_m,block_width_m,block_length_m,interseam_thickness_m,protective_layer_m,seam_thickness_as_printed,mining_system,seam_sequence_order,backfill_as_printed,rule_text,other_parameters_as_printed,design_actual_label,label_basis,visual_recheck,conflict_ids,skru1_relevance,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
MGEO-0074,mining_geometry,СКРУ-1,СКРУ-1,MF:SKRU1,blocks,blocks between main western drifts and main northern/south-eastern drifts; SE blocks,,,,,,,,,,,,,,"block_size_m=≈300×300 (mean), rows of 3–9 | SE_block_size_m=300×1100 each prepared separately",,,,,,,,,,UNRESOLVED,"описание размеров блоков (среднее ≈300×300 м) — описание практики, проект/факт не различены",,,SKRU1_DIRECT,VKM-SRC-014,pdf p.82 (printed 82); §3.1,EV-VN-S014-0542,EV-MIN-0082;EV-MIN-0083;EV-MIN-0084;EV-MIN-0085,FACT,DESCRIPTIVE,SKRU1,DESIGN,HIGH,TEXT_LAYER,EXACT,"[review-fix 26.09.2026] PRIMARY_SECONDARY-011: описание по «Методическому руководству по ведению горных работ на рудниках ОАО «Сильвинит»» (Новосибирск: Наука, 2011; по предисловию VKM-SRC-014, с.7) — вторично; для available_from факты СКРУ-1 считать не ранее 2011 г."
MGEO-0075,mining_geometry,СКРУ-1,СКРУ-1,SKRU1:PAN13:1SZP,planned NW area beyond river Usolka,1 СЗП: 8 eastern + 8 western blocks,sylvinite,,,,,,,,,,,,,"block_width_m=521,0–807,0","block_length_m=187,7–1328,2",,,,,,,,"{""access"": ""future main north-western workings"", ""location"": ""за р. Усолкой (beyond river Usolka)""}",DESIGN,"планируемая отработка 1 СЗП за р. Усолкой (план/проект, не факт)",,,SKRU1_DIRECT,VKM-SRC-014,pdf p.82 (printed 82); §3.1,EV-VN-S014-0543,EV-MIN-0086;EV-MIN-0087,FACT,DESCRIPTIVE,SKRU1,DESIGN,HIGH,TEXT_LAYER,FUZZY_84,"New detail vs existing: 1 СЗП lies beyond (north-west of) the river Usolka — surface river crossing mining area. | [review-fix 26.09.2026] PRIMARY_SECONDARY-011: описание по «Методическому руководству по ведению горных работ на рудниках ОАО «Сильвинит»» (Новосибирск: Наука, 2011; по предисловию VKM-SRC-014, с.7) — вторично; для available_from факты СКРУ-1 считать не ранее 2011 г."
MGEO-0076,mining_geometry,СКРУ-1 (§3.1 context),СКРУ-1,MF:SKRU1,"development workings cross-section, sylvinite seams",panel (block) axis,"АБ, Кр-II, rock salt below Кр-III",,,,,,,,,,,,,,,,,,"ore_pass_diameter_m=0,5 (Рудоспускная скважина ∅ 0,5) connecting drifts vertically along panel axis",sequence_top_down=пл. А'Б (sic) → пл. Кр.I → rock salt → пл. Кр.II → rock salt → пл. Кр.III → каменная соль,,,"{""AB_extraction_drift"": ""height 3,1 m, width 8,0 m"", ""KrII_extraction_drift"": ""height 3,1 m, width 10,0 m"", ""conveyor_drift_rock_salt"": ""height 3,1 m, width 5,5 m (below Кр.III)""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,SKRU1_DIRECT,VKM-SRC-014,pdf p.83 (printed 83); Рис. 3.4,EV-VN-S014-0546,,FACT,DESCRIPTIVE,SKRU1,DESIGN,HIGH,VISUAL_READ,EXACT,"Viewed $VKM_WORK/run/img/VKM-SRC-014_p83_220.png. Stacked drifts along panel axis in three levels (АБ, Кр-II, rock salt) connected by ore passes — vertical alignment of development workings. Label printed 'пл. А'Б'. | [review-fix 26.09.2026] PRIMARY_SECONDARY-011: описание по «Методическому руководству по ведению горных работ на рудниках ОАО «Сильвинит»» (Новосибирск: Наука, 2011; по предисловию VKM-SRC-014, с.7) — вторично; для available_from факты СКРУ-1 считать не ранее 2011 г."
MGEO-0077,mining_geometry,СКРУ-1 (§3.1 context),СКРУ-1,MF:SKRU1,"development workings cross-section, carnallite seam Вк",panel (block) from boundary to boundary,Вк (with drifts in АБ below),,,,,,,,,,,,,,,,,,,,,,"{""Vk_ventilation_drifts_at_panel_boundaries"": ""2,6 m high × 4,1 m wide (both boundaries)"", ""Vk_panel_extraction_drift"": ""on panel axis with side cut-ins (зарубка) both sides"", ""AB_transport_drift"": ""2,6 × 4,1 m"", ""AB_conveyor_drift"": ""2,6 × 6,0 m"", ""AB_ventilation_drifts_at_boundaries"": ""2,6 × 4,1 m"", ""connections"": ""inclined ventilation borehole and ore-pass borehole from Вк drift down to АБ drifts"", ""text"": ""conveyor, transport and ventilation drifts in АБ or Кр-II; extraction and ventilation drifts in Вк""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,SKRU1_DIRECT,VKM-SRC-014,"pdf p.83 (printed 83); Рис. 3.5, p.82 text",EV-VN-S014-0547,,FACT,DESCRIPTIVE,SKRU1,DESIGN,HIGH,VISUAL_READ,EXACT,"Carnallite mining uses the underlying sylvinite seam (АБ or Кр-II) for haulage — drifts in the lower seam lie under the carnallite panel. | [review-fix 26.09.2026] PRIMARY_SECONDARY-011: описание по «Методическому руководству по ведению горных работ на рудниках ОАО «Сильвинит»» (Новосибирск: Наука, 2011; по предисловию VKM-SRC-014, с.7) — вторично; для available_from факты СКРУ-1 считать не ранее 2011 г."
MGEO-0078,mining_geometry,СКРУ-2,СКРУ-2,MF:SKRU2,north part of СКРУ-2 field,"west sector (гор. −220 м), east sector (гор. −143 м)",all,,,,,,,,,,,central_part_panel_width_m=400,,,,,,,,,,,"{""status"": ""reserves fully worked out (as of ~2013)"", ""active_stoping_2013"": ""west: 7–9 ЮЗП; east: 5–9 ЮВП""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-014,pdf p.85 (printed 85); §3.2,EV-VN-S014-0554,,FACT,DESCRIPTIVE,SKRU2,DESIGN,HIGH,TEXT_LAYER,EXACT,Northern part of СКРУ-2 is adjacent to southern part of SKRU-1 — fully mined; relevant for boundary interaction between neighbouring mines. Level names −220/−143 (absolute).
MGEO-0079,mining_geometry,СКРУ-2,СКРУ-2,MF:SKRU2,main southern and south-eastern drifts cross-sections,,"АБ, Кр.II, rock salt",,,,,,,,,,,,,,,,,,,,,,"{""in_AB"": ""Главный южный (юго-восточный) гидрозакладочный штрек №1, №2 (hydraulic-backfill pipeline drifts)"", ""in_KrII"": ""Главный южный (юго-восточный) транспортный штрек №1, №2"", ""in_rock_salt"": ""Главный южный конвейерный штрек №1, №2, №3; конвейерно-вентиляционный штрек; вентиляционный штрек №2"", ""legend_lithology"": ""сильвинит пестрый, сильвинит полосчатый (АБ), сильвинит красный (Кр.II), каменная соль"", ""existing_vs_planned"": ""existing (solid) and prospective (dashed) workings"", ""dimensions"": ""not dimensioned""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-014,pdf p.89 (printed 89); Рис. 3.9,EV-VN-S014-0563,,FACT,DESCRIPTIVE,SKRU2,DESIGN,HIGH,VISUAL_READ,EXACT,Viewed $VKM_WORK/run/img/VKM-SRC-014_p89_200.png (page rotated). Evidence of hydraulic backfill infrastructure at СКРУ-2 (dedicated hydrofill drifts in АБ). Seam АБ composed of speckled + banded sylvinite; Кр.II = red sylvinite.
MGEO-0080,mining_geometry,СКРУ-2,СКРУ-2,MF:SKRU2,west sector of south part,10–15 ЮЗП,"Вс, АБ, Кр-II",,,,,,,,,,,panel_width_m=400,panel_length_m=3500 (mean),,,,,,preparation=group drifts along axis of 13 ЮЗП and 11 ЮЗП; interpanel drifts along W boundary of central hydro-isolating pillar to axis of 15 ЮЗП; transport (air-intake) inclines from Кр-II drifts up to Вс and АБ,"sequence=14+15 ЮЗП → 12+13 ЮЗП → 10+11 ЮЗП; retreat order of sector, panels and blocks",,,,UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-014,pdf p.90 (printed 90); §3.2,EV-VN-S014-0565,EV-MIN-0139,FACT,DESCRIPTIVE,SKRU2,DESIGN,HIGH,TEXT_LAYER,FUZZY_85,Planned (post-2013) sequence; the text lists 6 panels (10–15) although 'пять панелей' is stated in the preceding sentence — see conflict_note.
MGEO-0081,mining_geometry,СКРУ-2,СКРУ-2,MF:SKRU2,panel ventilation drift preparation,10–15 ЮЗП,Кр-II group drifts,,,,,,,,,,,,,,,,,,,,,,"{""cross_drift_spacing_m"": ""160"", ""note"": ""for 11 and 13 ЮЗП the group transport drift of Кр-II serves as panel extraction drift, the group conveyor-ventilation drift along panel axis as panel conveyor drift""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-014,pdf p.91 (printed 91); §3.2,EV-VN-S014-0568,EV-MIN-0140,FACT,DESCRIPTIVE,SKRU2,DESIGN,HIGH,TEXT_LAYER,EXACT,
MGEO-0082,mining_geometry,СКРУ-2,СКРУ-2,MF:SKRU2,east part (Novo-Solikamsk) panels/blocks,"12–14 ЮВП (south sector), 15–17 ЮВП (north sector); meridional panels, latitudinal blocks","Кр-II (drifts), sylvinite seams",,,,,,,,,,,panel_width_m=1600–1660,panel_length_m=2113–2264,block_width_m=400–500,block_length_m=751–849,,,,"preparation=combined: conveyor drifts in rock salt (field), transport and ventilation drifts in Кр-II (seam) | equipment=Урал-20Р(А) + ВС-30 (5ВС-15М) + БПС-25 (БП-15)",order=advance (прямой) toward eastern boundary for the part; retreat for panels/blocks,,,,UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-014,pdf p.91 (printed 91); §3.2,EV-VN-S014-0570,EV-MIN-0142;EV-MIN-0143,FACT,DESCRIPTIVE,SKRU2,DESIGN,HIGH,TEXT_LAYER,FUZZY_90,
MGEO-0083,mining_geometry,СКРУ-3,СКРУ-3,MF:SKRU3,hydro-isolated blocks and panel-block scheme,"5 isolated blocks (1 north, 2 central, 2 south); 18 panels, 8–18 blocks per panel",,,,,,,,,,,,,,,,,,,"layout=meridional panels, latitudinal blocks","order=panels advance (прямой), blocks retreat (обратный)",,,"{""opening"": ""workings in underlying rock salt""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-014,pdf p.92 (printed 92); §3.3,EV-VN-S014-0575,EV-MIN-0145,FACT,DESCRIPTIVE,SKRU3,DESIGN,HIGH,TEXT_LAYER,EXACT,5 hydro-isolated blocks is new detail vs EV-MIN-0145.
MGEO-0084,mining_geometry,БКПРУ-2,БКПРУ-2,MF:BKPRU2,panels (latitudinal) and main workings,ЗП (west wing) / ВП (east wing),"АБ, Кр-II",,,,,,,,,,,panel_width_m=400,"panel_length_m=3350 (east), 4350 (west) from main workings",,,,,,,order=mine field: прямой; panels: обратный,,,"{""main_workings"": ""главные транспортные и конвейерные штреки в подстилающей каменной соли; главные вентиляционные штреки по пластам АБ и Красный-II, N and S from shafts""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-014,pdf p.97 (printed 97); §3.4,EV-VN-S014-0583,EV-MIN-0147;EV-MIN-0148,FACT,DESIGN_VALUE,BKPRU2,DESIGN,HIGH,TEXT_LAYER,EXACT,
MGEO-0085,mining_geometry,БКПРУ-2 (figure referenced in §3.4),БКПРУ-2,MF:BKPRU2,cross-section through panel development workings (two-seam panel АБ + Кр-II),"panel from boundary to boundary (L_пан), half-pillar b/2 at each panel boundary","АБ and Кр.II (Кр.I between them, Кр.III and rock salt below)",,,,,,,,,,,,,,,,,,"layout=panel axis group: АБ drifts above Кр.II drifts; rock-salt transport + conveyor drifts below Кр.III connected by ore-pass boreholes; chambers in АБ and Кр.II extend to panel boundaries, leaving b/2 at each boundary; distances 60000 and 70200 mm from axial drift group to the two сближенные вентиляционные штреки",,,,"{""dimension_labels_mm_as_printed"": [""3200 (АБ drifts)"", ""6100 (Кр.II drifts)"", ""1000"", ""4400 (transport drift in rock salt below Кр.III)"", ""3200 (conveyor drift, rock salt)"", ""10200 (between axes of rock-salt transport and conveyor drifts)"", ""60000"", ""70200"", ""L_пан"", ""b/2"", ""рудоспускная скважина ∅500"", ""1,4""], ""workings_labels"": [""Очистная камера по пласту АБ"", ""Очистная камера по пласту КрII"", ""I ход / II ход (Кр.II chambers mined in two passes)"", ""Сближенный вентиляционный штрек"", ""Транспортный штрек"", ""Конвейерный штрек по пласту АБ"", ""Конвейерный штрек по пласту Кр.II"", ""Рудоспускная скважина ∅500"", ""Винтовой анкер"", ""Ось панельного конвейера Л1000КУ"", ""Граница панели""]}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-014,"pdf p.98 (printed 98); Рис. 3.14 (§3.4, БКПРУ-2 context)",EV-VN-S014-0586,,FACT,DESIGN_VALUE,BKPRU2,DESIGN,MEDIUM,VISUAL_READ,EXACT,"Figure is rotated 90° on page; units mm. Assignment of 3200/6100 as widths vs heights inferred from dimension-line orientation (MEDIUM). Kr-II chamber ""I ход / II ход"" indicates two-pass extraction in Кр.II; b/2 = half of inter-panel pillar width (symbol only, no value)."
MGEO-0086,mining_geometry,БКПРУ-2 (§3.4 context),БКПРУ-2,MF:BKPRU2,hydro-isolating bulkheads (гидроизолирующие перемычки) in opening workings crossing hydro-isolating pillars,,"workings in rock salt (blue '+' hatch), red-hatched layer above (roof unit, not labelled)",,,,,,,,,,,,,,,,,,,,,,"{""spacing_between_parallel_workings"": ""45 (large workings), 25 and 25 (small workings)"", ""permanent_bulkhead_cut_cross_section"": ""9,6 × 11,8 (large working); 2,2 × 2,2 (small working)"", ""working_height"": ""3,1"", ""permanent_bulkhead_length"": ""11,24"", ""temporary_bulkhead_spacing"": ""5,0–10,0"", ""units"": ""m implied (not printed)"", ""types"": ""1 – временная перемычка; 2 – постоянная перемычка (wedge-shaped plug in enlarged cut)""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-014,"pdf p.101 (printed 101); Рис. 3.17 (§3.4, БКПРУ-2 context)",EV-VN-S014-0599,,FACT,DESIGN_VALUE,BKPRU2,DESIGN,MEDIUM,VISUAL_READ,EXACT,Units not printed on drawing (m presumed). Links to p.102 text (вруб volume 410–550 м3).
MGEO-0087,mining_geometry,БКПРУ-4,БКПРУ-4,MF:BKPRU4,large-section chambers (КБС) in underlying rock salt,"1 СЗП (and per Рис. 3.20 also 10 ЮВП blocks 1–3, 1 СВП block 4)","каменная соль (underlying rock salt); sylvinite АБ, Кр-II mined above",,,,,,,,,,,,,,,,,,,,,,"{""note"": ""КБС dimensions not given in this chunk""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-014,"pdf p.102 (printed 102); §3.5, Рис. 3.20",EV-VN-S014-0661,,FACT,DESCRIPTIVE,BKPRU4,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
MGEO-0088,mining_geometry,БКПРУ-4,БКПРУ-4,MF:BKPRU4,panel development workings cross-sections (Рис. 3.21),panel,"АБ (panel ventilation drift), Кр.II (panel transport drift), underlying rock salt (panel conveyor and transport drifts)",,,,,,,,,,,,,,,,,,,sequence_in_section=пл. АБ / пл. Кр.I / пл. Кр.II / каменная соль / маркирующая глина,,,"{""drift_cross_section_m"": ""5,1 (width) × 3,1 (height) for all drifts; conveyor drift height '3,1+'"", ""spacing_between_rock_salt_drifts_m"": ""14,2+ (pillar between drifts, printed '14,2+')"", ""offset_above_marker_clay_m"": "">2,0 (from rock-salt drift floor to marker clay)""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-014,"pdf p.106 (printed 106); §3.5, Рис. 3.21",EV-VN-S014-0676,,FACT,DESIGN_VALUE,BKPRU4,DESIGN,HIGH,VISUAL_READ,EXACT,
MGEO-0089,mining_geometry,БКПРУ-4 (§3.5 context),БКПРУ-4,MF:BKPRU4,block development workings cross-sections,block,"АБ (блоковый выемочный штрек), Кр.II (блоковый выемочный штрек), Кр.III (блоковый конвейерный и транспортный штреки)",,,,,,,,,,,,,,,,,,ore_pass=рудоспускная скважина from АБ drift through Кр.II drift to Кр.III conveyor drift,,,,"{""drift_cross_section_m"": ""5,1 (width) × 3,1 (height) for all block drifts"", ""pillar_between_KrIII_drifts_m"": ""6,6"", ""vertical_stacking"": ""АБ drift above Кр.II drift above Кр.III conveyor drift on same axis (left); second column АБ/Кр.II/Кр.III transport drift (right)""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-014,"pdf p.107 (printed 107); Рис. 3.22 (§3.5, БКПРУ-4 context)",EV-VN-S014-0798,,FACT,DESIGN_VALUE,BKPRU4,DESIGN,HIGH,VISUAL_READ,EXACT,Units m implied. Contrasts with Рис. 3.21 where panel conveyor drift is in underlying rock salt; here block drifts are driven in seam Кр.III.
MGEO-0090,mining_geometry,"ВКМКС (generic, Uralkali practice)",ВКМ (регионально),VKM,long underground exploration workings (протяженные разведочные выработки),,not stated,,,,,,,,,,,,,,,,,,layout=paired drifts (транспортный + конвейерный штрек) joined by 45° crosscuts every 200–250 m; face advance cycles 210–260 m with 10 m offsets (Рис. 3.24),,,,"{""cross_section_m"": ""3,2 (width) × 3,1 (height) (Рис. 3.23 А-А)"", ""distance_between_paired_drifts"": ""'1,5–20 м' as printed"", ""niches"": ""ниша для бурения разведочных скважин at crosscut junctions""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,"pdf p.107 (printed 107); §3.6, Рис. 3.23–3.24",EV-VN-S014-0801,,FACT,DESIGN_VALUE,VKM_REGIONAL,DESIGN,HIGH,TEXT_LAYER,EXACT,
MGEO-0091,mining_geometry,БКПРУ-1 (первое применение); схема ОАО «Галургия»,БКПРУ-1,MF:BKPRU1,камера большого сечения (КБС) для складирования шламов,шламовый блок,unstated (КБС сооружаются в каменной соли — см. p.146 о шламовых камерах),,,,20,60.8,20,245–406,,,,,,,,,,,,,,,"{""shape"": ""арочная"", ""cross_section_m2"": 324, ""layers_by_height"": 8}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-014,pdf p.111 (printed 111); §3.7,EV-VN-S014-0815,EV-MIN-0152;EV-MIN-0153;EV-MIN-0154,FACT,DESIGN_VALUE,BKPRU1,DESIGN,HIGH,TEXT_LAYER,EXACT,"Large voids (20x20 m) in the deposit; scope of the numbers: first use at BKPRU-1, generic Galurgia design; not SKRU-1."
MGEO-0092,mining_geometry,VKM (Галургия scheme),ВКМ (регионально),VKM,проходка КБС послойно,шламовый блок,,,,,,,,,,,unloading_crosscuts=2 (центр верхнего слоя и последний слой),,,,,,,,"combine=Урал-20Р(А), сечение исполнительного органа 15,5 м2",,,,"{""layers_by_height"": 8, ""crown_over_incline_min_m"": 2, ""ore_and_vent_boreholes_mm"": 500}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,pdf p.112 (printed 112); §3.7,EV-VN-S014-0819,EV-MIN-0155,FACT,DESIGN_VALUE,VKM_REGIONAL,DESIGN,HIGH,TEXT_LAYER,FUZZY_70,
MGEO-0093,mining_geometry,СКРУ-1,СКРУ-1,MF:SKRU1,очистные камеры АБ и Кр-II: число ходов по высоте,панели и блоки,АБ; Красный-II,,,,,,,,,,,,,,,,,,"AB_passes=1 (2 при большой мощности) | KrII_passes=как правило 2, на полную мощность",,,,"{""turn_in_radius_m"": ""25 (Урал-20Р); ≥15 (Урал-10А)""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,SKRU1_DIRECT,VKM-SRC-014,"pdf p.113 (printed 113); §4.1, Рис. 4.1",EV-VN-S014-0825,EV-MIN-0107,FACT,DESIGN_VALUE,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,"Chamber height = seam thickness (Kr-II full thickness) - numbers of chamber width/height not given here. | [review-fix 26.09.2026] PRIMARY_SECONDARY-011: описание по «Методическому руководству по ведению горных работ на рудниках ОАО «Сильвинит»» (Новосибирск: Наука, 2011; по предисловию VKM-SRC-014, с.7) — вторично; для available_from факты СКРУ-1 считать не ранее 2011 г."
MGEO-0094,mining_geometry,СКРУ-1,СКРУ-1,MF:SKRU1,технологическая схема совместной отработки АБ и Кр-II,блок,"АБ, Красный-II",,,,,,,,coaxial_chambers=камеры АБ (7) и Кр-II (8) соосно в разрезе,,,,,,,,,,ore_pass=рудоспуск (10) от выемочного штрека Кр-II к конвейерному штреку,"lead_offset_AB_vs_KrII=Не менее 50 м (размерная линия между фронтами/выемочными штреками пластов на плане) | section_sequence_top_down=АБ, Кр. I, Кр. II, Кр. III, КС",,,"{""conveyor_drift"": ""блоковый конвейерный штрек (9) в каменной соли (КС) под Кр. III""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,SKRU1_DIRECT,VKM-SRC-014,pdf p.114 (printed 114); Рис. 4.1 (план и разрез А–А),EV-VN-S014-0828,,FACT,DESIGN_VALUE,SKRU1,DESIGN,HIGH,VISUAL_READ,EXACT,"Schematic, not to scale; no numeric chamber/pillar widths printed. 'Не менее 50 м' read at 110 dpi; attaches the ≥50 m AB-lead rule to SKRU-1 (existing EV-MIN-0159 is BKPRU-2). | [review-fix 26.09.2026] PRIMARY_SECONDARY-011: описание по «Методическому руководству по ведению горных работ на рудниках ОАО «Сильвинит»» (Новосибирск: Наука, 2011; по предисловию VKM-SRC-014, с.7) — вторично; для available_from факты СКРУ-1 считать не ранее 2011 г."
MGEO-0095,mining_geometry,СКРУ-1,СКРУ-1,MF:SKRU1,блоковый/панельный конвейерный штрек и рудоспуски,блок/панель,каменная соль / пласт Красный-III,,,,,,,,,,,,,,,,,,,,,,"{""note"": ""конвейерный штрек проходится по каменной соли (по пласту Кр-III), ниже отрабатываемых пластов; неиспользуемые рудоспускные скважины перекрываются""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,SKRU1_DIRECT,VKM-SRC-014,pdf p.115 (printed 115); §4.1,EV-VN-S014-0830,,FACT,DESIGN_VALUE,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,"[review-fix 26.09.2026] PRIMARY_SECONDARY-011: описание по «Методическому руководству по ведению горных работ на рудниках ОАО «Сильвинит»» (Новосибирск: Наука, 2011; по предисловию VKM-SRC-014, с.7) — вторично; для available_from факты СКРУ-1 считать не ранее 2011 г."
MGEO-0096,mining_geometry,СКРУ-1,СКРУ-1,MF:SKRU1,соосное расположение камер разных пластов,,"Вс, АБ, Кр-II",,,,,,,,,,,,,,,,,,,alignment=coaxial (pillars over pillars),,,,DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,MC-GE-04,SKRU1_DIRECT,VKM-SRC-014,pdf p.115 (printed 115); §4.1,EV-VN-S014-0831,EV-MIN-0111,FACT,DESIGN_VALUE,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,"[review-fix 26.09.2026] PRIMARY_SECONDARY-011: описание по «Методическому руководству по ведению горных работ на рудниках ОАО «Сильвинит»» (Новосибирск: Наука, 2011; по предисловию VKM-SRC-014, с.7) — вторично; для available_from факты СКРУ-1 считать не ранее 2011 г."
MGEO-0097,mining_geometry,СКРУ-1,СКРУ-1,MF:SKRU1,послойная выемка карналлитового пласта Вк,,Вк (карналлит),,,,,,,,,,,,,,,,,,,order=нисходящий по высоте,,,"{""layer1"": ""Урал-10А (верхний слой)"", ""subsequent_layers"": ""Урал-20А в два хода по ширине""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,SKRU1_DIRECT,VKM-SRC-014,pdf p.115 (printed 115); §4.2,EV-VN-S014-0836,,FACT,DESIGN_VALUE,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,"[review-fix 26.09.2026] PRIMARY_SECONDARY-011: описание по «Методическому руководству по ведению горных работ на рудниках ОАО «Сильвинит»» (Новосибирск: Наука, 2011; по предисловию VKM-SRC-014, с.7) — вторично; для available_from факты СКРУ-1 считать не ранее 2011 г."
MGEO-0098,mining_geometry,СКРУ-1,СКРУ-1,MF:SKRU1,3-й выемочный слой пласта Вк над участками смешанных солей АБ,,Вк (над АБ смешанного состава),,,,,,,,,,,,,,,,,,,,,,"{""layer3"": ""ступенчатые ходы, смещённые по высоте камеры"", ""purpose"": ""противовыбросовые мероприятия + устойчивость бортов""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,SKRU1_DIRECT,VKM-SRC-014,pdf p.116 (printed 116); §4.2,EV-VN-S014-0838,,FACT,DESIGN_VALUE,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,"[review-fix 26.09.2026] PRIMARY_SECONDARY-011: описание по «Методическому руководству по ведению горных работ на рудниках ОАО «Сильвинит»» (Новосибирск: Наука, 2011; по предисловию VKM-SRC-014, с.7) — вторично; для available_from факты СКРУ-1 считать не ранее 2011 г."
