rheo_id,law_name,law_family,math_class,equation_as_printed,equation_number,parameters_and_units,calibration_experiment,lithology,stress_range,time_range,temperature_assumption,scale,site_scope,source_id,locator,vn_ids,prev_evidence_ids,relation_to_v1_registry,original_or_cited,status,evidence_type,extraction_method,visual_confirmation,confidence,applicability_SKRU1,planned_role,notes
MR-RHEO-N07,Shape dependence of long-term strength (normalised shape coefficient) — СКРУ-1 Монолит-1 vs СКРУ-3 Монолит-2,long-term strength threshold (shape-dependent),ALGEBRAIC,"K_[c](d/h) = K_t^∞(d/h) / K_t^∞|d/h=0,5 (6.6); Table 6.2: σпр, σ∞, K_t∞ per h/d for Монолит-1 (СКРУ-1) and Монолит-2 (СКРУ-3)","(6.6), Табл. 6.2","σ∞ Монолит-1 (СКРУ-1): 7,7–24,5 МПа for h/d = 2,5…0,5; K_t∞ 0,36–0,50 (see mechanics catalog rows for each h/d)","accelerated creep-relaxation method (§6.2) on КрII сл.5 sylvinite cylinders d = 42 мм, variable h","сильвинит КрII, слой 5",n/a (threshold),accelerated test + extrapolation,not stated,LAB,"SKRU1 (Монолит-1, lab) / SKRU3 (Монолит-2)",VKM-SRC-025,"§6.3 pp.163-165, Табл. 6.2, eq. (6.6)",EV-VN-S025-0899;EV-VN-S025-0879;EV-VN-S025-0895;EV-VN-S025-0896;EV-VN-S025-0898;EV-VN-S025-0902;EV-VN-S025-0905,EV-RMR-1157;EV-RMR-1158,extends CL-02 (v1 EV-RMR-1157),ORIGINAL,DERIVATION,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED/VISUAL_READ,YES,HIGH,ONLY explicitly СКРУ-1 rheological lab datum in the corpus (Монолит-1); location/depth/date of sampling UNKNOWN; LAB→MASSIF not evidenced,CONSTRAINT_CHECK (pillar long-term stability vs h/d),"[fix 26.09 TRANSFER-002] status FACT→DERIVATION, evidence_type LAB_TEST→CALCULATED_BY_AUTHOR: σ∞, K_t∞ of Табл. 6.2 are derived by the accelerated creep–relaxation method (6.2)–(6.5) from specimen tests (see MR-MECH-0939…0962); LAB→MASSIF not evidenced. Between-monolith conflict for same seam/layer at h/d = 2,0: K_t∞ 0,36 (М-1, СКРУ-1) vs 0,52 (М-2, СКРУ-3) — kept as two values (see conflicts). Effect significant only for h/d < 0,75 (p.165)."
MR-RHEO-N08,"Long-term strength vs specimen size (cubes 20–80 мм), sylvinite",long-term strength threshold (size-dependent),EMPIRICAL_TABLE,"σ_дл tabulated alongside σ_пр per cube edge (Табл. 3.2): блок 1 (пласт А) 11,74; 9,86; 8,07 (20–40 мм); блок 3: 14,10; 14,54; 14,14; 14,29 (20–60 мм); КрII сл.5: 9,13; 10,84; 7,77; КрII сл.7: 5,08; 4,44; 7,52",Табл. 3.2,σ_дл in МПа,uniaxial compression of cubes 20–80 мм; σ_дл method not described on p.76 (cf. Ch. VI),"полосчатый сильвинит (пласт А, блоки 1, 3); красный сильвинит КрII сл.5, сл.7",n/a,not stated,not stated,LAB,VKM_REGIONAL,VKM-SRC-025,p.76 Табл. 3.2,EV-VN-S025-0401,EV-RMR-0338;EV-RMR-0344;EV-RMR-0350;EV-RMR-0366;EV-RMR-0372;EV-RMR-0378;EV-RMR-0384;EV-RMR-0405;EV-RMR-0411;EV-RMR-0417;EV-RMR-0423;EV-RMR-0429;EV-RMR-0435,related to CL-02 (size effect of σ_дл; non-monotonic),ORIGINAL,FACT,LAB_TEST,OCR_VISUALLY_CONFIRMED,YES,HIGH,LAB; definition of σ_дл here possibly = elastic-limit stress (open question EV-VN-S025-0522/0721),CONTEXT_ONLY,Operational definition of σ_дл in Ch. III–IV tables (elastic-limit on instantaneous curve vs creep-based σ∞) is UNRESOLVED — do not pool with Ch. VI σ∞.
MR-RHEO-N09,Brine effect on long-term strength of КрII sylvinite,long-term strength threshold (moisture/brine-dependent),ALGEBRAIC,"σ_дл: 14,5 → 5,0 МПа after brine immersion (≈3-fold decrease); moisture uptake to ~0,86–0,88 % in 40 days",§4.5 p.122-124,МПа; % moisture,immersion of specimens in saturated brine up to 60 days; uniaxial compression,сильвинит КрII,n/a,40–60 сут immersion,not stated,LAB,VKM_REGIONAL,VKM-SRC-025,§4.5 pp.121-125,EV-VN-S025-0677;EV-VN-S025-0678;EV-VN-S025-0681,,NEW (brine/flooding modifier of CL-02),ORIGINAL,FACT,LAB_TEST,OCR_VISUALLY_CONFIRMED,YES,HIGH,relevant only for flooding/brine scenarios; σ_дл here is the Ch. II elastic-limit definition,SCENARIO_MODIFIER (flooding),Mean UCS stays within scatter while scatter ×2.7 (p.124).
MR-RHEO-N10,"Typical long-term strength curve of sylvinite (creep-rupture, σ = const)",long-term strength curve,OTHER,"c(t) = σ/σсж decreasing to asymptote σ∞ (dashed); no analytical expression; text: σ∞ = 0,3σсж (красный сильвинит), 0,4σсж (неравномернозернистая каменная соль)",Рис. 1.13,"c ~0,95 → ~0,5 within ~35 сут (visual); σ∞/σсж ≈ 0,3",uniaxial creep-rupture tests,сильвинит (seam/mine not stated); каменная соль,"c = 0,5–0,95",≈35 сут,not stated,LAB,VKM_REGIONAL,VKM-SRC-037,p.13 (printed 24-25) Рис. 1.13 + text,EV-VN-S037-0143;EV-VN-S037-0138,EV-MIN-1363,"conflicts in level with CL-02 (sylvinite K_дл 0,35–0,40; rock salt 0,60–0,65)",ORIGINAL (textbook summary),FACT,LAB_TEST,OCR_VISUALLY_CONFIRMED/VISUAL_READ,YES,HIGH,VKM_REGIONAL LAB,CONSTRAINT_CHECK alternative value,v1 EV-MIN-1363. Extrapolation from weeks to decades of pillar life is an extrapolation.
MR-RHEO-N11,"Long-term strength factor 0,3 in Coulomb–Mohr damage indicator (Лебедева FE model)",long-term strength threshold (model choice),ALGEBRAIC,"Kt = σ1/[σ1] (4.1); [σ1] = σсж + σ3·(1+sinφ)/(1−sinφ) (4.2), σсж «с учетом коэффициента перехода к длительной прочности 0,3»",(4.1)-(4.2),"factor 0,3 (-) applied to UCS for all salt strata",none (adopted; cited),all salt strata of the model,elastic FE stresses,n/a,n/a,CALIBRATED_EFFECTIVE_MODEL,SOLIKAMSK_GROUP (FE models of the intermine pillars along lines №1 СКРУ-1–СКРУ-2 and №2 СКРУ-2–СКРУ-3),VKM-SRC-012,"pp.95-96, eqs (4.1)-(4.2)",EV-VN-S012-0509;EV-VN-S012-0508;EV-VN-S012-0502,EV-RMB-0100;EV-RMB-0101;EV-RMB-0102,"related to CL-02 (value differs: 0,3 for all salts vs lab K_дл 0,35–0,40 sylvinite / 0,60–0,65 rock salt / 0,20–0,25 carnallite)",CITED (Bulychev [11] zones),MODEL_CHOICE,DESIGN_VALUE,TEXT_LAYER,text layer,MEDIUM,model-specific,EXCLUDED_AS_INPUT (documented model choice),"[fix 26.09 D-17/TRANSFER-026] legacy scope label SKRU1/SKRU2→SOLIKAMSK_GROUP (factor used for both FE sections); evidence_type MODEL_CALIBRATED→DESIGN_VALUE (the long-term transition factor 0,3 is adopted in (4.2), p.96). Undifferentiated factor for all lithologies — conflicts with lithology-specific lab ratios."
MR-RHEO-N12,Long-term strength ratios of rock salt (geological/literature),long-term strength threshold,ALGEBRAIC,"σсж.дл < 0,75σсж; τ3 = 0,5σсж; τ < 0,375σсж",(no number) p.109 (printed ~218),ratios (-),literature (cited),rock salt,n/a,geological,not stated,DESIGN,GENERAL_METHOD,VKM-SRC-011,p.109,EV-VN-S011-1779,,"compare CL-02 (rock salt lab K_дл 0,60–0,65 < 0,75)",CITED,FACT,LITERATURE_CITED,TEXT_LAYER,text layer,MEDIUM,context only,CONTEXT_ONLY,"[fix 26.09 TRANSFER-024] scale NOT_APPLICABLE→DESIGN (adopted bound, same text as MR-MECH-0874)."
MR-RHEO-N13,Long-term shear strength criterion for the initial inelastic-deformation zone (НЗНД) around openings,long-term strength criterion (Coulomb–Mohr in invariants),ALGEBRAIC,[1/((1−sinφ)γH)]·(T − σ·sinφ) = T∞/(γH) (boundary); ≥ for the НЗНД area; T∞ ≈ Rc/4 (Rc = 4T∞); Kσ = γHр/Rс,"(no number) pp.91, 93, 99 (printed 181-199)","T∞ ≈ 0,25·σсж (МПа); γ in МН/м³",3D elastic boundary-integral computations (ГИУ) + «паспорт длительной прочности»,соляные породы ВКМ,n/a,n/a,n/a,DESIGN,VKM_REGIONAL,VKM-SRC-037,"pp.91-99 (printed 181-199), табл. 6.3",EV-VN-S037-0579;EV-VN-S037-0583;EV-VN-S037-0620;EV-VN-S037-0576;EV-VN-S037-0578,,NEW (normative long-term strength criterion; not in v1 registry),ORIGINAL (methodical guidance),FACT,NORMATIVE,OCR_VISUALLY_CONFIRMED,YES,HIGH,normative design criterion for VKM openings,CONSTRAINT_CHECK,T∞ ≈ σсж/4 is a different long-term strength convention from K_дл = σ∞/σпр of CL-02 (shear vs uniaxial).
MR-RHEO-N14,Viscoelastic vs progressive regime threshold depth of openings (H∞),regime threshold (stress intensity vs long-term strength),ALGEBRAIC,"if stress intensity on contour at t=0 ≤ strength → viscoelastic contour displacement with rate → 0, Tр → ∞; circular opening in VKM salt: Tр → ∞ for H ≤ H∞ = 290÷300 м",§6.2 p.89 (printed 176),H∞ = 290÷300 м,computer calculations of УФ ВНИИГ (not field data),соляные породы ВКМ (quasi-homogeneous),n/a,n/a,n/a,MASSIF,VKM_REGIONAL,VKM-SRC-037,p.89 (printed 176-177),EV-VN-S037-0555;EV-VN-S037-0551;EV-VN-S037-0557;EV-VN-S037-0573,,NEW (not in v1 registry),ORIGINAL (calculated by authors),DERIVATION,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,YES,HIGH,VKM regional design threshold; SKRU-1 depths must be compared in the local phase,CONSTRAINT_CHECK,"[fix 26.09 global rule] status FACT→DERIVATION: calculated by the author, not an observation. Open question S037-0573: rheological laws behind A = 1606, 13,5 and H∞ are not published in the source."
MR-RHEO-N15,Time of stable state of unsupported development workings — Соловьёв–Секунцов form,empirical time-to-instability law (exponential in stress level),ALGEBRAIC,"Тр = 2020K·exp(−13,5γH/σ̄сж)·√(12/Sр) (7.1); K = exp[0,5(h/L − 0,75)] (7.2)",(7.1)-(7.2),Тр [год]; γ [МН/м³ implied]; H [м]; σ̄сж [МПа]; Sр [м²],not cited on page (Chapter 7 cites no reference),sylvinite / rock salt around unsupported continuous-miner workings,"γH/σ̄сж as used in examples (~0,2–0,7)",years,n/a,DESIGN,VKM_REGIONAL,VKM-SRC-014,"§7.1 p.172, eqs (7.1)-(7.2)",EV-VN-S014-1002;EV-VN-S014-1001;EV-VN-S014-1122;EV-VN-S014-1124,EV-MIN-0207;EV-MIN-0208;EV-RMR-1160,NEW row (v1 only as EV-RMR-1160 under ucs); same family as the Соловьёв 1992 law (6.5)-(6.8) but different prefactor (2020·K vs A = 1606),"CITED: Методическое руководство по ведению горных работ на рудниках ОАО «Сильвинит» (отв. ред. В.А. Соловьев). — Новосибирск: Наука, 2011, 487 с. — per the preface of VKM-SRC-014 (p.7); not in corpus",FACT,NORMATIVE,OCR_VISUALLY_CONFIRMED/TEXT_LAYER,YES,HIGH,"VKM regional design; SKRU-1 inputs (σ̄сж, H, Sр) needed",EMPIRICAL_TIME_TO_FAILURE (context / constraint),[fix 26.09 PRIMARY_SECONDARY-011] VKM-SRC-014 (2013) reproduces the 2011 guide (ch.1–7); secondary. See conflict row: prefactor 2020·K (K for h/L) vs A = 1606 (rectangular S = 12 м²).
MR-RHEO-N16,"Time of stable state of unsupported workings — Соловьёв 1992 methodical guidance form (with section, layering and seam corrections)",empirical time-to-instability law (exponential in stress level),ALGEBRAIC,"Tр = A exp(−13,5 γHр/Rс) (6.5); Ks = √(S/Sр) (6.6); Tр = A exp(−13,5γHр/Rс)√(S/Sр) (6.7); Kmn = exp[−0,766(Σmi/n − 2,8)]; Tр = A exp(−13,5γH/Rс)√(S/Sс)Kmn (6.8); Tр.пл = Tр·Kпл, Kпл = exp(−0,197 m/hв)",(6.5)-(6.8) + unnumbered,"A = 1606 год (rectangular S = 12 м², 2hв = 3 м, Lр = 4 м); per-shape A: 1–4 → 1606, 5–7 → 202…; per-machine A: ПК-8 5097, Урал-10КС 1612 …; γ = 0,022 МН/м³ (nomogram)","fitted to numerical (ЭВМ) calculations of УФ ВНИИГ; categories I–V (γHр/Rс ≈ 0,2…0,5)",соляные породы ВКМ,"γHр/Rс ≈ 0,2…0,5; Hр 200…500 м; Rс 20…40 МПа; Sр 12…40 м²",years,n/a,DESIGN,VKM_REGIONAL,VKM-SRC-037,"§6.2 pp.89-90, 95-98 (printed 176-196), Рис. 6.1",EV-VN-S037-0561;EV-VN-S037-0560;EV-VN-S037-0562;EV-VN-S037-0563;EV-VN-S037-0564;EV-VN-S037-0598;EV-VN-S037-0604;EV-VN-S037-0605;EV-VN-S037-0606;EV-VN-S037-0597;EV-VN-S037-0572,,NEW (not in v1 registry); same family as SRC-014 (7.1),ORIGINAL,FACT,NORMATIVE,OCR_VISUALLY_CONFIRMED,YES,HIGH,VKM regional design,EMPIRICAL_TIME_TO_FAILURE,"(6.8) prints H and S/Sс vs Hр and S/Sр in (6.7) — notation inconsistency; Kmn constant 2,8 partly legible. Kпл text says m/2hв, formula m/hв (ambiguity)."
MR-RHEO-N17,Time of stable state of unsupported continuous-miner workings calibrated on field surveys (one-pass / multi-pass),empirical time-to-instability law (power × exponential),ALGEBRAIC,"Tр = a1(hн/Lр)^a2 exp(a3 γH/σсж + a4 m/hв) (6.19); Tр = a0(hв/Lр)^a1(hн/Lр)^a2 exp(a3 γHпр/σсж + a4 m/hв) (6.27), a0 = 92,3; a1 = 0,19; a2 = 0,175; a3 = −4,121; a4 = −0,197","(6.19), (6.27), табл. 6.11","a1: 136 (ПК-8, 8,9 м²), 80 (Урал-10КС, 10,2 м²), 65 (Урал-20КС …) год; a2 0,175–0,190; a3 −4,121; a4 −0,197; γ = 0,021 МН/м³ (printed «мН/м³»)","natural surveys of workings (табл. 6.17): single ПК-8 workings stable 2,6 yr (H = 410 м, Cн.о = 9,2 %, γH/σсж = 0,67) … 29 yr; model error mean 8 %, max 25 %",sylvinite / rock salt workings of VKM,"γH/σсж up to ~0,67 in sample; stress-level factors by mine in табл. 6.18","2,6–29 years (sample)",n/a,CALIBRATED_EFFECTIVE_MODEL,VKM_REGIONAL (sample incl. СКПРУ-1 stress levels in табл. 6.18),VKM-SRC-037,"§6.10.1 pp.107-110 (printed 212-219), табл. 6.11, 6.17, 6.18",EV-VN-S037-0654;EV-VN-S037-0677;EV-VN-S037-0653;EV-VN-S037-0675;EV-VN-S037-0725,,NEW (not in v1 registry),"CITED/GENERALISED: «Методика расчета времени устойчивого состояния выработок…» (VKM-SRC-037 §6.10 generalises works [3, 29]: [3] = Вяткин и др. 1983 — topical mismatch, [29] missing from the reference list; primary not in corpus)",DERIVATION,MODEL_CALIBRATED,OCR_VISUALLY_CONFIRMED,YES,HIGH,"VKM regional, field-calibrated; stress-level ratios per mine incl. СКПРУ-1 (mechanics catalog MR-MECH rows stress_level_ratio)",EMPIRICAL_TIME_TO_FAILURE (best field-calibrated time law for workings),"[fix 26.09 PRIMARY_SECONDARY-019] primary «Методика…» not established (DATA_REQUEST). [fix 26.09 D-01] status FACT→DERIVATION: law calibrated by the author (model-specific). OCR 99,3 → visual 92,3 for a0. (6.19) prints γH/σсж while text uses γHпр/σсж."
MR-RHEO-N18,Consumed-life (damage accumulation) rule for workings under successive stoping fronts,cumulative damage / remaining-life rule,ALGEBRAIC,"SRC-014: Тр1 = Тр (Kоч = 1); Тр2 = Т′р2(1 − Т1/Тр1); Тр3 = Т′р3(1 − Т2/Тр2)^0,5; Тр4 = Т′р4(1 − Т3/Тр3)^0,2; Тробщ = Т1 + Т2 + Т3 + Тр4 (7.12)-(7.13) | SRC-037: Tр2 = Tр(1−T1/Tр2) [sic]; Tр3 = Tр(1−T2/Tр2)^0,5 (6.26)",SRC-014 (7.12)-(7.13); SRC-037 (6.26),"exponents 1; 0,5; 0,2 (-)",not stated,workings in salt rocks,via Kоч (stoping influence factors),years,n/a,DESIGN,VKM_REGIONAL,VKM-SRC-014; VKM-SRC-037,SRC-014 §7.1 p.177; SRC-037 §6.10.1 p.109,EV-VN-S014-1016;EV-VN-S037-0672,EV-MIN-0221,NEW (not in v1 registry),"CITED/GENERALISED: «Методика расчета времени устойчивого состояния выработок…» (VKM-SRC-037 §6.10 generalises works [3, 29]: [3] = Вяткин и др. 1983 — topical mismatch, [29] missing from the reference list; primary not in corpus)",FACT,NORMATIVE,OCR_VISUALLY_CONFIRMED,YES,HIGH,time-dependence template for multi-seam sequencing,EMPIRICAL_TIME_TO_FAILURE (context),"[fix 26.09 PRIMARY_SECONDARY-019] primary «Методика…» not established (DATA_REQUEST). SRC-037 prints Tр2 in the denominator of stage 2 (probable typo; example uses Tр1: 7,6(1−5,7/13,6))."
MR-RHEO-N19,Time of stable state of bolted workings and junctions,empirical time-to-instability law (with support term),ALGEBRAIC,"Tра = b1 exp(a3′γHпр/σсж + a4 m/hв)[b2 + b3(a/lа) + b4(a/lа)²][1 + b5(n·p/a·c)/(γHпр)] (6.28); junction example: Tра = 40·exp[−3,75X1 − 0,197X2]·[2,82 + 2,8(l/…) − 1,4(l/…)²]·[1 + 32,5(2p/(a·c))/22,75]","(6.28), табл. 6.19","b1: 40/32/27/25/23/20; b2: 2,82/1,93/1,40/1,50/1,28/0,92 … (табл. 6.19)",field-calibrated (methodical),"salt rocks, bolted workings",n/a,years,n/a,CALIBRATED_EFFECTIVE_MODEL,VKM_REGIONAL,VKM-SRC-037,"§6.10.2 p.111 (printed 220), p.121",EV-VN-S037-0688;EV-VN-S037-0733,,NEW,"CITED/GENERALISED: «Методика расчета времени устойчивого состояния выработок…» (VKM-SRC-037 §6.10 generalises works [3, 29]: [3] = Вяткин и др. 1983 — topical mismatch, [29] missing from the reference list; primary not in corpus)",FACT,NORMATIVE,OCR_VISUALLY_CONFIRMED,YES,HIGH,support design; context for workings life,CONTEXT_ONLY,"[fix 26.09 PRIMARY_SECONDARY-019] primary «Методика…» not established (DATA_REQUEST). Text «bi (i=1,4)» vs table b1–b5; column header b4 printed «h4»."
MR-RHEO-N20,Growth in time of the limit-deformation (caving) zone height around workings,"power law in time ratio (Tсл/Tр)^0,26",ALGEBRAIC,"h = max(hн, hсл) (6.29); hсл = R(γHпр/σсж)^α1·(hн/Lр)^α2·(m/hв)^α3·(hв/Lр)^α4·(Tсл/Tр)^α5, R = 1,2 м, α1 = 0,52, α2 = 0,20, α3 = 0,24, α4 = 0,21, α5 = 0,26 (6.30)",(6.29)-(6.30),"R = 1,2 м; α1..α5 as printed",calibrated (methodical),roof/floor salt rocks around workings,n/a,Tсл/Tр,n/a,CALIBRATED_EFFECTIVE_MODEL,VKM_REGIONAL,VKM-SRC-037,§6.10.3 p.112 (printed 223); Рис. isochrons p.113,EV-VN-S037-0692;EV-VN-S037-0694,,NEW,"CITED/GENERALISED: «Методика расчета времени устойчивого состояния выработок…» (VKM-SRC-037 §6.10 generalises works [3, 29]: [3] = Вяткин и др. 1983 — topical mismatch, [29] missing from the reference list; primary not in corpus)",FACT,NORMATIVE,OCR_VISUALLY_CONFIRMED/VISUAL_READ,YES,HIGH,damage-zone growth around openings (time dependence),CONTEXT_ONLY / damage zone,[fix 26.09 PRIMARY_SECONDARY-019] primary «Методика…» not established (DATA_REQUEST). Direct time-dependence evidence for damage zone around workings.
MR-RHEO-N21,Time of stable state of workings with vertical destress slot,empirical time-to-instability law (correction factors),ALGEBRAIC,"Tрщ = Tр·Kф·Kм (6.55); Kф = c1 + (1 − c1)exp[c2(hщ/2hв)^c3] (6.56); Kт = exp(0,1 m/hв) (6.57)",(6.55)-(6.57),"aщ = 0,14 м; c1–c3 in source table",correlation dependences (methodical),salt rocks,n/a,years,n/a,DESIGN,VKM_REGIONAL,VKM-SRC-037,§6.10.5 p.122 (printed 242),EV-VN-S037-0736;EV-VN-S037-0737,,NEW,"CITED/GENERALISED: «Методика расчета времени устойчивого состояния выработок…» (VKM-SRC-037 §6.10 generalises works [3, 29]: [3] = Вяткин и др. 1983 — topical mismatch, [29] missing from the reference list; primary not in corpus)",FACT,NORMATIVE,OCR_VISUALLY_CONFIRMED,YES,HIGH,context,CONTEXT_ONLY,"[fix 26.09 PRIMARY_SECONDARY-019] primary «Методика…» not established (DATA_REQUEST). Subscript printed Kм (6.55), Kт (6.57), Km (Рис. 6.34)."
MR-RHEO-N22,Critical roof displacement of openings / stopes (onset of slab separation),critical deformation threshold,ALGEBRAIC,"SRC-014: Uкр = Lр·0,1045·exp(−0,256·Σmi/n) (7.17) | SRC-037: U = Uкр = 0,1045 Lр exp(−0,256 Σmi/n) (6.3)",SRC-014 (7.17); SRC-037 (6.3),"0,1045; 0,256 (-); Σmi = total clay-parting thickness in roof zone h = 0,7Lр; n = thickness of first unstable layer",not stated,layered salt roof with clay partings,n/a,n/a,n/a,DESIGN,VKM_REGIONAL,VKM-SRC-014; VKM-SRC-037,SRC-014 §7.2 p.186; SRC-037 §6.2 p.89 (printed 177),EV-VN-S014-1045;EV-VN-S037-0558,EV-MIN-0232;EV-RMR-1174,threshold used with CL-04 (v1 EV-RMR-1174); identical form in two sources,CITED/ORIGINAL (methodical),FACT,NORMATIVE,OCR_VISUALLY_CONFIRMED,YES,HIGH,roof stability constraint; requires clay-parting geometry,CONSTRAINT_CHECK,
MR-RHEO-N23,Time of stable state of stope roof (inversion of CL-04) and correction factors,empirical time-to-instability law,ALGEBRAIC,"Тр = ((Uкр − U0)/a)^3,33·(90,9/(1,7 + ω))^3,33·(b/h)^1,66·(1 − ω)^−1,66·exp(−18,27√ω·γH/σ̄сж) (7.22); Kмп = −0,25 + 1,25[1 − exp(−(a2/a1)√(hмп/a1)(h1/h2)^(1/4))] (7.20); Kмх = 1 − √(nмх·b′/a) (7.21); Трn = Тр·Kn, Kn = 20,8(n/Lр)^1,6 (n/Lр ≤ 0,15) (7.23); Трm = Тр exp(−0,4m/h)^0,2 (7.24); Тр = Тробщ·Kn (7.14)-(7.15)","(7.14)-(7.15), (7.20)-(7.24)",as printed,not stated (Chapter 7 cites no reference),stope roof (sylvinite/rock salt with clay partings),"ω, γH/σ̄сж",years,n/a,DESIGN,VKM_REGIONAL,VKM-SRC-014,"§7.1-7.2 pp.178, 186-188",EV-VN-S014-1019;EV-VN-S014-1051;EV-VN-S014-1052;EV-VN-S014-1053;EV-VN-S014-1054;EV-VN-S014-1055;EV-VN-S014-1040;EV-VN-S014-1042;EV-VN-S014-1044,EV-MIN-0222;EV-MIN-0232;EV-MIN-0234;EV-MIN-0235;EV-MIN-0236;EV-MIN-0237,"derived from CL-04 (7.18) (exponents 3,33 ≈ 1/0,3; 18,27 ≈ 5,48/0,3 — reader observation)","CITED: Методическое руководство по ведению горных работ на рудниках ОАО «Сильвинит» (отв. ред. В.А. Соловьев). — Новосибирск: Наука, 2011, 487 с. — per the preface of VKM-SRC-014 (p.7); not in corpus",FACT,NORMATIVE,OCR_VISUALLY_CONFIRMED/TEXT_LAYER,YES,HIGH,context,EMPIRICAL_TIME_TO_FAILURE (context),"[fix 26.09 PRIMARY_SECONDARY-011] VKM-SRC-014 (2013) reproduces the 2011 guide (ch.1–7); secondary. (7.23) second condition printed «≤ 0,15» (typo; (7.15) has «> 0,15»). (7.24) exponent placement ambiguous. Example 2 (p.191) uses A1 = 1,0·10^−2 and 5,98 instead of 1,10·10^−2 and 5,48 (conflict EV-VN-S014-1063)."
MR-RHEO-N24,Interseam (междупластье) delamination onset and time of stable state,critical strain / steady creep rate ratio,ALGEBRAIC,"εмп(tмп) = ε*мп (7.28); ε*мп = 0,3hмп/min{a1, a2} [%] (7.33); Ēд = ΣEiд·li/Σli (7.35); tмп = ε*мп/ε̇мп (7.36); ε̇мп from (7.34) = CL-03",(7.26)-(7.36),"0,3 (-); Cмп ≤ 0,2 → «not close» seams (7.27)",not stated,technological interseam between close sylvinite seams (АБ–КрII),"Cмп > 0,2",сут → years,n/a,DESIGN,VKM_REGIONAL (worked example СКРУ-3),VKM-SRC-014,§7.3 pp.193-197,EV-VN-S014-1078;EV-VN-S014-1071;EV-VN-S014-1081;EV-VN-S014-1069;EV-VN-S014-1072;EV-VN-S014-1074;EV-VN-S014-1075;EV-VN-S014-1076;EV-VN-S014-1088;EV-VN-S014-1125,EV-MIN-0241;EV-MIN-0242;EV-MIN-0243;EV-MIN-0244;EV-MIN-0245;EV-MIN-0246;EV-MIN-0251;EV-RMR-1161;EV-RMR-1162;EV-RMR-1163;EV-RMR-1165;EV-RMR-1166,completes CL-03 (v1 EV-RMR-1163/1165/1166),"CITED: Методическое руководство по ведению горных работ на рудниках ОАО «Сильвинит» (отв. ред. В.А. Соловьев). — Новосибирск: Наука, 2011, 487 с. — per the preface of VKM-SRC-014 (p.7); not in corpus",FACT,NORMATIVE,OCR_VISUALLY_CONFIRMED/TEXT_LAYER,YES,HIGH,multi-seam SKRU-1 relevance (АБ–КрII); Kгл values missing,CONSTRAINT_CHECK,[fix 26.09 PRIMARY_SECONDARY-011] VKM-SRC-014 (2013) reproduces the 2011 guide (ch.1–7); secondary. Rate symbol printed ε*мп in (7.34) — notation clash with critical strain (7.33).
MR-RHEO-N25,Tupitsyn method: time of stable state of stope roofs,empirical time-to-instability law (field-calibrated coefficient),ALGEBRAIC,t = τ·b/(a·K·C_Н.О.),(no number) p.129 (printed 257),"t [лет]; τ empirical coefficient (calibrated on mined part of the site); a, b [м]; K fold-intensity index [м]; C_Н.О. [%]",calibration of τ on the already-mined part of the same site,stope roof (salt rocks with insoluble residue),n/a,years,n/a,CALIBRATED_EFFECTIVE_MODEL,VKM_REGIONAL,VKM-SRC-011,"p.129 (printed 257), ref [286] (авт. свид. И.С. Тупицына)",EV-VN-S011-2078,EV-GEO-0177,NEW row (v1 only EV-GEO-0177 as fold_amplitude),CITED ([286]),FACT,LITERATURE_CITED,VISUAL_READ,YES,HIGH,not applicable to new areas (needs τ calibration); Кудряшов criticises K,CONTEXT_ONLY,Formula missing from text layer; read from 300 dpi clip by the sweep reader.
MR-RHEO-N26,"Steady strain rate of interchamber pillars vs loading degree (graphical, 3 rock groups)",exponential in loading degree (semi-log straight lines),EMPIRICAL_TABLE,"log10(ε̇_от) linear in c: ε̇_от = f₂(c) — lines 1 сильвинит Красный-II; 2 карналлит; 3 галит, сильвинит АБ (no numeric A, B printed)",Рис. 8.13 б,"ε̇_от ≈ 10^−5 … 10^0 %/сут for c = 0,1…0,95 (graph)",not stated in the chunk,pillars: КрII sylvinite; carnallite; halite + АБ sylvinite,"c = 0,1–1,0",сутки,not stated,DESIGN,VKM_REGIONAL,VKM-SRC-037,§8.4 p.168 (printed 334) Рис. 8.13б,EV-VN-S037-0902;EV-VN-S037-0878;EV-VN-S037-0879;EV-VN-S037-0905,EV-MIN-1335;EV-MIN-1354;EV-MIN-1356,same exponential-in-loading-degree family as CL-03 (v1 EV-MIN-1356); pillar-scale,ORIGINAL (normative figure),FACT,NORMATIVE,GRAPH_DIGITIZED_APPROX/OCR_VISUALLY_CONFIRMED,YES,HIGH,pillar creep rate vs C — key time law for yielding pillars; numbers only by digitisation (deferred),STRUCTURAL_ALTERNATIVE (pillar-scale creep),"Line identity from leader lines not fully unambiguous at 400 dpi; x-axis tick misprint (0,6 twice). Digitisation deferred to local phase."
