process_id,vn_id,kind,source_id,locator,pdf_page,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,role,notes,record_normalization
PC-13,EV-VN-S012-0044,parameter,VKM-SRC-012,"VKM-SRC-012 p.18 (§1.2, испытания на ползучесть [8])",18,FACT,LITERATURE_CITED,VKM_REGIONAL,LAB,HIGH,TEXT_LAYER,FUZZY_85,KEY,"Stage thresholds are lab load levels as fraction of UCS; the load level at which each stage was 'recorded', not rigorous thresholds.",
PC-13,EV-VN-S025-0848,rheology_law,VKM-SRC-025,"VKM-SRC-025 p.154 (§6.1, с.154, Рис. 6.3)",154,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,VISUAL_READ,NOT_FOUND,SUPPORT,,
PC-13,EV-VN-S025-0874,parameter,VKM-SRC-025,VKM-SRC-025 p.162 (Табл. 6.1),162,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,'Кол-во образцов' column is not attributed to a specific method in the table (existing records attach it to the direct method).,
PC-13,EV-VN-S012-0046,rheology_law,VKM-SRC-012,"VKM-SRC-012 p.19 (§1.2, нормативная методика [69])",19,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-13,EV-VN-S012-0036,process_mechanism,VKM-SRC-012,VKM-SRC-012 p.16 (§1.2),16,FACT,INTERPRETATION,GENERAL_METHOD,MASSIF,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-13,EV-VN-S025-0192,claim,VKM-SRC-025,VKM-SRC-025 p.31 (§2.3),31,FACT,LITERATURE_CITED,GENERAL_METHOD,LAB,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_82,SUPPORT,,
PC-13,EV-VN-S037-0576,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.91 (§6.3 (теоретическое обоснование методики)),91,FACT,INTERPRETATION,VKM_REGIONAL,MASSIF,MEDIUM,OCR_VISUALLY_CONFIRMED,FUZZY_94,SUPPORT,Качественное утверждение об ограниченности (затухании) смещений контура во времени для незакреплённой выработки; для 3D+time мира важно как свидетельство затухающей ползучести в окрестности выработок (vs установившейся). Параметры закона не приведены.,
PC-14,EV-VN-S034-0020,process_mechanism,VKM-SRC-034,VKM-SRC-034 p.2 (§ участок 1),2,FACT,INTERPRETATION,BKPRU4,FIELD,HIGH,TEXT_LAYER,FUZZY_96,KEY,"Generalized by authors to ""начальный этап"" everywhere; basis is one site.",
PC-14,EV-VN-S036-0005,process_mechanism,VKM-SRC-036,VKM-SRC-036 p.1 (§Introduction),1,FACT,LITERATURE_CITED,GENERAL_METHOD,MASSIF,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,"Generic, not SKRU-1 specific; [4] per bibliography p.18.",
PC-14,EV-VN-S020-0151,process_mechanism,VKM-SRC-020,VKM-SRC-020 p.23 (§1.3),23,FACT,DESCRIPTIVE,VKM_REGIONAL,MASSIF,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-14,EV-VN-S012-0044,parameter,VKM-SRC-012,"VKM-SRC-012 p.18 (§1.2, испытания на ползучесть [8])",18,FACT,LITERATURE_CITED,VKM_REGIONAL,LAB,HIGH,TEXT_LAYER,FUZZY_85,SUPPORT,"Stage thresholds are lab load levels as fraction of UCS; the load level at which each stage was 'recorded', not rigorous thresholds.",
PC-14,EV-VN-S025-0875,parameter,VKM-SRC-025,VKM-SRC-025 p.162 (Табл. 6.1),162,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,'Кол-во образцов' column is not attributed to a specific method in the table (existing records attach it to the direct method).,
PC-14,EV-VN-S025-0882,parameter,VKM-SRC-025,VKM-SRC-025 p.163 (Табл. 6.2),163,FACT,LAB_TEST,SKRU1,LAB,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,"LAB specimens from SKRU mine field (scope honest: lab scale, not massif). Existing digest labels Монолит-1 rows SITE_SPECIFIC.",
PC-14,EV-VN-S037-0879,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.166 (§8.4 (вводная)),166,FACT,NORMATIVE,VKM_REGIONAL,MASSIF,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,Core time-dependent mechanism of the subsidence world.,
PC-14,EV-VN-S037-0902,rheology_law,VKM-SRC-037,VKM-SRC-037 p.168 (Рис. 8.13 б),168,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,MEDIUM,GRAPH_DIGITIZED_APPROX,NOT_FOUND,SUPPORT,"Three straight lines on semi-log axes (exponential dependence of steady pillar strain rate on loading degree). Line identity from leader lines is not fully unambiguous at 400 dpi. X-axis tick labels misprinted (…0,6 0,7 0,6 0,9 — second 0,6 should be 0,8).",
PC-14,EV-VN-S036-0044,rheology_law,VKM-SRC-036,VKM-SRC-036 p.6 (Table 1: “Mohr-Coulomb + Bingham” model parameters),6,DERIVATION,MODEL_CALIBRATED,UNSTATED,CALIBRATED_EFFECTIVE_MODEL,HIGH,VISUAL_READ,NOT_FOUND,SUPPORT,Table values visually confirmed at 130 dpi. Separate eta per load level = stress-dependent viscosity not captured by the law itself; eta decreases with p.,status FACT→DERIVATION (D-01: calibrated value)
PC-14,EV-VN-S016-0032,rheology_law,VKM-SRC-016,VKM-SRC-016 p.5 (текст p.5; Рис.4; формула (2) p.6; табл.1 [29]),5,MODEL_CHOICE,MODEL_CALIBRATED,BKPRU4,CALIBRATED_EFFECTIVE_MODEL,HIGH,TEXT_LAYER,FUZZY_69,SUPPORT,"Units of A not printed -> A unusable for re-implementation without unit system (MPa & s vs days vs years). Abstract claims lab calibration (conflict_note). Dilation angle, flow potential eccentricity, K (flow stress ratio), hardening curve not given.",
PC-15,EV-VN-S025-0856,formula,VKM-SRC-025,"VKM-SRC-025 p.157 (§6.1, формула (6.1), Рис. 6.5)",157,DERIVATION,CALCULATED_BY_AUTHOR,VKM_REGIONAL,LAB,HIGH,VISUAL_READ,NOT_FOUND,SUPPORT,,"evidence_type MODEL_CALIBRATED→CALCULATED_BY_AUTHOR (regression on lab tests, not a back-analysis; LAB kept); status FACT→DERIVATION (D-01: calibrated value)"
PC-15,EV-VN-S025-0857,rheology_law,VKM-SRC-025,"VKM-SRC-025 p.157 (§6.1, (6.1))",157,DERIVATION,CALCULATED_BY_AUTHOR,VKM_REGIONAL,LAB,HIGH,VISUAL_READ,NOT_FOUND,KEY,Normalised by σпр: transferring to massif requires massif σпр (scale effect) — not addressed here.,"evidence_type MODEL_CALIBRATED→CALCULATED_BY_AUTHOR (regression on lab tests, not a back-analysis; LAB kept); status FACT→DERIVATION (D-01: calibrated value)"
PC-15,EV-VN-S025-0873,parameter,VKM-SRC-025,VKM-SRC-025 p.162 (Табл. 6.1),162,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,'Кол-во образцов' column is not attributed to a specific method in the table (existing records attach it to the direct method).,
PC-15,EV-VN-S012-0044,parameter,VKM-SRC-012,"VKM-SRC-012 p.18 (§1.2, испытания на ползучесть [8])",18,FACT,LITERATURE_CITED,VKM_REGIONAL,LAB,HIGH,TEXT_LAYER,FUZZY_85,SUPPORT,"Stage thresholds are lab load levels as fraction of UCS; the load level at which each stage was 'recorded', not rigorous thresholds.",
PC-15,EV-VN-S037-0527,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.83 (§5.2 (с.164)),83,FACT,INTERPRETATION,VKM_REGIONAL,MASSIF,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-15,EV-VN-S011-2655,process_mechanism,VKM-SRC-011,"VKM-SRC-011 p.130 (стр. 259-261; Рис. 4.6, 4.7)",130,FACT,INTERPRETATION,SKRU1,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-15,EV-VN-S014-0823,claim,VKM-SRC-014,VKM-SRC-014 p.113 (§4.1),113,FACT,DESCRIPTIVE,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-15,EV-VN-S014-0454,claim,VKM-SRC-014,VKM-SRC-014 p.77 (§3.1),77,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-16,EV-VN-S012-0036,process_mechanism,VKM-SRC-012,VKM-SRC-012 p.16 (§1.2),16,FACT,INTERPRETATION,GENERAL_METHOD,MASSIF,MEDIUM,TEXT_LAYER,EXACT,KEY,,
PC-16,EV-VN-S012-0492,conflict_note,VKM-SRC-012,VKM-SRC-012 p.90 (Рис. 3.21–3.24),90,UNKNOWN,INTERPRETATION,SOLIKAMSK_GROUP,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,VISUAL_READ,EXACT,SUPPORT,Matters for any re-use of these fields in a WorldSpec: overburden properties are not supported by the lab dataset.,scope SKRU1_SKRU2→SOLIKAMSK_GROUP (D-17)
PC-17,EV-VN-S034-0021,process_mechanism,VKM-SRC-034,VKM-SRC-034 p.2 (§ механизм ускорения),2,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,EXACT,KEY,,
PC-17,EV-VN-S034-0039,parameter,VKM-SRC-034,VKM-SRC-034 p.4 (вывод),4,FACT,INTERPRETATION,UNSTATED,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,Site-specific threshold (mine unnamed); never an SKRU-1 constant. Derived from one site and one epoch.,
PC-17,EV-VN-S034-0041,subsidence_method,VKM-SRC-034,VKM-SRC-034 p.4 (весь текст),4,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,NOT_FOUND,SUPPORT,,
PC-17,EV-VN-S037-0879,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.166 (§8.4 (вводная)),166,FACT,NORMATIVE,VKM_REGIONAL,MASSIF,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,Core time-dependent mechanism of the subsidence world.,
PC-17,EV-VN-S037-0906,subsidence_method,VKM-SRC-037,"VKM-SRC-037 p.168 (§8.4.2, рис. 8.14)",168,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_78,SUPPORT,"Time-to-failure operator for pillars — basis for time-dependent subsidence in 3D+time world. Fig. 8.14 (ε vs t, сут) visually confirmed.",
PC-17,EV-VN-S025-0156,process_mechanism,VKM-SRC-025,"VKM-SRC-025 p.23 (§2.1, рис. 2.1 (с.24))",23,FACT,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,,
PC-17,EV-VN-S034-0037,monitoring_observation,VKM-SRC-034,VKM-SRC-034 p.4 (Рис. 4 (график оседания репера 98 во времени)),4,FACT,MEASURED,UNSTATED,FIELD,MEDIUM,GRAPH_DIGITIZED_APPROX,EXACT,SUPPORT,GRAPH_DIGITIZED_APPROX at 220 dpi (±15 mm). Smooth curve drawn through campaign values (points not marked). Visually the 2012–2018 segment is gently concave (slowly increasing rate) rather than strictly constant as stated; the post-2020 slope looks steeper than 2013–2017 (qualitative visual comparis,
PC-18,EV-VN-S025-0873,parameter,VKM-SRC-025,VKM-SRC-025 p.162 (Табл. 6.1),162,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,'Кол-во образцов' column is not attributed to a specific method in the table (existing records attach it to the direct method).,
PC-18,EV-VN-S025-0874,parameter,VKM-SRC-025,VKM-SRC-025 p.162 (Табл. 6.1),162,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,'Кол-во образцов' column is not attributed to a specific method in the table (existing records attach it to the direct method).,
PC-18,EV-VN-S025-0875,parameter,VKM-SRC-025,VKM-SRC-025 p.162 (Табл. 6.1),162,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,KEY,'Кол-во образцов' column is not attributed to a specific method in the table (existing records attach it to the direct method).,
PC-18,EV-VN-S025-0882,parameter,VKM-SRC-025,VKM-SRC-025 p.163 (Табл. 6.2),163,FACT,LAB_TEST,SKRU1,LAB,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,"LAB specimens from SKRU mine field (scope honest: lab scale, not massif). Existing digest labels Монолит-1 rows SITE_SPECIFIC.",
PC-18,EV-VN-S025-0887,parameter,VKM-SRC-025,VKM-SRC-025 p.163 (Табл. 6.2),163,FACT,LAB_TEST,SKRU1,LAB,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,"LAB specimens from SKRU mine field (scope honest: lab scale, not massif). Existing digest labels Монолит-1 rows SITE_SPECIFIC.",
PC-18,EV-VN-S037-0138,process_mechanism,VKM-SRC-037,"VKM-SRC-037 p.12 (§1.2.1, длительная прочность, Рис. 1.13)",12,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_95,SUPPORT,,
PC-18,EV-VN-S025-0159,claim,VKM-SRC-025,VKM-SRC-025 p.25 (§2.1),25,FACT,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,,
PC-18,EV-VN-S025-0896,process_mechanism,VKM-SRC-025,"VKM-SRC-025 p.164 (§6.3, с.164, Рис. 6.8, 6.9)",164,FACT,LAB_TEST,SKRU1,LAB,HIGH,VISUAL_READ,FUZZY_71,SUPPORT,,
PC-19,EV-VN-S025-0872,parameter,VKM-SRC-025,"VKM-SRC-025 p.162 (§6.2, с.162)",162,DERIVATION,CALCULATED_BY_AUTHOR,VKM_REGIONAL,LAB,HIGH,VISUAL_READ,NOT_FOUND,SUPPORT,,"evidence_type MODEL_CALIBRATED→CALCULATED_BY_AUTHOR (regression on lab tests, not a back-analysis; LAB kept); status FACT→DERIVATION (D-01: calibrated value)"
PC-19,EV-VN-S025-0870,claim,VKM-SRC-025,"VKM-SRC-025 p.162 (§6.2, с.162)",162,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,VISUAL_READ,EXACT,SUPPORT,Assumption 'practically full relaxation in 3-4 days' is an ENGINEERING_ASSUMPTION embedded in the method.,
PC-19,EV-VN-S037-0557,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.89 (§6.2 (с.176–177)),89,FACT,CALCULATED_BY_AUTHOR,VKM_REGIONAL,MASSIF,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,KEY,,
PC-19,EV-VN-S037-0576,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.91 (§6.3 (теоретическое обоснование методики)),91,FACT,INTERPRETATION,VKM_REGIONAL,MASSIF,MEDIUM,OCR_VISUALLY_CONFIRMED,FUZZY_94,SUPPORT,Качественное утверждение об ограниченности (затухании) смещений контура во времени для незакреплённой выработки; для 3D+time мира важно как свидетельство затухающей ползучести в окрестности выработок (vs установившейся). Параметры закона не приведены.,
PC-19,EV-VN-S023-0162,process_mechanism,VKM-SRC-023,VKM-SRC-023 p.35 (rendered p.35; §2.3),35,FACT,INTERPRETATION,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,DOCX_TEXT,FUZZY_60,SUPPORT,"No rheology law, no parameters in this chunk.",scope SKRU1→GENERAL_METHOD (TRANSFER-012)
PC-20,EV-VN-S011-1736,process_mechanism,VKM-SRC-011,"VKM-SRC-011 p.104 (§3.3, p.206)",104,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,FUZZY_76,KEY,,
PC-20,EV-VN-S011-1518,process_mechanism,VKM-SRC-011,VKM-SRC-011 p.76 (с.151 (выводы)),76,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_80,SUPPORT,Relevant for choosing lithology-dependent rheology contrast; no numerical parameters.,
PC-20,EV-VN-S011-1987,process_mechanism,VKM-SRC-011,"VKM-SRC-011 p.116 (p.230, [98, 160, 242])",116,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,FUZZY_78,SUPPORT,,
PC-20,EV-VN-S011-3957,process_mechanism,VKM-SRC-011,VKM-SRC-011 p.183 (English SUMMARY 3.6 Causes and mechanisms of salt stratum de),183,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,"English SUMMARY (author's translation/abridgement of the Russian text); Relevant as a warning that massif viscosity/creep may be spatially heterogeneous due to (paleo)moisture, independent of structural position.",
PC-20,EV-VN-S011-1503,process_mechanism,VKM-SRC-011,VKM-SRC-011 p.75 (с.148),75,FACT,INTERPRETATION,SKRU3,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,"Supports mechanical-contrast layering (brittle interbeds in ductile salt) for a 3D world; geological strain rates, not mining time scale.",
PC-20,EV-VN-S011-0367,process_mechanism,VKM-SRC-011,VKM-SRC-011 p.23 (§1.3.2 III комплекс),23,FACT,FIELD_OBSERVATION,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_80,SUPPORT,mechanical-contrast evidence: carnallite much weaker/more ductile than halite; missing interseam salt pillars/roofs over 100–150 m on Solikamsk uplift,
PC-21,EV-VN-S025-0261,process_mechanism,VKM-SRC-025,"VKM-SRC-025 p.47 (§2.8, pp.47-48)",47,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,KEY,"Dilatancy/damage threshold 0.6-0.8 of UCS - candidate for damage-onset criterion in massif model (lab scale only). Also: for h/b=1,2 max AE rate at peak (main cracks formed); for h/b=0.5 max AE slightly precedes peak.",
PC-21,EV-VN-S025-0500,process_mechanism,VKM-SRC-025,VKM-SRC-025 p.93 (p.93),93,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-21,EV-VN-S025-0546,process_mechanism,VKM-SRC-025,VKM-SRC-025 p.102 (§4.1 pp.102-104),102,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-21,EV-VN-S029-0120,process_mechanism,VKM-SRC-029,"VKM-SRC-029 p.72 (§2.2.2, refs [86], [87], [43], Рис. 2.11-2.12)",72,FACT,LITERATURE_CITED,GENERAL_METHOD,LAB,HIGH,TEXT_LAYER,EXACT,SUPPORT,Relevant to salt damage/dilatancy onset thresholds for rheology in WorldSpec.,
PC-21,EV-VN-S029-0204,process_mechanism,VKM-SRC-029,"VKM-SRC-029 p.115 (§4.1.2, Рис. 4.4, refs [89,90])",115,FACT,LITERATURE_CITED,NON_VKM,LAB,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,Anisotropic dilatancy permeability relevant to integrity of water-protective strata (ВЗТ) in salt; NON-VKM origin.,
PC-21,EV-VN-S012-0560,process_mechanism,VKM-SRC-012,VKM-SRC-012 p.103 (§4.2 p.103),103,MODEL_CHOICE,CALCULATED_BY_AUTHOR,SOLIKAMSK_GROUP,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,scope SKRU1_SKRU2→SOLIKAMSK_GROUP (D-17)
PC-21,EV-VN-S040-0338,process_mechanism,VKM-SRC-040,VKM-SRC-040 p.135 (§4.5 (p135-136)),135,FACT,INTERPRETATION,SKRU3,FIELD,LOW,TEXT_LAYER,EXACT,SUPPORT,Relevant to 3D+time world: potential observation operator for pillar damage evolution (rheology/creep damage). Confounding: seam composition differs.,
PC-21,EV-VN-S040-0360,process_mechanism,VKM-SRC-040,VKM-SRC-040 p.141 (§5.2),141,FACT,INTERPRETATION,SKRU3,FIELD,LOW,TEXT_LAYER,EXACT,SUPPORT,Key for 3D+time world: qualitative evidence of time-dependent pillar rim damage (creep-damage) with a possible geophysical observable; not calibrated.,
PC-22,EV-VN-S025-0937,process_mechanism,VKM-SRC-025,VKM-SRC-025 p.169 (§7.2),169,FACT,INTERPRETATION,GENERAL_METHOD,MASSIF,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-22,EV-VN-S025-1022,process_mechanism,VKM-SRC-025,VKM-SRC-025 p.176 (§7.4),176,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-22,EV-VN-S025-1024,process_mechanism,VKM-SRC-025,VKM-SRC-025 p.177 (§7.5),177,FACT,INTERPRETATION,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-22,EV-VN-S025-1037,process_mechanism,VKM-SRC-025,VKM-SRC-025 p.181 (§7.5),181,FACT,INTERPRETATION,VKM_REGIONAL,MASSIF,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-22,EV-VN-S037-0526,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.82 (§5.2 (с.163–164)),82,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_83,SUPPORT,,
PC-22,EV-VN-S025-0997,monitoring_observation,VKM-SRC-025,"VKM-SRC-025 p.175 (§7.4, табл. 7.5)",175,FACT,FIELD_OBSERVATION,SKRU1,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,KEY,Rare SKRU-1 in-situ geomechanical test; location within mine (panel/horizon/seam of carnallite) not stated.,
PC-23,EV-VN-S016-0017,process_mechanism,VKM-SRC-016,"VKM-SRC-016 p.3 (Введение, refs [18,19])",3,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,KEY,,
PC-23,EV-VN-S037-0884,formula,VKM-SRC-037,VKM-SRC-037 p.166 (формула (8.125)),166,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,Handwritten «МПа» added under (8.125) by a reader. Formula visually confirmed 250 dpi.,
PC-23,EV-VN-S037-0898,formula,VKM-SRC-037,VKM-SRC-037 p.167 (формула (8.128)),167,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,Handwritten reader marks («/b») added to numerator and denominator on the scan. The loading degree C is the key state variable linking pillars to subsidence-trough type (Табл. 8.26).,
PC-23,EV-VN-S014-0404,process_mechanism,VKM-SRC-014,VKM-SRC-014 p.52 (§2.5),52,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_70,SUPPORT,Direct relevance to subsidence kinetics: yielding vs rigid pillars define different time-dependent surface response.,
PC-23,EV-VN-S014-0403,engineering_rule,VKM-SRC-014,VKM-SRC-014 p.52 (§2.5),52,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_96,SUPPORT,'северной части месторождения' — Solikamsk mines incl. SKRU-1 are in the north/central part; the book does not explicitly state 'SKRU-1 uses rigid pillars' here. Pillar regime (rigid vs yielding) is key for time-dependent subsidence behaviour.,
PC-23,EV-VN-S026-0046,engineering_rule,VKM-SRC-026,VKM-SRC-026 p.9 (§2),9,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,Rigid vs yielding pillars implies two different pillar mechanical regimes (yielding = designed to deform with time) — relevant to time-dependent subsidence.,
PC-23,EV-VN-S012-0043,process_mechanism,VKM-SRC-012,VKM-SRC-012 p.18 (§1.2),18,FACT,LITERATURE_CITED,VKM_REGIONAL,MASSIF,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-23,EV-VN-S040-0360,process_mechanism,VKM-SRC-040,VKM-SRC-040 p.141 (§5.2),141,FACT,INTERPRETATION,SKRU3,FIELD,LOW,TEXT_LAYER,EXACT,SUPPORT,Key for 3D+time world: qualitative evidence of time-dependent pillar rim damage (creep-damage) with a possible geophysical observable; not calibrated.,
PC-24,EV-VN-S014-1044,process_mechanism,VKM-SRC-014,VKM-SRC-014 p.185 (§7.2),185,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_77,SUPPORT,,
PC-24,EV-VN-S037-0908,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.168 (§8.4.3),168,FACT,NORMATIVE,VKM_REGIONAL,MASSIF,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-24,EV-VN-S037-0919,process_mechanism,VKM-SRC-037,"VKM-SRC-037 p.169 (§8.4.3, постадийное обрушение)",169,FACT,NORMATIVE,VKM_REGIONAL,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_83,KEY,Explicitly includes СКПРУ-1 (= SKRU-1). Visual 220 dpi. Clay partings 1–5 cm thick in seam roof are a mappable stratigraphic feature.,
PC-24,EV-VN-S037-0522,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.82 (§5.2 (с.162)),82,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,Important geomechanical mechanism for the 3D world: rigid pillars punch weaker roof/floor; interseam salt with clay interlayers delaminates — interface/bedding-plane behaviour.,
PC-24,EV-VN-S020-0159,process_mechanism,VKM-SRC-020,VKM-SRC-020 p.24 (§1.4),24,FACT,DESCRIPTIVE,VKM_REGIONAL,MASSIF,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-24,EV-VN-S014-0826,engineering_rule,VKM-SRC-014,VKM-SRC-014 p.113 (§4.1),113,FACT,DESIGN_VALUE,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,Roof control: removing weak roof slab ('корж') increases effective chamber height slightly; Vs detail (no skim) not explicit in EV-MIN-0100.,
PC-24,EV-VN-S011-2773,claim,VKM-SRC-011,VKM-SRC-011 p.154 (Прилож. 3 «Павел Иванович Преображенский»; перечень публикац),154,FACT,LITERATURE_CITED,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,Pointer only; carnallite mining at SKRU-1 since 1936.,
PC-24,EV-VN-S011-1420,claim,VKM-SRC-011,VKM-SRC-011 p.67 (Рис. 2.60),67,FACT,FIELD_OBSERVATION,SKRU1,FIELD,HIGH,VISUAL_READ,EXACT,SUPPORT,,
PC-24,EV-VN-S015-0010,process_mechanism,VKM-SRC-015,VKM-SRC-015 p.3 (Введение),3,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,Links salt creep (time-dependent) with roof delamination at interlayer contacts (korzh). Relevant to interface/weak-layer representation in 3D world; no parameters given.,
PC-25,EV-VN-S014-1070,process_mechanism,VKM-SRC-014,VKM-SRC-014 p.193 (§7.3),193,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_81,KEY,Time-varying state classification of seam proximity — important for 3D+time world of multi-seam SKRU-1 (AB and KrII).,
